Front,Back
"UV-AOP uses peroxide as a radical promoter. A sudden drop in radical
production is likely due to:
a. High pH
b. Peroxide underfeed
c. UV overdrive
d. High ORP",Answer: b. Peroxide underfeed
"UV dose increases with:
a. Lower UVT
b. Longer hydraulic residence time
c. Lamp fouling
d. Lamp aging",Answer: b. Longer hydraulic residence time
"UVT decreases from 94% to 88%. The controller increases lamp power
to maintain dose. What is the primary operational concern?
a. Increased power consumption per unit of water treated
b. Excess production of hydroxyl radicals
c. Loss of NDMA destruction credit
d. Reduced RO recovery",Answer: a. Increased power consumption per unit of water treated
"Downstream peroxide residual is consistently higher than expected
after UV-AOP. What is the most likely explanation?
a. Excess peroxide is being overfed and is not fully consumed
b. UV dose is too low
c. UV dose is too high
d. Peroxide dose is too low",Answer: a. Excess peroxide is being overfed and is not fully consumed
"Reduced hydraulic mixing in a UV reactor poses which primary risk?
a. Higher UVT
b. Short-circuiting leading to under-dosed regions
c. Increased lamp fouling
d. Higher peroxide residual",Answer: b. Short-circuiting leading to under-dosed regions
"Which operating condition most increases bromate formation risk in
UV-AOP for high-bromide water?
a. High pH + high peroxide dose + high UV dose
b. Low pH + low UV dose
c. High pH + low UV dose
d. Low pH + high UV dose",Answer: a. High pH + high peroxide dose + high UV dose
"UV intensity sensors read low, but UVT and lamp age are normal. Most
likely issue?
a. Fouled or dirty UV sensor window
b. Lamp failure
c. Peroxide overdose
d. Valve misalignment",Answer: a. Fouled or dirty UV sensor window
"Peroxide consumption suddenly decreases in UV-AOP. Cause?
a. Lower UV dose
b. Peroxide underfeed or injection pump failure
c. High pH
d. High temperature",Answer: b. Peroxide underfeed or injection pump failure
"UV reactor pressure drop increases. Most likely cause:
a. Quartz sleeve fouling
b. High UVT
c. Low peroxide
d. Lamp overdrive",Answer: a. Quartz sleeve fouling
"UV dose reaches setpoint at lower lamp power than usual. Why?
a. UVT decreased
# Potable Reuse/CCPs
b. UVT increased
c. Peroxide residual high
d. Lamp fouling",Answer: b. UVT increased
"In potable reuse, which barrier combination provides log
inactivation/removal of microconstituents?
a. MF only
b. MF + RO only
c. MF + RO + UV-AOP
d. UV alone",Answer: c. MF + RO + UV-AOP
"RO permeate TOC gradually increases. Why?
a. UV failure
b. MF integrity loss
c. Decreasing RO rejection (organic passage)
d. Analyzer failure",Answer: c. Decreasing RO rejection (organic passage)
"MF contributes to virus LRV based on:
a. TMP
b. Flux
c. Passing integrity testing
d. Backwash cycle length",Answer: c. Passing integrity testing
"Which is the primary purpose of MF in a potable reuse MF--RO--UV-AOP
train?
a. Particle and pathogen removal
b. Salt removal
c. Chemical oxidation
d. TOC destruction",Answer: a. Particle and pathogen removal
"RO permeate TOC increases above baseline. Most likely cause?
a. UV lamp failure
b. Loss of RO rejection or organic breakthrough
c. MF turbidity spike
d. Peroxide underfeed",Answer: b. Loss of RO rejection or organic breakthrough
"UV-AOP is primarily responsible for:
a. Virus removal
b. Trace organic destruction
c. Turbidity reduction
d. Salt removal",Answer: b. Trace organic destruction
"In potable reuse, RO permeate conductivity is used as a surrogate
CCP for:
a. TMP
b. UVT
c. Salt rejection and chemical removal performance
d. MF backwash effectiveness",Answer: c. Salt rejection and chemical removal performance
"MF LRV assignment is based primarily on:
a. Flux
b. TMP
c. Passing integrity tests
d. Backwash air scour",Answer: c. Passing integrity tests
"RO acts as a strong barrier for which contaminant group?
a. Turbidity
b. Hardness only
c. Dissolved organics and salts
d. Free chlorine",Answer: c. Dissolved organics and salts
"In an MF/RO/UV-AOP advanced treatment train for potable reuse, which
statement is most accurate?
a. Only MF provides pathogen removal
contaminant barriers
b. RO alone provides all required virus log reduction
c. RO plus UV-AOP together provide both pathogen and chemical
d. UV-AOP is used only to improve aesthetic qualities",Answer: c. RO plus UV-AOP together provide both pathogen and chemical
"For RO used as a critical control point (CCP) in potable reuse,
which parameter is typically most critical?
a. Permeate flow rate
b. Permeate conductivity (or surrogate TOC reduction)
c. Feed tank level
d. MF filtrate turbidity",Answer: b. Permeate conductivity (or surrogate TOC reduction)
"If RO permeate conductivity exceeds the CCP limit for the required
duration, what must operators do?
a. Immediately divert product water and investigate the cause
b. Continue operation and review data at month-end
c. Increase MF backwash frequency
d. Increase UV dose only",Answer: a. Immediately divert product water and investigate the cause
"A potable reuse facility uses TOC as a CCP surrogate for RO. A
sudden TOC increase means:
a. RO membrane scaling
b. Decreased RO rejection
c. UV-AOP lamp outage
d. Lower MF recovery",Answer: b. Decreased RO rejection
"MF/UF contribution to virus LRV credit is primarily based on:
a. TMP
b. Flux
c. Integrity testing performance
d. Backwash frequency",Answer: c. Integrity testing performance
"RO as a barrier for PFAS removal is primarily dependent on:
a. Membrane rejection properties
b. Temperature
c. UV dose
d. Peroxide concentration",Answer: a. Membrane rejection properties
"SCADA shows stable flow, but field gauge fluctuates heavily. Cause?
a. SCADA failure
b. PLC signal damping/filtering
c. Fouled flow meter
d. Air scour interference",Answer: b. PLC signal damping/filtering
"PID-controlled pH system oscillates. Root cause?
a. Analyzer drift
b. Pump cavitation
c. Controller gain too high
d. Low ORP",Answer: c. Controller gain too high
"A VFD pump runs hot even at low speeds. Reason?
a. Cavitation
b. Fouling
c. Harmonic heating at low frequency
d. Valve misalignment",Answer: c. Harmonic heating at low frequency
"A flow transmitter suddenly reads zero while the pump is running.
Most likely:
a. Transmitter or wiring failure
b. Valve closed
c. Cavitation
d. Air entrainment",Answer: a. Transmitter or wiring failure
"VFD motor temperature rises even at low speed. Why?
a. Fouling
b. Pump cavitation
c. Harmonic heating at low frequencies
d. Peroxide overdose",Answer: c. Harmonic heating at low frequencies
"pH control oscillates around the setpoint. Cause?
a. Analyzer drift
b. PID tuning too aggressive (high gain)
c. Low ORP
d. Pump cavitation",Answer: b. PID tuning too aggressive (high gain)
"A flow-paced chemical dosing pump overshoots the setpoint. Most
likely cause:
a. Low pH
b. Poor PID tuning or excessive gain
c. Analyzer failure
d. High UVT",Answer: b. Poor PID tuning or excessive gain
"A pressure transmitter reads erratically with small oscillations.
Root cause?
a. Fouling
b. Scaling
c. Electrical noise or grounding issue
d. High ORP",Answer: c. Electrical noise or grounding issue
"SCADA displays stable analog readings but field gauge shows
fluctuations. Cause?
a. SCADA failure
b. Signal damping/filtering in PLC
c. Analyzer malfunction
d. Fiber break",Answer: b. Signal damping/filtering in PLC
"MF filtrate flow is 10 MGD. RO feed is controlled at 95% of MF
filtrate by ratio control. MF flow drops, but RO feed remains
unchanged. Why?
a. The RO feed flow controller is in manual mode
b. MF TMP alarm has latched
c. UV system is in local mode
d. Turbidity analyzer has failed",Answer: a. The RO feed flow controller is in manual mode
"Operators experience numerous nuisance alarms due to small analyzer
fluctuations around alarm limits. What is the best long-term fix?
a. Disable all low-priority alarms
b. Increase alarm deadbands and rationalize alarm setpoints
c. Reduce SCADA scan rates
d. Convert all alarms to simple event logs",Answer: b. Increase alarm deadbands and rationalize alarm setpoints
"A turbidity analyzer suddenly drops from 1.0 NTU to 0.1 NTU with no
observed process change. What is the most likely cause?
a. Air bubble or maintenance interference at the sensor
b. Automatic range change within the analyzer
c. Coagulant overfeed upstream
d. True rapid improvement in water quality",Answer: a. Air bubble or maintenance interference at the sensor
"Flow-paced chemical dosing depends primarily on:
a. Reliable flow measurement
b. ORP
c. UVT
d. TMP",Answer: a. Reliable flow measurement
"A VFD-driven pump shows pressure oscillations at certain speeds. The
root cause is likely:
a. Cavitation
b. Harmonic resonance
c. Scaling
d. Bearing failure",Answer: b. Harmonic resonance
"A PLC analog input reads noisy signals from a turbidity sensor. Best
corrective action?
# Integrated Troubleshooting
a. Use shielded, grounded signal cable
b. Increase pump speed
c. Decrease UV dose
d. Increase CEB frequency","Answer: a. Use shielded, grounded signal cable"
"RO feed SDI increases and MF TMP rises simultaneously. Why?
a. Higher solids loading in source water
b. Analyzer drift
c. Low ORP
d. UV fault",Answer: a. Higher solids loading in source water
"Sudden MF filtrate turbidity decrease without process change likely
indicates:
a. Improved performance
b. Analyzer dilution or flushing effect
c. Fiber break
d. CEB effectiveness",Answer: b. Analyzer dilution or flushing effect
"RO permeate flow decreases while concentrate flow increases.
Meaning?
a. Membrane breach
b. Recovery decrease (valve drift)
c. Fouling
d. Analyzer error",Answer: b. Recovery decrease (valve drift)
"RO feed pump trips intermittently on low suction pressure. Cause?
a. Analyzer drift
b. Scaling
c. Air entrainment or low NPSH
d. High recovery",Answer: c. Air entrainment or low NPSH
"UV system shows high apparent dose despite fouling. Why?
a. Sensor over-reading (miscalibration)
b. High UVT
c. Peroxide overfeed
d. Increased flow",Answer: a. Sensor over-reading (miscalibration)
"RO permeate conductivity spikes briefly after CEB or CIP.
Explanation?
a. Analyzer drift
b. Chemical cleaning causes temporary rejection loss
c. Scaling
d. Low pH",Answer: b. Chemical cleaning causes temporary rejection loss
"MF fouling increases rapidly following a raw water change. RO
Delta P also increases slightly. Why?
a. Higher solids loading from source water
b. Valve misalignment
c. Permeate blending error
d. High pH",Answer: a. Higher solids loading from source water
"RO feed pump trips frequently on low suction pressure. Most likely:
a. High ORP
b. Low NPSH or suction blockage
c. Analyzer drift
d. MF turbine fault",Answer: b. Low NPSH or suction blockage
"Sudden RO permeate conductivity spike coincides with cleaning. Why?
a. Analyzer drift
b. Chemical cleaning temporarily changes rejection
c. High pH
d. Scaling",Answer: b. Chemical cleaning temporarily changes rejection
"RO normalized flows vary widely between trains but pressures are
identical. Cause?
a. Instrument calibration drift
b. Scaling
c. Fouling
d. Cavitation",Answer: a. Instrument calibration drift
"MF filtrate turbidity drops after a storm. Interpretation?
a. Treatment improvements
b. Dilution effect or sample line flushing
c. Analyzer failure
d. Increased CEB frequency",Answer: b. Dilution effect or sample line flushing
"UV system shows high dose despite lamp age and low UVT. Why?
a. UV sensor calibration drift (reading artificially high)
b. High UVT
c. Peroxide overdose
d. Analyzer wiring failure",Answer: a. UV sensor calibration drift (reading artificially high)
"MF TMP increases and RO feed SDI increases at the same time. Likely
cause:
a. High solids loading from raw water
b. Biofilm in RO
c. Analyzer drift
d. Valve malfunction",Answer: a. High solids loading from raw water
"RO permeate conductivity spikes while Delta P is stable. Most
likely:
a. Scaling
b. O-ring leak or membrane breach
c. Air entrainment
d. Analyzer turbidity error",Answer: b. O-ring leak or membrane breach
"Sudden drop in MF cycle time with normal TMP likely indicates:
a. Fouling
b. Flux too high
c. Backwash valve or cycle control issue
d. Analyzer drift",Answer: c. Backwash valve or cycle control issue
"RO pump trips on low suction pressure intermittently. Cause?
a. High ORP
b. Air entrainment or low NPSH
c. Scaling
d. High UVT",Answer: b. Air entrainment or low NPSH
"UV dose suddenly drops though UVT is high and lamps are near-new.
Cause?
a. Excess peroxide
b. UV sensor fouling or misalignment
c. Air scour issue
d. Concentrate valve drift",Answer: b. UV sensor fouling or misalignment
"After a storm event, MF filtrate turbidity increases but TMP
decreases. Why?
a. Membrane break
b. Analyzer dilution or inlet sample line flooded
c. Backwash failure
d. Concentrate valve stuck open",Answer: b. Analyzer dilution or inlet sample line flooded
"MF TMP increases and RO Delta P increases after a storm. Most
likely explanation:
a. Increased solids loading to MF and RO
b. Air entrainment
c. Antiscalant pump failure
d. Analyzer malfunction",Answer: a. Increased solids loading to MF and RO
"MF filtrate flow decreases but TMP stays constant. Why?
a. Flow meter error or calibration drift
b. Fouling
c. Scaling
d. Backwash failure",Answer: a. Flow meter error or calibration drift
"RO tail elements show declining permeate flow and higher
differential pressure. Most likely cause:
a. Biofouling in lead stage
b. Scaling in tail stage
c. Analyzer failure
d. Low ORP",Answer: b. Scaling in tail stage
"UV-AOP system shows low peroxide consumption and lower-than-expected
radical production. Cause?
a. Low pH
b. Peroxide underfeed
c. Lamp overdrive
d. High temperature",Answer: b. Peroxide underfeed
"A sudden RO permeate conductivity spike with normal Delta P
indicates:
a. Membrane breach or o-ring seal failure
b. Scaling
c. Biofouling
d. Analyzer turbidity drift",Answer: a. Membrane breach or o-ring seal failure
"MF system cycles shorten dramatically without TMP change. Most
likely:
a. Scaling
b. High flux
c. Control valve or backwash valve malfunction
d. Low air scour",Answer: c. Control valve or backwash valve malfunction
"RO recovery drops without change in feed flow or pressure. Cause?
a. CIP needed
b. Membrane breach
c. Concentrate valve drifting toward open
d. High pH feed",Answer: c. Concentrate valve drifting toward open
"After a heavy rain event, MF TMP increases, RO feed SDI increases,
and RO Delta P begins trending upward. What is the best immediate
operational response?
a. Increase RO recovery to maintain permeate production
cycles
b. Reduce MF flux and increase the frequency of backwash/CEB
c. Lower RO feed pressure to reduce Delta P
d. Increase antiscalant dose only",Answer: b. Reduce MF flux and increase the frequency of backwash/CEB
"UV dose begins to fall short of setpoint despite full lamp power and
normal UVT. Operators recently increased RO recovery. How does this
indirectly impact UV-AOP?
a. Lower flow to the UV system, increasing dose
b. Higher permeate flow to UV, reducing hydraulic contact time
c. Lower permeate TDS, reducing UV absorbance
d. Incorrect UV setpoint in the SCADA system","Answer: b. Higher permeate flow to UV, reducing hydraulic contact time"
"Two identical RO trains operate in parallel. Train A has a
significantly higher Delta P than Train B, but both produce
similar permeate quality and flow. What is the first troubleshooting
step?
a. Immediately CIP both trains
b. Verify instrument calibration and check all valve positions
c. Increase feed pressure to Train A
d. Increase antiscalant dose to both trains",Answer: b. Verify instrument calibration and check all valve positions
"An RO skid experiences random pressure spikes, and the MF filtrate
flow meter upstream shows occasional negative flow spikes. What is
the most likely cause?
a. Harmonic distortion from the RO feed pump VFD
b. Air entrainment in suction piping or common headers
c. CO2 stripping in the MF filtrate line
d. SCADA trending or analyzer malfunction",Answer: b. Air entrainment in suction piping or common headers
"RO permeate conductivity rises slightly, but sodium and chloride
remain low while ammonia and neutral organics appear higher in lab
data. What is the best interpretation?
a. Membrane failure with salt passage
and changing water chemistry
b. Analyzer/conductivity reading influenced by non-ionic species
c. Antiscalant breakdown products leaking into permeate
d. Biofilm growth in lead elements",Answer: b. Analyzer/conductivity reading influenced by non-ionic species
"MF flux is lowered to reduce TMP. TMP improves, but the frequency of
integrity test failures increases. What is the most likely
explanation?
a. Lower flux mechanically damages fibers
pressure spikes during integrity tests
b. Backwash pressure at lower flux becomes too high
c. Lower flux reduces scouring; solids bridging causes localized
d. Flux must be higher to maintain integrity performance",Answer: c. Lower flux reduces scouring; solids bridging causes localized
"A community water system is defined as one serving at least:
a. 15 service connections or 25 residents year-round
b. 10 service connections only
c. 25 connections for any 30 days
d. Any number if serving agriculture",Answer: a. 15 service connections or 25 residents year-round
"A non-transient non-community system serves:
a. Seasonal campgrounds
b. 25 of the same people for >=6 months
c. Temporary construction
d. Schools only",Answer: b. 25 of the same people for >=6 months
"Title 22 defines ""maximum contaminant level"" (MCL) as:
a. Operational target
b. Highest level allowed in drinking water
c. Treatment technique
d. Advisory goal",Answer: b. Highest level allowed in drinking water
"A water system must notify DDW of any MCL violation:
a. Within the required time frame dependent on tier
b. Within 30 days always
c. Only after confirmation samples
d. Only during sanitary surveys",Answer: a. Within the required time frame dependent on tier
"Title 22 requires sanitary surveys at least every:
a. 3 or 5 years depending on system type
b. 10 years
c. 2 years
d. Annually",Answer: a. 3 or 5 years depending on system type
"Title 22 requires a bacteriological sample siting plan:
a. For all public water systems
b. Only for surface water systems
c. Only systems serving >10,000
d. Only if turbidity >0.5 NTU",Answer: a. For all public water systems
"Failure to maintain minimum pressure under Title 22 is:
a. A distribution system violation
b. Only an operational advisory
c. Reported annually
d. Not regulated",Answer: a. A distribution system violation
"The required minimum distribution system pressure is:
a. 10 psi
b. 20 psi
c. 35 psi
d. 50 psi",Answer: b. 20 psi
"Public notification Tier 1 must be completed:
a. Within 24 hours
b. Within 48 hours
c. Within 30 days
d. Within 1 year",Answer: a. Within 24 hours
"Title 22 requires reporting of system changes: *a. Prior to
implementation when affecting safety
b. Only after installation
c. Only during sanitary surveys
d. Only for chemical systems",Answer: (not marked)
"An MCL exceedance requires:
a. Public notification
b. Nothing until two months of exceedances
c. Blending only
d. Only internal documentation",Answer: a. Public notification
"A Consumer Confidence Report must be delivered:
a. Annually by July 1
b. Every month
c. Only after an MCL violation
d. Every 3 years",Answer: a. Annually by July 1
"Monthly monitoring reports (MORs) must be submitted:
a. Monthly or as required in the permit
b. Quarterly
c. Only during inspections
d. Annually",Answer: a. Monthly or as required in the permit
"Operator certification must match:
a. The classification of the treatment facility
b. Population served only
c. Pipe diameter
d. Source water TDS",Answer: a. The classification of the treatment facility
"A Title 22 treatment technique violation includes:
a. Failure to maintain turbidity and disinfectant requirements
b. Any pressure >=50 psi
c. Low alkalinity
d. Customer complaints",Answer: a. Failure to maintain turbidity and disinfectant requirements
