Front,Back
"Tetrachloroethylene (PCE) MCL:
a. 5 µg/L
b. 10 µg/L
c. 20 µg/L
d. 50 µg/L",Answer: a. 5 µg/L
"Trichloroethylene (TCE) MCL: *a. 5 µg/L
b. 10 µg/L
c. 20 µg/L
d. 50 µg/L",Answer: (not marked)
"Gross alpha MCL:
a. 15 pCi/L
b. 5 pCi/L
c. 50 pCi/L
d. 500 pCi/L",Answer: a. 15 pCi/L
"Gross beta MCL (screening):
a. 4 mrem/yr
b. 40 mrem/yr
c. 10 mrem/yr
d. 15 mrem/yr",Answer: a. 4 mrem/yr
"Radium-226/228 combined:
a. 5 pCi/L
b. 10 pCi/L
c. 50 pCi/L
d. 15 pCi/L",Answer: a. 5 pCi/L
"Uranium MCL:
a. 20 pCi/L
b. 200 pCi/L
c. 5 pCi/L
d. 50 pCi/L",Answer: a. 20 pCi/L
"MTBE MCL:
a. 13 µg/L
b. 50 µg/L
c. 5 µg/L
d. 100 µg/L",Answer: a. 13 µg/L
"A water system must keep bacteriological records for:
a. 5 years
b. 1 year
c. 2 years
d. 10 years",Answer: a. 5 years
"Chemical monitoring records must be kept for:
a. 10 years
b. 2 years
c. 3 years
d. 1 year",Answer: a. 10 years
"Violations must be reported to DDW:
a. As specified by violation tier (24 hours to 30 days)
b. Annually
c. Only when asked
d. Monthly",Answer: a. As specified by violation tier (24 hours to 30 days)
"Title 22 requires distribution of CCRs to:
a. All customers
b. Only regulators
c. Only new customers
d. Only large customers",Answer: a. All customers
"Operators must be certified according to:
a. Facility classification (T1–T5, D1–D5)
b. Local contract
c. Bureau of Reclamation
d. OSHA guidelines","Answer: a. Facility classification (T1–T5, D1–D5)"
"Systems must report chlorine residuals:
a. Daily or continuous, depending on plant type
b. Annually
c. Only after complaints
d. Monthly","Answer: a. Daily or continuous, depending on plant type"
"Surface water systems must monitor turbidity:
a. Continuously
b. Weekly
c. Monthly
d. Quarterly",Answer: a. Continuously
"If a sample is invalidated by DDW:
a. A replacement sample is required
b. System is not required to resample
c. MCL violation is automatic
d. Only monthly reporting changes",Answer: a. A replacement sample is required
"Revised Total Coliform Rule requires:
a. Repeat monitoring and Level 1/2 assessments
b. Equalized monitoring only
c. Simple averaging
d. Outage reporting",Answer: a. Repeat monitoring and Level 1/2 assessments
"Public Notification Tier 2 must be completed:
a. Within 30 days
b. Within 24 hours
c. Within 48 hours
d. Within 1 year",Answer: a. Within 30 days
"Monthly bacteriological monitoring for groundwater systems is:
a. Based on population served
b. Not required
c. Only for chloraminated systems
d. Weekly always",Answer: a. Based on population served
"A Boil Water Notice is issued for:
a. E. coli positive in distribution
b. High turbidity only
c. High TDS
d. Low alkalinity",Answer: a. E. coli positive in distribution
"Pressure <5 psi event requires:
a. Immediate public notification
b. Only internal reporting
c. No action
d. Notify customers within a year",Answer: a. Immediate public notification
"Backflow prevention program must include:
a. Certified specialist and annual testing
b. Customer self-reporting
c. Visual survey only
d. No documentation",Answer: a. Certified specialist and annual testing
"Regulation of recycled water for non-potable reuse is under:
a. Title 22 Division 4
b. Title 17 only
c. Title 8
d. OSHA CFR 1910",Answer: a. Title 22 Division 4
"Recycled water piping in California is typically colored:
a. Purple (lavender) to distinguish it from potable water piping
b. Blue, same as potable water piping
c. Green
d. Red",Answer: a. Purple (lavender) to distinguish it from potable water piping
"Disinfected tertiary recycled water must generally meet:
5 NTU maximum
a. Turbidity less than or equal to 2 NTU on a daily average with a
b. Turbidity less than or equal to 0.3 NTU at all times
c. Turbidity less than or equal to 10 NTU
d. No turbidity requirement",Answer: a. Turbidity less than or equal to 2 NTU on a daily average with a
"Total coliform limits for disinfected tertiary recycled water are
typically:
a. A 7-day median of not more than 2.2 MPN/100 mL
b. A 7-day median of not more than 23 MPN/100 mL
c. No coliform limit
d. Based only on E. coli",Answer: a. A 7-day median of not more than 2.2 MPN/100 mL
"Recycled water impoundments must:
access, as required
a. Be posted with appropriate signs and controlled to limit public
b. Be accessible for swimming
c. Be treated as potable storage
d. Have no special requirements",Answer: a. Be posted with appropriate signs and controlled to limit public
"Title 22 prohibits recycled water from being used for:
a. Direct human consumption
b. Landscape irrigation
c. Industrial cooling
d. Toilet flushing in dual-plumbed buildings",Answer: a. Direct human consumption
"Under California Title 22, which treatment barrier in an MF–RO–UV
AOP train provides the greatest pathogen log removal credit?
a. Reverse Osmosis (RO)
b. Microfiltration (MF)
c. UV disinfection alone
d. GAC adsorption",Answer: a. Reverse Osmosis (RO)
"Title 22 requires continuous monitoring of which parameter at a
Critical Control Point (CCP)?
credit
a. The performance criteria directly associated with log removal
b. Influent temperature
c. Finished water alkalinity
d. GAC bed depth",Answer: a. The performance criteria directly associated with log removal
"Under Title 22, which of the following must be included in an
Engineering Report for potable reuse?
redundancy
a. Description of treatment barriers and demonstration of
b. Detailed architectural drawings
c. Staffing schedules for operators
d. HVAC load calculations",Answer: a. Description of treatment barriers and demonstration of
"Title 22 requires RO to remove a minimum of:
a. 2.0-log virus credit (as part of pathogen LRV requirements)
b. 0.5-log Giardia
c. 1.0-log Cryptosporidium
d. 10-log TOC",Answer: a. 2.0-log virus credit (as part of pathogen LRV requirements)
"Which Title 22 requirement ensures barriers are functioning
correctly in real time?
a. Monitoring of surrogate parameters linked to pathogen LRVs
b. Weekly visual inspections
c. Quarterly bacteriological sampling
d. Annual membrane autopsies",Answer: a. Monitoring of surrogate parameters linked to pathogen LRVs
"Under Title 22, a UV reactor must be validated to demonstrate:
conditions
a. Delivered RED (Reduction Equivalent Dose) under worst-case
b. Maximum lamp temperature
c. Exact pathogen concentration in the influent
d. Ability to produce hydroxyl radicals without peroxide",Answer: a. Delivered RED (Reduction Equivalent Dose) under worst-case
"Title 22 requires that RO permeate salinity be monitored because:
chemical removal performance
a. Increased salt passage can indicate loss of microbial and
b. It ensures GAC bed contact time is adequate
c. It determines the need for chloramination
d. It controls UVT in MF systems",Answer: a. Increased salt passage can indicate loss of microbial and
"In a potable reuse facility, Title 22 requires that the MF/UF
integrity test demonstrate:
a. No breach allowing pathogen passage
b. That TMP is below 2 psi
c. That chlorine demand is satisfied
d. That TDS is within specification",Answer: a. No breach allowing pathogen passage
"Title 22 defines a Critical Control Point (CCP) as: *a. A treatment
step essential for achieving pathogen log removal requirements
b. A sampling point after the clearwell
c. A maintenance location for chemical pumps
d. Any point where SCADA displays a parameter",Answer: (not marked)
"Under Title 22, which of the following is required for process
reliability?
a. Redundant monitoring and alarms for critical barriers
b. Full-time onsite engineer
c. Three independent power feeds
d. Manual chart recorders",Answer: a. Redundant monitoring and alarms for critical barriers
"Under Title 22 potable reuse criteria, MF/UF provides which minimum
LRV credit? *a. 2.5-log virus credit (when integrity-tested)
b. 0.1-log for all pathogens
c. 10-log Cryptosporidium
d. No credit is allowed",Answer: (not marked)
"According to Title 22, which parameter must be continuously
monitored for UV disinfection?
a. UV intensity or validated surrogate parameter
b. Permeate alkalinity
c. Free chlorine residual
d. GAC effluent TOC",Answer: a. UV intensity or validated surrogate parameter
"Title 22 requires storage retention time for:
trains
a. Ensuring adequate disinfectant contact time in potable reuse
b. Allowing temperature equalization before RO
c. Ensuring GAC contact time is >10 minutes
d. Adjusting pH naturally",Answer: a. Ensuring adequate disinfectant contact time in potable reuse
"Under Title 22, treatment processes must collectively achieve:
a. Specified LRVs for virus, Giardia, and Cryptosporidium
b. 100 c. Removal of all dissolved organics
d. Zero nitrate residual","Answer: a. Specified LRVs for virus, Giardia, and Cryptosporidium"
"In Title 22, the “performance target” refers to:
a. The required treatment effectiveness to achieve regulatory LRVs
b. The electrical efficiency of UV lamps
c. The return-on-investment for the facility
d. The operator shift schedule",Answer: a. The required treatment effectiveness to achieve regulatory LRVs
"Title 22 requires that SCADA alarms:
a. Notify operators of CCP deviations immediately
b. Be reviewed annually only
c. Trigger shutdowns after 24 hours
d. Only monitor chemical feed pumps",Answer: a. Notify operators of CCP deviations immediately
"In Title 22 potable reuse, which sample is required to verify
disinfection and oxidation performance?
conductivity)
a. Online surrogate measurements (e.g., UV intensity,
b. Monthly pathogen enumeration by culture
c. Annual virus spike challenge tests
d. Manual jar testing","Answer: a. Online surrogate measurements (e.g., UV intensity,"
"What is the Title 22 requirement if an MF/UF system fails a
pressure decay test?
restored
a. The barrier must be removed from service until integrity is
b. Increase backwash frequency
c. Reduce feed temperature
d. Increase RO pressure",Answer: a. The barrier must be removed from service until integrity is
"Title 22 requires that UV reactors be validated primarily to
ensure:
a. They deliver the required dose for pathogen inactivation
b. They maintain temperature <25°C
c. Lamp sleeves remain clear
d. GAC achieves required LRVs",Answer: a. They deliver the required dose for pathogen inactivation
"Under Title 22 potable reuse criteria, RO is required primarily
because:
emerging concern (CECs), and salts
a. It provides significant removal of viruses, chemicals of
b. It reduces pH to ideal levels
c. It forms chloramines
d. It maximizes silica solubility","Answer: a. It provides significant removal of viruses, chemicals of"
