Front,Back
"In RO pretreatment, the most effective method to prevent colloidal
fouling is:
a. Reducing SDI (Silt Density Index) below acceptable limits
b. Adding sodium hypochlorite upstream
c. Lowering alkalinity
d. Operating at high pH",Answer: a. Reducing SDI (Silt Density Index) below acceptable limits
"Which phenomenon increases salt passage at constant TMP?
a. Membrane oxidation or damage
b. Improved mass transfer
c. Reduced concentration polarization
d. Increased feed temperature",Answer: a. Membrane oxidation or damage
"High permeate backpressure in RO results in:
a. Reduced permeate flux and potential membrane damage
b. Increased recovery
c. Decreased scaling potential
d. Lower salt passage",Answer: a. Reduced permeate flux and potential membrane damage
"Silica fouling is most likely to occur when:
design
a. Silica concentration is high and recovery increases beyond
b. pH is very low
c. Temperature decreases
d. Chlorine residual is high",Answer: a. Silica concentration is high and recovery increases beyond
"What is the primary effect of scaling on RO performance?
a. Increased TMP and reduced permeate flow
b. Reduced salt passage
c. Increased recovery
d. Improved flux stability",Answer: a. Increased TMP and reduced permeate flow
"In RO, which cleaning chemical is most appropriate for removing
calcium carbonate scale?
a. Sodium hydroxide.
b. Surfactant solution.
c. Acid solution (e.g., citric or hydrochloric acid).
d. Sodium hypochlorite.","Answer: c. Acid solution (e.g., citric or hydrochloric acid)."
"An RO system operates at a design flux of 15 GFD (gallons per square
foot per day). If the total membrane area is 40,000 ft² and the
recovery is 80%, what is the total permeate flow rate in GPM?
a. 417 GPM
b. 333 GPM
c. 521 GPM
d. 600 GPM",Answer: a. 417 GPM
"A Reverse Osmosis (RO) system is experiencing a rapid and sustained
increase in TMP while permeate quality remains high and feed pH is
unchanged. What is the most likely cause?
a. Membrane integrity loss due to a tear or hole.
b. Irreversible organic fouling on the membrane surface.
c. A significant increase in feedwater temperature.
d. Failure of the antiscalant chemical feed pump.",Answer: b. Irreversible organic fouling on the membrane surface.
"In an operating RO system, the salt passage is 5%. If the feedwater
TDS is 1000 mg/L, what is the expected permeate TDS?
a. 5 mg/L
b. 50 mg/L
c. 95 mg/L
d. 100 mg/L",Answer: b. 50 mg/L
"In RO operations, which parameter is most directly affected by
changes in feedwater temperature?
a. Permeate TDS
b. Membrane surface charge
c. Permeate flux
d. Concentrate pH",Answer: c. Permeate flux
"What is the most likely cause of a sudden drop in RO permeate
quality without a corresponding change in TMP?
a. Organic fouling on the membrane surface
b. Membrane damage leading to compromised salt rejection
c. Reduced antiscalant dosing
d. Decrease in feed flow rate",Answer: b. Membrane damage leading to compromised salt rejection
"A plant observes an increase in differential pressure only in the RO
lead stage. What is the most likely cause?
first stage
a. Scaling occurring in the tail elements
b. Accumulation of suspended solids or biological growth in the
c. Excessive permeate backpressure affecting all stages equally
d. A drop in upstream caustic feed causing pH changes",Answer: b. Accumulation of suspended solids or biological growth in the
"Which statement best describes the role of the concentrate
minimization step in an AWT facility?
further treatment.
a. It increases permeate production by adding RO stages.
b. It reduces the volume of RO concentrate requiring disposal or
c. It provides additional disinfection credit under Title 22.
d. It prevents scaling in upstream MF units.",Answer: b. It reduces the volume of RO concentrate requiring disposal or
"A decrease in RO permeate flow together with an increase in salt
passage most likely indicates:
a. Organic fouling only
b. Scaling only
c. Membrane compaction or irreversible degradation
d. A failure in the concentrate control valve",Answer: c. Membrane compaction or irreversible degradation
"Which condition most strongly promotes calcium carbonate scaling in
RO systems?
a. Low feedwater alkalinity
b. Decreasing feedwater pH
c. Increasing pH in the concentrate stream
d. Higher feed temperature",Answer: c. Increasing pH in the concentrate stream
"During operation of an RO system, permeate backpressure increases
significantly. What is the expected effect?
a. Increases permeate flux
b. Decreases permeate flux and may damage membranes
c. Decreases concentrate pressure
d. Eliminates antiscalant requirements",Answer: b. Decreases permeate flux and may damage membranes
"In RO concentrate management, which method is considered a
volume-reduction technology rather than a disposal method?
a. Deep-well injection
b. Ocean discharge under NPDES permit
c. Brine concentrators or evaporators
d. Land application for irrigation",Answer: c. Brine concentrators or evaporators
"When operating an RO system, which factor most strongly influences
scaling potential in the concentrate stream?
a. Membrane age
b. Permeate recovery rate
c. Concentration factor of sparingly soluble ions
d. Temperature correction factor (TCF)",Answer: c. Concentration factor of sparingly soluble ions
"What is the primary operational purpose of conducting a
clean-in-place (CIP) on an RO system?
a. To restore RO permeate salinity to its theoretical minimum
b. To remove accumulated foulants and restore flux and efficiency
c. To reduce antiscalant demand
d. To disinfect downstream pipelines",Answer: b. To remove accumulated foulants and restore flux and efficiency
"In RO pretreatment, which method is most effective at preventing
biological fouling of membranes?
a. Increasing pH above 9.0
b. Using high-dose polymeric coagulant
c. Maintaining a consistent disinfectant residual upstream of MF/UF
d. Reducing feed temperature",Answer: c. Maintaining a consistent disinfectant residual upstream of MF/UF
"In UV AOP systems, an RO–UV train often shows increased UVT after
RO. What is the primary reason?
a. RO increases the concentration of NOM
b. MF removes all dissolved organics
c. RO removes DOC and chromophores that absorb UV light
d. UVT is independent of dissolved organic matter",Answer: c. RO removes DOC and chromophores that absorb UV light
"In RO systems, which operational parameter is most directly
influenced by feed TDS?
a. pH
b. Temperature
c. Osmotic pressure
d. Alkalinity",Answer: c. Osmotic pressure
"A plant observes that RO recovery has dropped while TMP remains
stable. What is the most likely cause?
a. Organic fouling
b. Scaling on the concentrate side
c. Permeate flow control valve restriction or instrumentation error
d. Sudden increase in feed salinity",Answer: c. Permeate flow control valve restriction or instrumentation error
"In RO systems, elevated feedwater temperature generally:
a. Increases permeate TDS
b. Increases permeate flux due to lower viscosity
c. Increases scaling tendency
d. Increases membrane compaction",Answer: b. Increases permeate flux due to lower viscosity
"Which operational condition most contributes to colloidal fouling in
RO systems?
a. High feed temperature
b. High silt density index (SDI) in the pretreatment filtrate
c. Low alkalinity
d. Low recovery operation",Answer: b. High silt density index (SDI) in the pretreatment filtrate
"A sudden increase in RO feed pressure while maintaining constant
recovery most likely indicates:
a. Scaling in the tail elements
b. Increased membrane fouling requiring higher operating pressure
c. Membrane compaction
d. Reduced concentrate backpressure",Answer: b. Increased membrane fouling requiring higher operating pressure
"A utility observes an unexpected increase in permeate conductivity
while permeate flow remains normal. What is the most likely cause?
a. Scaling in the concentrate stage
b. Membrane surface damage or loss of rejection
c. Low temperature reducing flux
d. Backpressure on the concentrate line",Answer: b. Membrane surface damage or loss of rejection
"Which cleaning chemistry is most appropriate for removing organic
biofouling?
a. Citric acid
b. Hydrochloric acid
c. High-pH cleaners with surfactants
d. Sodium bisulfite",Answer: c. High-pH cleaners with surfactants
"What is the primary reason to maintain minimum velocity in RO feed
channels?
a. To reduce permeate TDS
b. To minimize particulate settling and biofilm formation
c. To increase osmotic pressure
d. To reduce energy consumption",Answer: b. To minimize particulate settling and biofilm formation
"In an MF–RO–UV AOP treatment train, which barrier provides the
greatest removal of dissolved inorganic constituents?
a. UV AOP
b. GAC adsorption
c. Reverse Osmosis (RO)
d. Microfiltration (MF)",Answer: c. Reverse Osmosis (RO)
"In an MF–RO–UV AOP train, the primary pathogen removal barrier is:
a. MF
b. UV AOP
c. RO
d. GAC",Answer: c. RO
"In RO operations, which condition most increases the potential for
silica scaling?
a. Low feed temperature
b. High pH in the feed stream
c. High silica concentration combined with high recovery
d. High free chlorine residual",Answer: c. High silica concentration combined with high recovery
"RO energy consumption is most directly influenced by:
a. Permeate temperature
b. Feed pressure required to overcome osmotic pressure
c. Free chlorine concentration
d. Permeate pH",Answer: b. Feed pressure required to overcome osmotic pressure
"A potable reuse system uses RO followed by UV AOP. Which parameter
must be minimized to ensure efficient hydroxyl radical generation?
a. Dissolved oxygen.
b. Hardness.
c. Radical scavengers such as bicarbonate and carbonate.
d. Silica concentration.",Answer: c. Radical scavengers such as bicarbonate and carbonate.
"In RO operations, normalized permeate flow (NPF) is used to:
temperature and pressure changes.
a. Measure membrane compaction only.
b. Track changes in salt passage.
c. Compare membrane performance over time independent of
d. Control chloramine dose automatically.",Answer: c. Compare membrane performance over time independent of
"What is the primary purpose of decarbonation after RO treatment?
a. Increase corrosion control.
b. Strip dissolved CO₂ to increase permeate pH and stabilize water.
c. Reduce nitrate concentration.
d. Improve UVT for downstream UV disinfection.",Answer: b. Strip dissolved CO₂ to increase permeate pH and stabilize water.
"In RO systems, which factor most increases energy demand?
a. High-temperature feedwater.
b. Increased osmotic pressure due to higher feed TDS.
c. Reduced concentrate flow.
d. Lower feed pH.",Answer: b. Increased osmotic pressure due to higher feed TDS.
"In RO pretreatment, coagulation is sometimes used to:
a. Increase permeate flux.
b. Reduce colloidal and particulate loading on MF or UF systems.
c. Decrease TMP in RO.
d. Prevent membrane compaction.",Answer: b. Reduce colloidal and particulate loading on MF or UF systems.
