Front,Back
"A standard operating procedure (SOP) is:
safely and consistently
a. A written, step-by-step description of how to perform a task
b. A summary of regulations
c. A financial report
d. A computer program","Answer: a. A written, step-by-step description of how to perform a task"
"An interlock in a control system is used to:
a. Prevent equipment from operating under unsafe conditions
b. Increase flow automatically during peak demand
c. Adjust pH continuously
d. Replace the need for alarms",Answer: a. Prevent equipment from operating under unsafe conditions
"A confined space hazard in advanced treatment facilities could
include:
a. Low oxygen levels or toxic gas accumulation in tanks or vaults
b. High turbidity in the effluent
c. Elevated pH levels in the lab
d. High THM concentrations at the tap",Answer: a. Low oxygen levels or toxic gas accumulation in tanks or vaults
"The purpose of personal protective equipment (PPE) is to:
a. Reduce exposure to physical, chemical, and biological hazards
b. Replace the need for engineering controls
c. Allow work without training
d. Satisfy only insurance requirements","Answer: a. Reduce exposure to physical, chemical, and biological hazards"
"Which of the following conditions is most critical for achieving
maximum TOC removal during Enhanced Coagulation for DBP control?
a. Maintaining a pH of 8.5 or higher.
b. Operating the process at a pH lower than the conventional operating range.
c. Using a non-ionic polymer as a sole coagulant aid.
d. Pre-oxidizing with a strong oxidant like KMnO₄ before coagulation.",Answer: b. Operating the process at a pH lower than the conventional operating range.
"In the context of corrosion control, a water quality analysis yields a Langelier Saturation Index (LSI) of +0. What is the appropriate operational interpretation of this result?
a. The water is extremely aggressive and will quickly dissolve pipe material.
b. The water is moderately scale-forming and is saturated with calcium carbonate.
c. The water is perfectly balanced and is neither scaling nor corrosive.
d. The water lacks the necessary disinfectant residual to prevent bacterial growth.",Answer: b. The water is moderately scale-forming and is saturated with calcium carbonate.
"When operating a GAC contactor for PFAS removal, what operational metric indicates that the carbon bed is nearing exhaustion?
a. A sudden increase in the head loss across the GAC bed.
b. The measured PFAS concentration in the GAC effluent is approaching the regulatory MCL.
c. A measured decrease in the temperature of the water exiting the contactor.
d. An increase in the total amount of backwash water required per cycle.",Answer: b. The measured PFAS concentration in the GAC effluent is approaching the regulatory MCL.
"What is the primary purpose of maintaining a stable pH in
coagulation processes?
a. To improve filter backwash efficiency.
b. To maximize disinfection by-product (DBP) formation.
c. To optimize coagulant hydrolysis and charge neutralization.
d. To prevent corrosion in distribution pipelines.",Answer: c. To optimize coagulant hydrolysis and charge neutralization.
"In RO pretreatment, coagulation is sometimes used to:
a. Increase permeate flux.
b. Reduce colloidal and particulate loading on MF or UF systems.
c. Decrease TMP in RO.
d. Prevent membrane compaction.",Answer: b. Reduce colloidal and particulate loading on MF or UF systems.
"Which parameter is most useful for characterizing natural organic
matter (NOM) reactivity in drinking water?
a. Permeate turbidity.
b. pH.
c. SUVA (Specific Ultraviolet Absorbance).
d. Hardness.",Answer: c. SUVA (Specific Ultraviolet Absorbance).
"Which factor most affects the adsorption capacity of GAC for organic
micro-pollutants?
a. Water temperature.
b. pH below 5.0.
c. GAC pore structure and surface area.
d. Hardness concentration.",Answer: c. GAC pore structure and surface area.
"A potable reuse system blends RO permeate with treated non-RO water.
What is the primary purpose of this blending?
targets.
a. To reduce DBP formation.
b. To reduce RO membrane fouling.
c. To stabilize water chemistry and meet mineral/alkalinity
d. To increase UV dose effectiveness.",Answer: c. To stabilize water chemistry and meet mineral/alkalinity
"Which factor most strongly increases the formation of nitrosamines
during chloramination?
a. Low ammonia levels.
b. High chlorine-to-ammonia ratio.
c. High organic nitrogen concentration.
d. Low water temperature.",Answer: c. High organic nitrogen concentration.
"What is the primary purpose of decarbonation after RO treatment?
a. Increase corrosion control.
b. Strip dissolved CO₂ to increase permeate pH and stabilize water.
c. Reduce nitrate concentration.
d. Improve UVT for downstream UV disinfection.",Answer: b. Strip dissolved CO₂ to increase permeate pH and stabilize water.
"In GAC systems, adsorption capacity decreases significantly when:
a. Water temperature increases.
b. Competing organic compounds occupy adsorption sites.
c. Turbidity is below 0.1 NTU.
d. Dissolved oxygen increases.",Answer: b. Competing organic compounds occupy adsorption sites.
