Front,Back
"An employee ls caught in a room where ch1orine gas is leaking. He has no SCBA, he should out of the room holding breath.
a. lay down on the floor and quickly crawl out of the room
b. walk out of the room quickly
c. pull shirt over mouth and face and quickly walk out of the room
d. keep mouth closed, head as high as possible, and quickly walk","d. keep mouth closed, head as high as possible, and quickly walk"
"It is essential to ventilate a vault before entry in order to
a. Remove exçessive moisture
b. Equalize temperature and pressure
c. Eliminate foul odors
d. Remove dangerous gasses",d. Remove dangerous gasses
"A portable ladder must extend at least feet above the upper surface of an excavated trench.
a. 1
b. 3
c. 4
d. 4.5",b. 3
"A trench must be shored if it is feet deep or more.
a. 3
b. 4
c. 5
d. 6",c. 5
"When employees are working in a trench 4 ft deep or more, an adequate means of exit, such as a ladder or steps, must be located no more than -------- ft away from them.
a. 5
b. 10
c. 25
d. 40",c. 25
"What should a supervisor do if an employee is performing work in an unsafe manner? performance appraisal work safely unsafely
a. Discuss the incident with the employee clnriug the next
b. Stop the work immediately and train the employee to perform the
c. Call OSHA immediately to investigate the incident.
d. Give the employee a written warning that the work was performed",b. Stop the work immediately and train the employee to perform the
"Water treatment personnel should only use self-contained breathing apparatus equipment that has been approved by (NIOSH).
a. the Occupational Safety and Health Administration (OSHA).
b. their state’s Department of Public Health.
c. the National Institute of Occupational Safety and Health
d. the American Standards and Testing Methods.",c. the National Institute of Occupational Safety and Health
"If a substantial chlorine leak incident occurs, which agency should be called for actual hands-on assistance?
a. The Occupational Safety and Health Administration (OSHA)
b. The Chemical Transportation Emergency Center
c. The Transportation Emergency Institute
d. The Chlorine Institute",b. The Chemical Transportation Emergency Center
"In regards to safety, wet activated carbon will remove which from the air?
a. Organic gases and hydrogen sulfide
b. Oxygen
c. Carbon dioxide
d. Carbon monoxide",b. Oxygen
"An employee’s average airborne exposure in any 8-hour shift in a 40-hour workweek that should not be exceeded is called
a. Short Term Exposure Limit (STEL).
b. Time-Weighted Average (TWA).
c. Threshold Limit Value (TLV).
d. Recommended Exposure Limits (REL).",b. Time-Weighted Average (TWA).
"Sites are required to do a site assessment under the process safety management (PSM) regulations (OSHA) if the facility in a single process has more than how many pounds of chlorine?
a. 1, 000lb
b. 1, 500lb
c. 2, 000lb
d. 4, 000lb","b. 1, 500lb"
"Which statement concerning contact with chlorine is true? then neutralize with appropriate electrolytes that are safe for the eyes chlorine, as it usually leads to excited behavior chlorine came in contact with pulmonary edema
a. If chlorine contacts the eyes, flush for 15 minutes with water,
b. Flush the eyes and give a sedative to the person that contacted
c. Apply an appropriate ointment to the area of the skin that liquid
d. Chlorine inhalation may lead to delayed reactions such as",d. Chlorine inhalation may lead to delayed reactions such as
"Which gas is commonly called swamp gas?
a. Hydrogen sulfide
b. Methane
c. Carbon monoxide
d. Radon",b. Methane
"Self-contained breathing apparatus (SCBA) units the wearer to leave the contaminated site. location, but two units should be stored in the chlorine feed room and two in the chlorine room. their cases.
a. are very different than the units used by SCUBA divers.
b. are fitted with a low-air-pressure alarm that sounds, alerting
c. should not be stored in storage rooms far away from the chlorine
d. should have all straps rolled up so they can properly fit in",d. should have all straps rolled up so they can properly fit in
"In permit entry confined space, who is responsible for knowing the behavioral effects of exposure?
a. Authorized entrant, entry supervisor and the standby attendant
b. Entry supervisor and authorized attendant
c. Authorized attendant
d. Standby attendant",c. Authorized attendant
"Which is the highest recommended stacking height for bags of powdered activated carbon and granular activated carbon?
a. 5 ft
b. 6 ft
c. 8 ft
d. 10 ft",b. 6 ft
"Which national law authorizes the government to clean up contaminants from hazardous waste sites or contaminants caused by chemical spills that could possibly threaten the environment? Liability Act (Superfund)
a. The Toxic Substances Control Act (TSCA)
b. The Comprehensive Environmental Response, Compensation, and
c. The Resource Conservation and Recovery Act (RCRA)
d. The Safe Drinking Water Act","b. The Comprehensive Environmental Response, Compensation, and"
"During a pumping test for a public water supply well, which must be held constant?
a. The pumping water level
b. The pump’s amperage
c. The drawdown
d. The pumping rate",d. The pumping rate
"Which type of wells are commonly used near the shore of a lake or near a river?
a. Monitoring wells
b. Bedrock wells
c. Gravel wall wells
d. Radial wells",d. Radial wells
"Chemical splash goggles (no face shield) are required PPE when working with potential exposure to 3 to 20 % sodium hypochlorite solutions at temperatures below 100Deg. F only when
a. handling the material.
b. an initial line break occurs.
c. inspecting the dome and no product is flowing.
d. loading that is remotely activated.",c. inspecting the dome and no product is flowing.
"In permit entry confined space, who is responsible for knowing the conditions within that confined space?
a. Standby attendant
b. Entry supervisor
c. Authorized entrant
d. Authorized attendant",b. Entry supervisor
"Introducing water into a strange tank containing ammonia vapors can cause
a. a rapid exothermic reaction.
b. a rapid endothermic reaction.
c. the tank to collapse.
d. an explosion.",c. the tank to collapse.
"The IDLH (Immediately Dangerous to Life and Health) represents the maximum concentration from which, if respiratory equipment failed, one could not escape within without a respirator and without experiencing any escape impairing or irreversible health effects.
a. 10 minutes
b. 20 minutes
c. 30 minutes
d. 60 minutes",c. 30 minutes
"Gaseous ammonia may be fatal when it reaches levels of
a. 400 to 700 ppm.
b. 800 to 1,100 ppm.
c. 1,100 to 1,700 ppm.
d. 2,000 to 3,000 ppm.","d. 2,000 to 3,000 ppm."
"Which mixture may be produced if ammonia hydroxide is accidentally unloaded into a sodium hypochlorite tank?
a. Cyanide
b. Strychnine
c. An explosive mixture of nitrogen trichloride
d. An explosive mixture of nitroglycerin",c. An explosive mixture of nitrogen trichloride
"Which national law regulates the storage, transportation, treatment, and disposal of solid and hazardous wastes? Liability Act (Superfund)
a. The Toxic Substances Control Act (TSCA)
b. The Comprehensive Environmental Response, Compensation, and
c. The Resource Conservation and Recovery Act (RCRA)
d. The Safe Drinking Water Act",c. The Resource Conservation and Recovery Act (RCRA)
"Sites using chlorine in a single process are required by the US Environmental Protection Agency to write a risk management plan (RMP), if chlorine exceeds
a. 2,000 lb.
b. 2, 500lb.
c. 4, 000lb.
d. 6, 000lb.","b. 2, 500lb."
"Which plan is a mutual aid program for chlorine incidents that occur during transportation or at user locations?
a. North American Chlorine Emergency Plan
b. Chemical Transportation Emergency Plan
c. Chlorine Institute Plan
d. Transportation Emergency Assistance Plan",a. North American Chlorine Emergency Plan
"What is the only type of self-contained breathing apparatus that should be used at water plants?
a. Negative–pressure
b. Zero-pressure
c. Positive-pressure
d. Air-pressure",c. Positive-pressure
"First aid for first-degree bums is to
a. Bandage tightly
b. Cover liberally with salve
c. Pack in ice
d. Submerge the burned area in cold water
e. All of the above",d. Submerge the burned area in cold water
"What information must be on a warning tag attached to a locked-out switch? remove it
a. Directions for removing the tag
b. Name of the nearest physician to call in case of an emergency
c. Signature of the person who locked out the switch and who will
d. Time to unlock the switch
e. None of the above",c. Signature of the person who locked out the switch and who will
"During hot summer months, operators performing outdoor maintenance are at risk of heat stress. Which measure is most effective in preventing heat-related illness?
a. Provide electrolyte beverages and schedule frequent rest breaks
b. Use only cotton uniforms instead of coveralls
c. Allow workers to self-monitor for symptoms
d. Shorten the work shift by 30 minutes",a. Provide electrolyte beverages and schedule frequent rest breaks
