Front,Back
"What is superchlorination?","Applying a high chlorine dose to achieve rapid disinfection, followed by dechlorination."
"Why is pH adjustment sometimes done before disinfection?","To optimize chlorine effectiveness and minimize DBP formation."
"What is emergency dechlorination?","Using chemicals like sodium thiosulfate to neutralize chlorine in spills or overfeeds."
"Why is disinfection important in distribution systems?","To protect against microbial contamination from leaks, cross-connections, or regrowth."
"What is residual decay?","The natural reduction of disinfectant concentration over time due to reactions and system conditions."
"What is free available chlorine (FAC)?","The portion of chlorine present as HOCl and OCl- that is effective for disinfection."
"Why is temperature important in disinfection?","Colder water slows reaction rates, requiring higher doses or longer contact times."
"What is the Stage 1 DBPR?","EPA rule setting limits for TTHMs and HAA5 to control DBPs."
"What is the Stage 2 DBPR?","EPA rule requiring monitoring at locations with highest DBP risk using LRAA compliance."
“Sodium hypochlorite is:”,”A compound that can be purchased in liquid solution and can be used for disinfection.”
“After all chlorine demands have been met, what is the remaining chlorine called?”,”Residual”
“Because chlorine residual is related to the ph of the water, it may be said that”,"A higher ph requires a higher chlorine residual”
“Chlorine demand increases when \rule{1.5cm}{0.5pt} increases:”,”Organic matter”
“Which of the following best describes chlorine demand?”,”The difference between the amount of chlorine added and the amount of residual chlorine after a given contact time”
“Fusible plugs on chlorine cylinders are designed to melt at between:”,”157 F - 162 F”
“A chlorine leak may be detected with”,"ammonia”
“The IDLH for chlorine is?”,”10 ppm”
“Chlorine demand is satisfied at the point when”
The reaction of chlorine with organic and inorganic materials stops”
“You increase chlorine dose setting on your chlorinator and the chlorine residual drops. Customers start calling in complaining of a chlorine taste in water. What should you do?”,”Increase chlorine dose”
“Which form of hypochlorite is the most dangerous to handle?”,”Calcium”
“Chlorine is most effective at a PH between?”,”6.5-7.5”
“Where should sodium hypochlorite (liquid bleach) be stored?”,”Away from equipment that is susceptible to corrosion”
“Residual chlorine refers to:”,”The amount of free chlorine remaining in chlorinated water after a selected contact time”
“What safety procedure should an operator always follow when mixing a solution of sodium hypochlorite and fresh water?”,”Wear goggles and gloves when handling hypochlorite”
“Chlorine is very corrosive when combined with:”,”Moisture”
“Chloramines are formed by the addition of chlorine and:”,”Ammonia”
“One volume of liquid chlorine confined in a chlorine cylinder under pressure will yield about how much gaseous chlorine?”,”460”
“Chlorine gas is heavier than air by:”,”2.5 times”
“Chlorine gas and water form which two acids?”,”Hypochlorous and hydrochloric”
“What is the proper emergency kit for 150 pound cylinder?”,”"A" kit”
“Chlorine gas is drawn into a flow of water at the chlorinator through a”
Eductor”
“What is back siphonage?”,”Backflow caused by negative pressure”
“What determines the type of cross-connection used?”,”Degree of hazard”
“The most important us of chlorine in water treatment is?”,”A disinfectant”
“All chlorine cylinders are required to contain at least one fusible metal safety device designed to melt between “
158-165 F”
“One volume of liquid chlorine in a cylinder under pressure will yield about how many volumes of gaseous chlorine?”,”460”
“The difference between the amount of chlorine added to water and the amount of residual chlorine remaining at the end of a specified contact time is known as?”,”Chlorine demand”
“Indianas regulations concerning drinking water can be found where?”,”327 IAC section 8”
“What is most commonly used by an operator to test for residual chlorine?”,”DPD colorimetric test”
“As water temperatures increases, the disinfection action of chlorine will?”,”Increase”
“What is the name of the process where chlorine is added to water until the chlorine demand has been satisfied?”,”Breakpoint chlorination”
“A hypo chlorinator is used to?”,”Feed a liquid chlorine solution into a water supply”
“When making or breaking a chlorine gas connection, the lead gasket should be?”,”Thrown away each time and replaced regardless of its condition”
“What is the process of adding chlorine to water until the chlorine demand has been satisfied called?”,”Breakpoint chlorination”
“As water temperature increases, the disinfection action of chlorine will?”,”Increase”
“Killing of all the pathogenic organisms in water treatment is called?”,”Sterilization”
“A chlorine cylinder valve is thought to be leaking if ammonia vapor is passed near the valve, the presence of a leak would be indicated by”,”White smoke.”
“A water main should be disinfected”,”After the pipe is laid in place.”
“Chlorine is very corrosive when combined with”,”Water or moisture.”
“Chloramines are formed by the addition of chlorine and”,”Ammonia.”
“Gas chlorinators, when operated at a high rate of withdrawal from the chlorine cylinder, can result in”,”Ice formation on the chlorine cylinder.”
“The purpose and practicing breakpoint chlorination is to”,”Produce a free chlorine residual, which is an effective disinfectant.”
“All chlorine cylinders are required to contain at least one fusable metal safety device design to melt at between”,”158-168 Fahrenheit.”
“Trihalomethans are formed when”,”Chlorine reacts with humic and fulvic acids in water.”
