Front,Back
"The most severe symptoms of fluorosis is teeth that ______,Show signs of pitting."
"To ensure that operating parameters are effectively monitored during aeration, surface water should be sampled and tested","To the extent required to detect and evaluate all significant changes in water quality."
"In plant sampling points following filtration are normally selected to monitor for ______","Bacteria and turbidity removal."
"The chemical formula for ferric oxide is ______","Fe2O3"
"Sedimentation is improved by ______","Uniform, horizontal, low velocity flow across the basin ."
"When calculating carbonate hardness, the following would be included ______","Magnesium bicarbonate."
"An important reason for analyzing for raw water samples for color is ______","Because it may indicate high levels of organic compounds, which may produce Trihalomethanes upon contact with chlorine."
"Objectives for preventive maintenance program include","Reduce emergency repairs and maintenance."
"Treatment plant operators should ______","Having some knowledge of the health effects associated with fluoridation"
"Baffles are installed downstream of the basin inlet to ______,Reduce velocity."
"Two chemical contaminants with maximum contaminant levels that are regulated in the community and noncommunity systems are nitrates and","Turbidity."
"If static pressure in a water system is too high, the remedy is to ______",Install pressure reducing valves."
"The main purpose of flocculation is to ______","Bring together microfloc particles."
"Solids contact basins and sludge blanket clarifiers are also called,Upflow clarifiers."
"Two operating problems commonly associated with screening facilities are,Clogging and corrosion."
"The purpose of the completed test using the multiple tube fermentation method is to,Verify the presence of coliform bacteria."
"If the pH is being raised slightly beyond the saturation point to prevent corrosion in the distribution system, then chlorination dosages may need to be,Increased."
"The type of Aerator most effective in removing dissolved gases is the,Draft."
"The term volatile can best be defined as,Turning to vapor easily."
"Problems with pinpoint floc can often be corrected by,Adding a weighting agent."
"The purpose of the confirmed test using the multiple-tube fermentation method is to,Increase the certainty that coliform bacteria are present."
"One characteristic of activated carbon that enhances its use in the adsorption process is its,Large pore structure."
"What metallic element should be monitored for when using caustic soda for corrosion control?","Sodium."
"When operating a surface water treatment plant, which of the following laboratory tests is of most significance for establishing chemical dosages for coagulating water?","PH and alkalinity."
"An example of chemical element is,Carbon."
"The process of adjusting pH just above the saturation point of calcium carbonate will,Form a protective coating on the surface of the pipes."
"An operator is caught in a room with chlorine gas is leaking. If the operator does not have a mask, what should the operator do?","Keep mouth closed, keep head as high as possible, and quickly walk out of the room, holding breath if possible."
"Fluoride chemicals, like many chemicals used in water treatment, constitute a variety of potential health hazards, but the hazard most common in handling and feeding dry fluoride compounds is,inhalation."
"The purpose of adding carbon dioxide to water after a chemical precipitation softening process is to,Restore the carbonate balance."
"Both alum and ferric sulfate are affected by","alkalinity."
"Anabaena can cause what undesirable characteristic in water?","Taste and odor."
"If maintaining pressure in a fluoride feed system is not necessary, backflow can best be prevented by,Providing an air gap."
"The SPADNS method can be used to determine the concentration of,Fluoride."
"Flow measurements for plant operations are usually taken,Somewhere near the point where the water enters the treatment plant."
"A commonly used test to monitor the influent and effluent water of a presedimentation basin is,Bacteriological count."
"The Langelier index is an indicator used to measure,Whether of water is likely to dissolve or precipitate CaCO3"
"Effectiveness of coagulation flocculation process is best measured,Using nephelometric turbidimeter"
"The removal of organic materials using activated carbon depends on,Adsorption."
"The efficiency of aeration process is primarily determined by the,Surface contact between air and water."
"The maximum safe dosage of copper sulfate depends in part on,The toxic effect on fish."
"One method to detect short circuiting problems is to,Conduct tracer studies."
"A common operating problem with fluoridation is,Fluoride concentrations below the optimum due to inadequate feed rates."
"An important operating reason for adding powdered activated carbon ahead of normal coagulation/flocculation and filtration is that,Carbon treatment should not be allowed to interfere with disinfection."
"The amount of time a sample can be stored depends on,The stability of that constituent to be tested and whether the sample can be preserved."
"If excessive media loss occurs consistently, one should,Investigate all back washing procedures."
"Sodium thiosulfate crystals are placed in bacteriological samples bottles to,Neutralize any chlorine present in the sample."
"Ferric hydroxide is,Common rust."
"Blackwater complaints are the result of,Powdered activated carbon entering the distribution system."
"If a fuse continues to blow, you should,Inspect the affected equipment to determine the cause."
"Solids contact basins are designed with baffles to,Separate the mixing and settling processes."
"If phosphate is used to sequester or suspend iron, the phosphate should be injected,Before chlorination."
"What type of treatment should be given when a well produces red water?","PH adjustment, aeration and filtration."
"Operational control flash mixing is best achieved by,Installing in line mechanical mixers."
"Dissolved oxygen, pH, and temperature can best be related to the aeration process as,Basic control tests."
"The carrying capacity of water mains is often reduced by,Tuberculation."
"Automation of a water system would provide,Constant pressure."
"If short filter runs are occurring because of high head loss, it would be advisable to,Reduce filter aid dosage."
"The fluoridation monitoring practice that is most highly recommended involves,Routinely determining the fluoride concentration in the raw and treated water."
"Usually the most desirable point of application to add powdered activated carbon is,In a raw water intake line."
"To test if a 110 V AC outlet is hot, set volt-ohm meter for,250 Volt AC."
"Iron remains in the ferrous state will,Pass through the filters."
"A sample in the presumptive test for total coliform is positive,Gas is produced within 48 hours."
"If a routine turbidity sample exceeds the maximum contaminant level, the utility should,Take a check sample within 1 hour."
"Oxidation and aeration are,Two processes for removing or modifying constituents."
"The effective pH range for hydrogen sulfide removal is,6 or less."
"If no gas is formed in the inverted vials after the first 24 hours incubation in the presumptive test,The culture must be incubated for another 24 hours."
"Occasionally some of the people on a work crew will indulge in active horse play. This should be,Stop immediately because it is likely to cause an accident."
"Overcoming problems of cold water floc can be corrected by operating the process at the best pH for that water temperature, increasing the coagulant dosage, or,Adding a weighted agents."
"A foreman's monthly report should include,Number of complaints received and investigated."
"Public notification for an acute maximum contaminant level violation in a community water system must take the form of","Mail, newspaper, and broadcast."
"Rapid-sand filters can be installed with control devices consisting of a rate-of-flow controller, loss-of-head indicator, and,On-line turbidity meter."
"Oxygen supersaturation should be avoided,Retard or prevent corrosion."
"Corrosive chemicals are usually pump with a,Diaphragm pump."
"Two chemical compounds that should never be stored together are calcium oxide and Alum."
"Routine bacteriological and chemical reports must be submitted to the appropriate regulatory agency by utility doing the testing,Within the first 10 days following the month of analysis."
"The heat generated during lime slacking,Accelerate the slaking process."
"If fluoride is added ahead of filtration,Some fluoride loss will occur."
"If dry powder activated carbon is transferred to a day tank in the form of a slurry, it is important that,The slurry be kept in suspension."
"When using diquat or endothal for the control off aquatic plants, it is important to,Determine the appropriate waiting time before water can be used."
"At least once a year a filter bed should be,Probed for gravel displacement."
"One opening has become available that would be an advancement to any one of three qualified eager employees. How should this situation be handled?","Talk to the three as a group, explain the situation, and make your selection. The Notify all personal of the change."
"The rate of galvanic corrosion depends largely on,How widely two metals are separated in the galvanic series."
"A characteristic of chemical in water,Alkalinity"
"The atomic absorption technique is used to measure,Concentration of metals."
"The number of bacteriological water samples to be taken per month for any given water system is based on,Population served."
"Head loss- turbidity, and length of filter run are each considered independently in determining","When a filter needs back washing."
"The recommended holding period, type of container, and preservation methods are the same chemical constituents","A single sample of sufficient volume maybe use for analysis."
"Modern detergents contain additives called sequestering agents that","Prevent hard water from causing problems."
"The value of filtrability test is that the test","Measures actual coagulated water in process and is not a laboratory simulation"
"One of the employees in your crew complains about having to a hard job. The proper thing to do is","Explain that all employees must do their fair share of the hard work as well as the easier tasks."
"The most significant difference between the general properties of powdered activated carbon and granular activated carbon is","Granular activated carbon is reactivated; powdered activated carbon is not."
"Persistent filter binding can be overcome","By a change in the dose of the Coagulant or Coagulant aid."
"To analytical methods used to test for coliform bacteria in water are","Multiple-tube fermentation and membrane filter methods."
"Bed life refers to","That time it takes for granular activated carbon to lose its adsorption compacity."
"Hydrofluosilicic acid comes in the form of","Liquid."
"The most common operating problem related to the use of powdered activated carbon is","Handling and storing the material."
"Increase funds for the year are limited. However, two or three outstanding new we employed individuals are grossly underpaid for their services. How should this situation be handled?","Call at staff meeting, explain the situation, and raise their salaries."
"In addition to precipitating calcium carbonate, treatment techniques can form a protective coating in the distribution system with the use of,polyphosphates."
"A maximum contaminant level is","Is allowable concentration of a particular contaminant in drinking water."
"A common requirement for the chemical storage of quick lime and soda ash is that the compounds should be stored","In a dry area."
"Pinpoint floc, fish eyes, and high turbidity in settled water are indicators of","Operating problems that require further investigation."
"The effect partially closing the discharge valve on a three-phase, induction motor-driven, centrifugal pump would be to","Cause the motor to draw less amperage."
"During the backwash cycle, the backwash rate must be high enough to","Cause the media grains to agitate violently and rub against each other."
"If sodium fluoride solution is used with water containing hardness in excess of 75 mg/L as CaCO3, it is recommended that","The make-up water be softened."
"Finished-water sample points are normally monitoring for","Bacteria, chlorine residual, and turbidity."
"A softening curve is plotted from,Jar test and testing process performance."
"At a minimum, analyses on water from granular activated carbon contractor should include the threshold odor test, analyses for the removal of any organic compounds of concern, and the,Standard plate count."
"Control tests for conventional gravity filters using granular activated carbon as a filter media,Include control tests for both the filtration and adsorption process."
"A condition that tends to increase the corrosiveness of water is,High dissolved oxygen."
"When an employee refuses to observe safety requirements because the employee ""has learned over the years that they are useless","what action should the immediate superviser take?","Initiate immediate disciplinary action."
"The system that makes use of a constant 4\% sodium fluoride solution is the","Saturate."
"A common way to handle alum sludge is to","Pump the sludge into lagoons."
"The process used to remove organic substances from depleted activated carbon is called","Reactivation."
"What condition would tend to increase the corrosiveness of the water on metals?","High dissolved carbon dioxide content."
"Dissolved less and cadmium can have harmful public health effects in the form of","Toxicity."
"If one were to select the optimum coagulation dosage on the basis of plotting jar test results, the optimum dosage would probably be","At some level beyond which there would be little additional turbidity removal without considerable additional cost for chemicals."
"If fluoride feed equipment is equipped with a continuous analyzer automatically adjusts the feed rate, it is good practice to","Test samples routinely to verify the accuracy of the analyzer."
"Alkalinity, pH, water temperature, turbidity, and mixing action are all","Factors that can affect good floc formation."
"Test results from sampling immediately after aeration should show that there has been a reduction in","Dissolved gases."
"It is recommended that nephelometric turbidimeters be used to monitor filtered water because","They are sensitive to turbidity levels below 1 NTU."
"A change in treatment operations following chemical application for the control of algae would probably include","Decreases in Coagulant dosage."
"The primary feature of solids-contact process is one in which","Coagulation, flocculation, and sedimentation are combined into one treatment unit."
"The influent into the treatment plant had high color and a turbidity of 0.05 NTU. Improved flocculation can usually be achieved by","Adding bentonite clay at flash mixer."
"The concentration of organics chemicals in water it's usually determined by using,A gas chromatograph."
"To properly train a new employee, you should","Pace carefully the amount of new material you him to learn."
"A factor that has little effect on the successful operation of a solids-contact basin is the","Type of sludge residues that accumulate in the basin."
"Scales are not required for fluoride installations using","Saturators."
"Filters in a water treatment process are primarily for removing or reducing","Turbidity."
"A heavy growth of algae in a surface water reservoir will have which one of the following effects on the water?","Raise the pH"
"The water treatment chemical copperas. is","Iron sulfate."
"A calm area within a settling basin necessary for suspended material to settle. Is the","Settling zone."
"The term clarification is most closely related to","Sedimentation."
"The purpose of the jar test is to determine the","Correct amount of coagulatant to use for proper coagulation."
"Optimum coagulant dosage can be established by","Performing jar tests."
"Bluestone, is a,Common name for"," copper sulfate."
"Fish eyes are","Undissolved clumps in solution"
"Air binding is a condition that may occur as a result of","Negative head."
"A program for the control of algae, should be instituted","After trend information has been established and adequate monitoring is practiced."
"With the coming of winter, the water temperature drops. A likely operational problem at a filtration plant with coagulation is","Floc carry over from the sedimentation system."
"A fluoride saturator is typically suitable for ______","Small water systems."
"The most desirable place to feed activated carbon in a lime-soda ash softening plant, is","To raw water at earliest stage possible."
"Activated alumina is used effectively for the removal of","Certain inorganic elements."
"Harvesting, dewatering, dredging, shading, and lining are all ____ methods for controlling rooted aquatic plants","Physically."
"Copper sulfate dosage calculations for water with a total methyl-Orange alkalinity equal to or greater than 50 MG/L as CaCO3 are usually treated at a dosage of 1 MG/L calculated for the","Upper two feet regardless of depth."
"Softening water high in color concentration would probably require","Conventional alum coagulation before softening."
"When normal backwash rates are insufficient to thoroughly clean the filter media,it is recommended that","Auxiliary surface-wash equipment be installed."
"If activated carbon particles become coated with floc"," they will,Lose adsorptive capacity."
"Trihalomethanes are formed by the reaction of certain organic compounds in the water with","Free chlorine."
"For continuous and effective removal of turbidity and most organic compounds, the minimum depth of granular activated carbon is","24 inches."
"The problems associated with chlorine, iron, turbidity, organic color, and bacterial slime in the ion-exchange process can","Reduce the exchange capacity of the resin bed."
"Slime, corrosion, toxicity, filter clogging, and tastes and odors are all associated with","Algae."
"Violent, upswelling boils of water during backwash process can indicate","Gravel bed upset or clogging underdrains."
"A variance may be granted to a public water supply when it _______","is unable to meet an MCL due to characteristics of the raw water, despite use of best available technology."
"Which of the following fluoride compounds contains the greatest percentage of fluoride?","Fluosilicic acid (H2SiF6)."
"Continuous turbidity monitoring of pressure-sand filters is an essential operating requirement because","The filter bed cannot be observed for problems during operation."
"The maximum contaminant level for total Trihalomethanes for water systems 10,000 or more and an oxidant as a disinfectant is","0.1 mg/L."
"During the fall when the water temperature drops, a possible coagulation operational problem at the filtration plant is","Floc carryover from the sedimentation process."
"If direct filtration in practiced, it is important to carefully monitor the process because","Of the short time between coagulation and filtration and the high filter-laying rates."
"Granular activated carbon is often selected instead of powdered activated carbon where","Continuous removal of organics is required."
"Microstraining is the treatment technique that is normally designed to remove _______ from water","Algae and coarse suspended solids."
"One potential problem that must be monitored when using granular activated carbon as a filter media is","Media loss."
"Activated carbon is used to reduce","tastes and odors."
"When hard water is softened by zeolite ion-exchange process, which substance is exchanged for calcium and magnesium and will appear in the product water?","Sodium."
"A chemical commonly used for coagulation in water treatment. is","Alum."
"What type of treatment should be given when a well produces red water?","PH adjustment, aeration, and filtration."
"The chemical that is most commonly added to reservoirs for the control of algae is _______","Copper sulfate"
"What is the purpose of coagulation in water treatment?","To destabilize suspended particles by neutralizing charges, allowing them to form larger aggregates."
"What is alum commonly used for?","As a coagulant that helps remove turbidity, color, and microorganisms by forming floc."
"What is flocculation?","Gentle mixing that encourages particle collisions and growth into larger, settleable floc."
"Why is pH important for coagulation?","The solubility and effectiveness of coagulants depend heavily on pH."
"What is sedimentation?","The process of allowing heavy floc particles to settle out by gravity in a clarifier or basin."
"What is the purpose of tube settlers?","They shorten settling distances and increase sedimentation efficiency in clarifiers."
"What is dissolved air flotation (DAF)?","A clarification method that floats particles using microbubbles, useful for algae-rich waters."
"What is filtration in treatment?","The process of removing remaining suspended solids by passing water through sand, anthracite, or membranes."
"What is filter backwashing?","Reversing flow through a filter to remove trapped solids and restore performance."
"What is filter-to-waste?","Initial filtered water discharged after a backwash until turbidity stabilizes."
"What is a dual-media filter?","A filter with anthracite over sand for improved performance and longer filter runs."
"What is GAC filtration used for?","Granular Activated Carbon removes organics, taste, odor, and DBP precursors by adsorption."
"How does PAC differ from GAC?","Powdered Activated Carbon is dosed as a slurry for short-term events, while GAC is fixed in filters."
"What is lime softening?","A chemical process that reduces hardness by precipitating calcium and magnesium."
"What is recarbonation?","Adding CO2 to stabilize water after softening and reduce scaling potential."
"What is greensand filtration used for?","To oxidize and filter manganese and iron, regenerated with potassium permanganate."
"What is membrane microfiltration?","Low-pressure membranes that remove particles, bacteria, and some protozoa from water."
"What is reverse osmosis (RO)?","A high-pressure membrane process that removes dissolved salts and contaminants."
"What is a jar test?","A bench test to determine optimal coagulant dose and mixing conditions."
"What is filter ripening?","The short period after a filter backwash when effluent turbidity may be higher until the filter stabilizes."
"What is filter headloss?","The resistance to flow through a filter bed; rising headloss indicates clogging and need for backwash."
"What is a filter aid polymer?","A chemical added to strengthen floc and improve filter capture efficiency."
"What is breakpoint chlorination in treatment?","The point where chlorine demand is satisfied and a free chlorine residual is established."
"Why is pre-oxidation sometimes used?","To control taste/odor, oxidize iron/manganese, or assist coagulation."
"What is sludge handling in treatment plants?","Processes to thicken, dewater, and dispose of settled solids safely."
"What is sludge blanket clarification?","A process using a suspended layer of solids to capture incoming particles."
"What is a clearwell?","A storage tank that provides disinfection contact time and operational storage."
"What is T10 in disinfection design?","The contact time for the first 10% of water through a basin, used for CT calculations."
"What is streaming current monitoring?","A real-time method for adjusting coagulant dose by measuring particle charge."
"What is corrosion control treatment?","Adjusting pH and alkalinity or adding inhibitors like orthophosphate to limit lead and copper leaching."
"What is fluoridation?","The addition of fluoride to water to prevent dental decay."
"What is potassium permanganate used for?","To oxidize iron, manganese, and control some taste and odor issues."
"What is aeration used for in treatment?","To remove dissolved gases like CO2 or H2S and oxidize iron and manganese."
"What is biological filtration?","A process where biofilms on filter media help degrade organic matter and ammonia."
"What is filter breakthrough?","A sudden rise in effluent turbidity indicating filter failure."
"Why is consistent plant flow important?","Sudden changes upset coagulation, flocculation, and filtration processes."
"What is an SOP in treatment?","A Standard Operating Procedure outlining consistent steps for safe and effective operation."
"What is CT compliance?","Verification that contact time and disinfectant levels meet required pathogen inactivation credits."
"Why monitor TOC removal in treatment?","Because TOC contributes to DBP formation, and regulations require certain removal levels."
"What is on-site generation of sodium hypochlorite?","Producing hypochlorite from salt and electricity, reducing hazards of chlorine gas delivery."
"What is a start-up filter protocol?","Steps for ripening, filter-to-waste, and stabilization before putting filters into service."
"Why log plant performance data?","To track trends, identify problems early, and demonstrate compliance."
"What is a clearwell baffling factor?","A rating of mixing efficiency; higher baffling improves disinfection contact time."
"What is sludge age in treatment?","The average time solids remain in the system; important for process stability."
"What is a polymer used for in treatment?","To improve coagulation, sludge dewatering, and filter performance."
"What is filter rate control?","Maintaining a steady filtration rate to avoid turbidity spikes and premature breakthrough."
"What is lime stabilization of sludge?","Raising pH with lime to control pathogens and odors in sludge."
"What is corrosion index monitoring?","Calculations like LSI or RSI to predict scaling or corrosion tendencies."
"What is a taste-and-odor episode?","Sudden appearance of earthy/musty compounds (e.g., geosmin, MIB) often linked to algae."
"What is the purpose of plant redundancies?","To ensure continuous treatment during maintenance or equipment failures."
"What is a SCADA system in treatment?","Supervisory Control and Data Acquisition used to monitor and control treatment processes remotely."
“Mudballs are clumps of?”,”Filter media and other material.”
“Coagulation occurs during the first?”,”1 to 5 seconds.”
“A filter has a surface area of 920 sq ft. What is the filtration rate in gallons per minute per square foot, if it receives a flow of 4,875 GPM?”,”5.3 GPM/SQ FT.”
“A filter should be backwashed when it has a high?”,”Head loss, filters should also be backwashed when effluent turbidity is high.”
“Which of the following chemicals decreases corrosion rates?”,”CaCO3”
“The relative importance of removal mechanisms within a filter depends largely on the name of the water being treated, degree of pre-treatment, and filter characteristics”,”TRUE”
“In all gravity filtration systems the water level or pressure (head) below the media forces the water through the filter media”,”False; above the media”
“Filter production rates are the measures of the amount of water that can be processed through an individual filter module in a given time period”,”TRUE”
“Depending on the amount of DO in the water being treated and the filtration rate, the filter will exhibit high head loss or clog after a given time period”,”FALSE”
“Usually higher backwash rates are required at low temperatures and with smaller media”,”FALSE”
“Filter Backwash Recycling Rule requires that recycled filter back wash water be returned downstream of all treatment processes”,”FALSE”
“Filtration is the first and most important step in the solids removal process”,”FALSE”
“Significant changes in source water turbidity levels, either increases or decreases, require immediate verification of the effectiveness of the filtration process in removing suspended solids and floc”,”TRUE”
“The startup or shutdown of the filtration process is not a routine operating procedure in most water treatment plants”,”FALSE”
“Particle counters can tell the difference between a particle of clay and a microorganism”,”FALSE”
“Conventional filtration”,”filtration that is preceded by coagulation, flocculation and sedimentation.”
“Why is activated carbon used along with other types of filter media?”,”To remove tastes, odors, and organic substances”
“Slurry”,”A watery mixture or suspension of insoluble matter”
“Why must adequate clearance be allowed between the top of the filter media and the bottom of the wash trough?”,”To prevent the filter media from being carried out over the wash troughs during backwash”
“In the filtration process, how is filter efficiency measured?”,”By overall reduction in turbidity”
“filter clogging”,”A buildup of head loss across the filter media until it reaches some predetermined design limit”
“What problem is created by too high backwash rate?”,”There could be excessive loss of filter media and media disturbance”
