Front,Back
"__ is a measure of the capacity of water to neutralize acids.
a. Concentration
b. Alkalinity
c. pH
d. Conductivity",b. Alkalinity
"The DPD method is used to determine the ___ of a water sample.
a. Dissolved oxygen content
b. Conductivity
c. pH
d. Free chlorine residual",d. Free chlorine residual
"What color does N,N-diethyl-p-phenylenediamine (DPD) turn in the
a. Brown
b. Green
c. Blue
d. Pink",d. Pink
"The presence-absence ( P − A) test used for microbiological testing
a. Multiple Tube Fermentation
b. Membrane Filtration
c. Confirmed Test
d. Colilert",d. Colilert
"When testing for coliform bacteria with the multiple tube
a. Color change
b. Gas bubble formation
c. Formation of a cyst
d. Formation of turbidity",b. Gas bubble formation
"Coliform bacteria share many characteristics with pathogenic
a. They survive longer in water
b. They grow in the intestines
c. There are less coliform than pathogenic organisms
d. They are still present in water without fecal contamination",d. They are still present in water without fecal contamination
"What is the second step in the multiple tube fermentation test?
a. Presumptive test
b. Negative test
c. Completed
d. Confirmed",d. Confirmed
"What is the removal and deactivation requirement for Giardia?
a. 2log
b. 3log
c. 4log
d. There is no requirement",
"The multiple barrier approach to water treatment includes removal
a. Filtration
b. Coagulation
c. Disinfection
d. a and c",d. a and c
"A pH reading of 7 is considered
a. Slightly acidic
b. Acidic
c. Basic
d. Neutral",d. Neutral
"EDTA titration is used to determine the of a water sample.
a. Hardness
b. Conductivity
c. Alkalinity
d. Free chlorine residual",a. Hardness
"A higher than normal turbidity reading could signify
a. A change in water quality
b. Nothing. Keep operating as normal
c. Microbiological contamination
d. Both A&C",d. Both A&C
"What is the ingredient used during the second multiple tube
a. Colilert
b. MMO/MUG
c. Brilliant Green Bile
d. Chlorine",c. Brilliant Green Bile
"When collecting a distribution system sample for bacteriological
a. A minimum of five minutes.
b. 1hr.
c. 30 min
d. only a few seconds",
"Black stains on plumbing fixtures might be attributed to
a. calcium.
b. copper.
c. magnesium.
d. manganese.",d. manganese.
"The multiple tube fermentation test consists of three distinct
a. preliminary, confirmed, and completed tests.
b. preliminary, presumptive and confirmed tests.
c. presumptive, confirmed, and completed tests.
d. prespumtive, preliminary, and completed tests.","c. presumptive, confirmed, and completed tests."
"What should the sample volume be when testing for total coliform
a. 100 mL
b. 250 mL
c. 500 mL
d. 1, 000 mL",a. 100 mL
"pH is a measure of :
a. conductivity
b. water’s ability to neutralize acid
c. hydrogen ion activity
d. dissolved solids",c. hydrogen ion activity
"Sodium thiosulfate is used to
a. Buffer chlorine solutions
b. Neutralize chlorine residuals
c. Detect chlorine leaks
d. Sterilize sample bottles",b. Neutralize chlorine residuals
"The presence of total coliforms in drinking water indicates
a. The presence of pathogens.
b. The absence of an adequate chlorine residual
c. The existence of an urgent public health problem
d. The potential presence of pathogens",d. The potential presence of pathogens
"A primary health risk associated with microorganisms in drinking
a. Cancer
b. Acute gastrointestinal diseases
c. Birth defects
d. Nervous system disorders",b. Acute gastrointestinal diseases
"After 5 years use, a portion of cast iron pipe shows a white scale
a. Red water will soon become a problem
b. The water has been corrosive
c. The water is chemically unstable and is depositing
d. Water should flow easier since the lining is smooth",c. The water is chemically unstable and is depositing
"Hardness in water is caused by
a. Dissolved minerals
b. High pH.
c. Low turbidity
d. Alkalinity",a. Dissolved minerals
"An unknown substance is found on the bottom of the water within a
a. It has a specific gravity less than 1.0
b. It has a specific gravity equal to 1.0
c. It has a specific gravity greater than 1.0
d. It has no specific gravity
e. None of the above",c. It has a specific gravity greater than 1.0
"The term ""Chain of Custody"" refers to
a. A large accessory to a come-along
b. An attachment to a pipe-cutter
c. Employee labor laws
d. Procedures and documentation required for water quality sampling
e. Procedures and documentation required for chemical application",d. Procedures and documentation required for water quality sampling
"Water samples to be analyzed for taste and odor must be
a. Analyzed in the field
b. Collected in glass sample containers
c. Dechlorinated with sodium thiosulfate
d. Preserved with dilute hydrochloric acid
e. None of the above",b. Collected in glass sample containers
"Bacteriological samples for a distribution system must be collected
a. The Surface Water Treatment Rule
b. OSHA requirements
c. An approved sample siting plan
d. FLSA requirements
e. ANSI/NSF Standard 61",c. An approved sample siting plan
"Trihalomethanes are classified as
a. Metals
b. Inorganic constituents
c. Secondary drinking water standards
d. Radiological contaminants
e. Volatile organic compounds",e. Volatile organic compounds
"The multiple tube fermentation analysis consists of
a. Positive, negative, and neutral tests
b. Presumptive, confirmed, and completed tests
c. Preliminary, presumptive, and confirmed tests
d. Preliminary, confirmed, and completed tests
e. Presence or absence testing","b. Presumptive, confirmed, and completed tests"
"A bacteriological test that measures only the presence or absence of
a. ColiLert (MMO/MUG)
b. Multiple tube fermentation
c. Most probable number (MPN)
d. Membrane filtration
e. Presumptive test",a. ColiLert (MMO/MUG)
"After collection, if stored at 4^(∘)C, bacteriological samples must
a. 1 hour
b. 6 hours
c. 24 hours
d. 48 hours
e. 72 hours",c. 24 hours
"Sample bottles which are furnished by a certified laboratory for
a. Should be rinsed with the water to be sampled before use
b. Should be placed in boiling water for at least 10 minutes before
c. Should be rinsed with a chlorine solution before use
d. Should be rinsed with distilled water before use
e. Are ready to use",e. Are ready to use
"The standard indicator of potential fecal contamination of a water
a. Cryptosporidium
b. pH
c. Alkalinity
d. Hardness
e. Coliform Presence - Absence",e. Coliform Presence - Absence
"Where should bacteriological samples be collected?
a. At fixed designated sitesthat are representative of the entire
b. Only from public locations, such as drinking fountains and
c. Only from locations owned by consumers
d. Only from specially constructed sampling stations
e. From several sampling locations around the entire distribution",a. At fixed designated sitesthat are representative of the entire
"Storage of bacteriological samples during transport to a laboratory
a. A clean storage box specifically designed to hold sample
b. An ice chest packed with ice
c. An insulated storage box with ""blue ice"".
d. An insulated storage box with ""dry ice""
e. No particular sample storage requirements apply, as long as the","c. An insulated storage box with ""blue ice""."
"Sodium thiosulfate is added in the laboratory to bacteriological
a. Thoroughly disinfect the sample bottle
b. Complete the cleaning and sterilization process
c. Neutralize any residual chlorine present in the sample at the
d. Counteract the effects of sunlight on the water sample
e. Prevent further growth of bacteria in water samples following",c. Neutralize any residual chlorine present in the sample at the
"Radiological contaminant concentrations in drinking water are
a. Milligrams per liter
b. Micrograms per liter
c. Nanograms per liter
d. Picograms per liter
e. None of the above",e. None of the above
"Which of the following is NOT a characteristic of coliform
a. Intestinal origin
b. Will produce carbon dioxide from lactose
c. Less persistent in a water environment than pathogenic organisms
d. Far less numerous than pathogenic organisms
e. Able to survive with or without oxygen",d. Far less numerous than pathogenic organisms
"A water supply is found to have a calcium carbonate concentration of
a. soft water
b. hard water
c. potable water
d. non-potable water",a. soft water
"Cathodic protection refers to protection against
a. contamination
b. corrosion
c. hardness
d. alkalinity",b. corrosion
"An operator uses to test for residual chlorine
a. DPD
b. Cresol red
c. Methyl orange
d. Sulfuric acid",a. DPD
"The meniscus on calibrated glassware is read at the:
a. Bottom of curvature for mercury but the top for water
b. Extreme point of contact between the liquid and glass, i.e.,
c. Mid-height of the curvature so that beginning and ending readings
d. Top of curvature for mercury but at the bottom for most other",d. Top of curvature for mercury but at the bottom for most other
"The type of corrosion caused by the use of dissimilar metal in a
a. Caustic corrosion
b. Galvanic corrosion
c. Oxygen corrosion
d. Tubercular corrosion",b. Galvanic corrosion
"Which of the following can cause tastes and odors in a water supply?
a. Dissolved zinc
b. Algae
c. High pH
d. Low pH",b. Algae
"The primary health risk associated with volatile organic chemicals
a. Cancer
b. Acute respiratory diseases
c. ""Blue baby"" syndrome
d. Reduced IQ. in children",a. Cancer
"Lead in drinking water can result in
a. Impaired mental functioning in children
b. Prostate cancer in men
c. Stomach and intestinal disorders
d. Reduced white blood cell count",a. Impaired mental functioning in children
"Sodium thiosulfate is used to
a. Buffer chlorine solutions
b. Neutralize chlorine residuals
c. Raise pH d. Sterilize sample bottles",b. Neutralize chlorine residuals
"Cathodic protection means protection against
a. contamination
b. corrosion
c. hardness
d. infiltration",b. corrosion
"Under no circumstances should a composite sample be collected for
a. Bacteriological
b. Total dissolved solids
c. Alkalinity
d. Turbidity",a. Bacteriological
"The number of monthly distribution system chlorine residual samples
a. based on water withdrawal permit limit.
b. based on system size.
c. based on population.
d. different for each state.",c. based on population.
"Which is (are) the ideal indicator for pathogens?
a. Salmonella species
b. Coliform group bacteria
c. Gram-negative cocci
d. Gram-negative coccobacilli",b. Coliform group bacteria
"When one substance is dissolved in another and will not settle out,
a. An emulsion
b. A compound
c. A suspension
d. A solution",d. A solution
"Acids, bases, and salts lacking carbon are
a. ketones.
b. aldehydes.
c. organic compounds.
d. inorganic compounds.",d. inorganic compounds.
"Which type of sample should always be collected for determining the
a. Time composite.
b. Grab sample.
c. Proportional.
d. Composite.",b. Grab sample.
"Samples to be tested for coliforms can be refrigerated for up to
a. 4
b. 6
c. 8
d. 12",c. 8
"When a water sample is acidified, the final pH of the water must be
a. < 2.0.
b. < 2.5.
c. < 3.0.
d. < 3.5.",a. < 2.0.
"Which chemical is used to remove residual chlorine from water?
a. Na₂ S₂O₃
b. Na₂SiO₃
c. Na₂SiF₆
d. NaOCl",a. Na₂ S₂O₃
"When a sample is collected, which causes its quality to begin to
a. CO₂
b. Dissolved gases
c. Biological activity
d. pH",c. Biological activity
"Chemical analysis for synthetic organic compounds should not be
a. polytetrafluoroethylene.
b. stainless steel.
c. polypropylene.
d. borosilicate.",c. polypropylene.
"How much acid per 100 mL should be used to preserve a sample for
a. 0.1 mL
b. 0.2 mL
c. 0.5 mL
d. 1.0 mL",c. 0.5 mL
"Conductivity measurements can assist the laboratory analyst in
a. measuring the electrical strength, which is directly proportional
b. estimating the concentration of calcium carbonate.
c. evaluating variations in the concentration of suspended
d. determining the degree of mineralization of the water.",d. determining the degree of mineralization of the water.
"Water that is to be analyzed for inorganic metals should be filtered
a. dissolved metals; analyses
b. suspended metals; analyses
c. dissolved metals; preserving
d. suspended metals; preserving",c. dissolved metals; preserving
"In routine water quality sampling, which one of the following is an
a. Increase in ferrous iron
b. Increase in ferric iron
c. Dramatic decline in dissolved oxygen
d. Increase in sulfides",c. Dramatic decline in dissolved oxygen
"pH, by definition is
a. the ability of particles to stick together
b. the ability to cause color to turn insoluble
c. causes a water molecule to bring in a third hydrogen atom
d. the hydrogen ion concentration in water",d. the hydrogen ion concentration in water
"One method of determining if your finished water has the likelihood
a. Van der Waals formula
b. Zeta potential
c. Langeliers Saturation Index
d. Hydrological Cycles",c. Langeliers Saturation Index
"The Langeliers Saturation Index provides an indication of
a. the solubility of iron and manganese
b. the pH necessary to settle out color
c. the rate at which particles will settle
d. the likelihood that your source water is corrosive",d. the likelihood that your source water is corrosive
"The most common operational complaint received by a water operator
a. water rates are too high
b. taste and odor
c. your uniforms aren’t stylish enough
d. improper treatment techniques",b. taste and odor
"The two main substances that cause water hardness are
a. benzene and cadmium
b. manganese and calcium
c. calcium and copper
d. magnesium and calcium",d. magnesium and calcium
"Heterotrophic Plate Counts measure
a. all pathogens in the sample
b. all bacteria in the sample
c. all giardia lamblia in the sample
d. percent of sludge in the sample",b. all bacteria in the sample
"Total Coliform samples have a hold time.
a. 12 hour
b. 24 hour
c. 30 hour
d. 36 hour",c. 30 hour
"Extremely soft water can cause problems with pipes and fittings
a. corrosive
b. scale forming
c. full of suspended solids
d. toxic",a. corrosive
"Which, surface water or groundwater, usually contain a higher level
a. surface water
b. groundwater
c. both are equal
d. neither",a. surface water
"High nitrate levels in the water can cause
a. rickets
b. cholera
c. blue baby syndrome
d. dysentery",c. blue baby syndrome
"Hard water can cause problems. Which of these is NOT a problem
a. scale formation in pipes
b. toxic substances occurring because of corrosion
c. white scale on laundry fixtures, sinks, cooking utensil, etc.
d. buildup on water heater heating elements",b. toxic substances occurring because of corrosion
"Sources of taste and odor issues include
a. raw water
b. distribution systems
c. consumer plumbing
d. all of the above",a. raw water
"Algae has a profound effect on our surface waters. During the day
a. produces carbon dioxide, produces oxygen
b. secrets sludge, produces toxins
c. produces oxygen, produces carbon dioxide
d. sleeps soundly, parties hardy","c. produces oxygen, produces carbon dioxide"
"Which type of bottle should be used and how should it be cleaned
a. Plastic cleaned with detergent and rinsed with de-ionized water
b. New glass bottles only
c. Glass bottle cleaned with detergent and rinsed with distilled
d. New glass or plastic bottles only rinsed with de-ionized water",
"Which of the following is a strong acid
a. pH=2
b. pH=4
c. pH=5
d. pH=13",a. pH=2
"Which is the correct order (on the average) from smallest to
a. Giardia cysts, bacteria, viruses
b. Viruses, bacteria, Giardia cysts
c. Bacteria, Giardia cysts, viruses
d. Giardia cysts, viruses, bacteria","b. Viruses, bacteria, Giardia cysts"
"Which radioactive nuclide is a gas?
a. Radium
b. Uranium
c. Radon
d. Thorium",c. Radon
"Which type of adverse effects does the secondary contaminant color
a. Unappealing appearance and indication that dissolved organics
b. Added total dissolved solids and scale, indication of
c. Taste, scale, corrosion, and hardness
d. Undesirable taste and appearance",a. Unappealing appearance and indication that dissolved organics
"Precursors to the formation of trihalomethanes (THMs) would most
a. Domestic and commercial activities
b. Wastewater treatment plants and industrial waters
c. Humic materials
d. Reactions that occur within the treatment plant",c. Humic materials
"Which gas occurs mainly in groundwater, is heavier than air, and is
a. Hydrogen sulfide
b. Carbon dioxide
c. Radon
d. Methane",a. Hydrogen sulfide
"Which adverse effects does the secondary contaminant iron have?
a. Unappealing to drink, undesirable taste, and possible indication
b. Discolored laundry brown and changed taste of water, coffee,
c. Undesirable metallic taste and possible indication of corrosion
d. Added total dissolved solids and scale, indication of sewage","b. Discolored laundry brown and changed taste of water, coffee,"
"Which species causes typhoid?
a. Salmonella
b. Shigella
c. Klebsiella
d. Pseudomonas",a. Salmonella
"In humans, Salmonella will cause
a. hemochromatosis.
b. cholera.
c. gastroenteritis.
d. dysentery.",c. gastroenteritis.
"The freezing point of water is
a. 0°F
b. 32°C
c. 32°F
d. 100°C",b. 32°C
"An unknown material is found on the bottom of the water within a
a. It has a specific gravity less than 1.0
b. It has a specific gravity equal to 1.0
c. It has a specific gravity greater than 1.0
d. It has no specific gravity",c. It has a specific gravity greater than 1.0
"The electrical potential required to transfer electrons from one
a. oxidation-reduction potential (ORP)
b. voltage potential (OHM/P)
c. resistance-impedance potential
d. microMho differential",a. oxidation-reduction potential (ORP)
"Which of the following is the name given for a turbidity meter that
a. HACH colorimeter
b. spectrophotometer
c. Wheaton bridge
d. Nephelometer",d. Nephelometer
"Which piece of laboratory equipment is used to titrate a chemical
a. graduated cylinder
b. burette
c. pipet
d. Buchner funnel",b. burette
"What is the grain per gallon (gpg) hardness of water that has a
a. 14
b. 3898.8
c. 18
d. 39
e. 133.3",a. 14
"Water hardness is the measure of the concentrations of and
a. iron , manganese
b. nitrates, nitrites
c. sulfates, bicarbonates
d. calcium & magnesium carbonates
e. ferric chlorides and polymers",d. calcium & magnesium carbonates
"A specific class of bacteria that only inhibit the intestines of
a. Eutrophic
b. Pathogenic
c. Salmonella
d. *Fecal coliform",
"When sampling for bacteria in a distribution system, the bacteria
a. copper sulfate
b. chlorine tablets
c. *sodium thiosulfate
d. hydrochloric acid",
"Hard water contains an abundance of
a. sodium
b. iron
c. lead
d. *calcium carbonate",
"Microorganisms from smallest to largest are as follows:
a. Viruses, protozoans, and bacteria
b. Bacteria, viruses, and protozoans
c. Viruses, bacteria, and protozoans
d. Protozoans, bacteria, and viruses","c. Viruses, bacteria, and protozoans"
"What ls the term for water samples collected at regular intervals
a. Time grab samples
b. Time flow samples
c. Proportional time composite samples
d. Proportional flow composite samples",c. Proportional time composite samples
"Which of the following conditions would increase turbidity?
a. decrease in pH
b. increase in alkalinity
c. increase in phosphate concentration
d. increase in organic matter",d. increase in organic matter
"Water that is to be analyzed for inorganic metals should be
a. dilute hydrochloric acid.
b. concentrated hydrochloric acid.
c. dilute nitric acid.
d. concentrated nitric acid.",d. concentrated nitric acid.
"A solution used to determine the concentration of another solution
a. saturated solution.
b. standardized solution.
c. concentrated solution.
d. dilute solution.",b. standardized solution.
"Which method would you use to concentrate and retrieve low numbers
a. Colilert
b. Colisure
c. Membrane filtration
d. MPN (Most Probable Number)",c. Membrane filtration
"A typical coliform colony in the membrane filter method has the
a. Blue with lustrous surface sheen
b. Pink to dark red with green metallic surface sheen
c. Pink or yellow with lustrous to metallic surface sheen depending
d. Yellow with silver metallic to lustrous surface sheen",b. Pink to dark red with green metallic surface sheen
"In the presumptive phase of the Most Probable Number test, how long
a. 12 to 24 hours
b. 24 to 48 hours
c. 24 to 36 hours
d. 36 to 48 hours",b. 24 to 48 hours
"Which gas is radioactive, occurs in many groundwater supplies, and
a. Neon
b. Argon
c. Boron
d. Radon",d. Radon
"How often should the Langelier Index of the raw and treated water
a. Every 8 hours
b. Every 12 hours
c. Every day
d. Every week",c. Every day
"Which type of hardness is considered permanent hardness?
a. Carbonate hardness
b. Noncarbonated hardness
c. Calcium hardness
d. Magnesium hardness",b. Noncarbonated hardness
"Which organisms are prokaryotes and release odorous compounds such
a. Methylomonas
b. Chlorobium
c. Clostridium
d. Cyanobacteria",d. Cyanobacteria
"Which is the most common radionuclide in water?
a. Radium
b. Uranium
c. Radon
d. Thorium",a. Radium
"The polarity of water causes the hydrogen part of one water
a. ionic.
b. covalent.
c. van der Waals.
d. hydrogen bonding.",d. hydrogen bonding.
"The process whereby water moves with the air currents in the
a. transpiration.
b. evaporation.
c. interception.
d. advection.",d. advection.
"The most common forms of manganese found in nature are
a. sulfides, inosilicates, and native metal.
b. sulfides and phosphates.
c. oxides, carbonates, and hydroxides.
d. phyllosilicates, tectosilicates, and inosilicates.","c. oxides, carbonates, and hydroxides."
"Which organisms has the USEPA chosen to suggest assaying water for
a. Total coliforms
b. Fecal coliforms
c. E-coli
d. Coliphages",d. Coliphages
"When ingested Giardia cysts mature and multiply, which problem do
a. Interfere with nutrient absorption
b. Destroy the lining of the stomach
c. Secrete a toxin, which causes diarrhea
d. Kill millions of cells in the large intestine, which causes",a. Interfere with nutrient absorption
"Consistency is maintained by providing certified laboratories with
a. USEPA and state primacy programs
b. Primacy agency for each state
c. American Chemical Society
d. US Department of Public Health",a. USEPA and state primacy programs
"Which type of adverse effect does the secondary contaminant zinc
a. Unappealing taste and possible indication of contamination
b. Added total dissolved solids and stained laundry
c. A laxative effect and undesirable metallic taste
d. Undesirable taste and a milky appearance",d. Undesirable taste and a milky appearance
"Which statement is true concerning dissolved oxygen?
a. Dissolved oxygen will increase the absorption of carbon dioxide
b. High dissolved oxygen has adverse health effects
c. Most consumers do not prefer high levels of dissolved oxygen in
d. Dissolved oxygen may oxidize iron and manganese",d. Dissolved oxygen may oxidize iron and manganese
"Zebra mussels multiply and spread so fast because
a. the female produces over 250,000 eggs in a single season.
b. the larvae are free swimming for 2 or 3 months before attaching
c. they commonly adhere to boats so they move around and disperse
d. they can live out of water for as long as 3 months.",c. they commonly adhere to boats so they move around and disperse
"Which is the unit of gamma radiation?
a. Muon
b. Neutrino
c. X-ray
d. Photon",d. Photon
"Which of the following causes lung cancer?
a. Uranium
b. Radium
c. Radon
d. Thorium",c. Radon
"Which genera of cyanobacteria primarily release neurotoxins?
a. Nodularia
b. Microcystis
c. Anabaena
d. Cylindrospermopsis",c. Anabaena
"If artificial radionuclides are present in the environment, which
a. Potassium 20
b. Carbon 14
c. Argon 40
d. Tritium",d. Tritium
"Beta radiation consists of a(n)
a. electron.
b. neutron.
c. proton.
d. muon.",a. electron.
"Which naturally occurring radionuclide is most prevalent in
a. Gamma
b. Alpha
c. Beta
d. Muson",b. Alpha
"Enteric protozoans
a. usually have four stages in their life cycles.
b. are easy to culture.
c. have cysts that can penetrate filters.
d. can be found in very high densities in most lakes.",c. have cysts that can penetrate filters.
"Which is the size range of Cryptosporidium?
a. 4 to 6μm
b. 6 to 8μm
c. 10 to 12μm
d. 12 to 18μm",a. 4 to 6μm
"Prolonged Entamoeba histolytica disease can cause amoebic abscesses
a. liver.
b. urinary tract.
c. small intestine.
d. kidney.",a. liver.
"The quantity of dissolved oxygen in water is a function of
a. pH, alkalinity temperature and total dissolved solids
b. Temperature and alkalinity
c. pH and temperature
d. Temperature, pressure and salinity","d. Temperature, pressure and salinity"
"Which type of solution contains 1 gram equivalent weight of a
a. Molar solution
b. Molal solution
c. Normal solution
d. Percentage strength solution",a. Molar solution
"What laboratory device sterilizes laboratory apparatus and
a. Muffle furnace
b. Aspirator
c. Autoclave
d. Membrane filter",c. Autoclave
"What level of threshold odor number (TON) will result in a customer
a. 2 TON
b. 3 TON
c. 10 TON",b. 3 TON
"What is the secondary MCL for odor?
a. 2 TON
b. 3 TON
c. 10 TON",b. 3 TON
"What element is found in all acids?
a. Fluoride (F)
b. Sulfur (S)
c. Hydrogen (H)
d. Calcium (Ca)",c. Hydrogen (H)
"The indicator methyl orange is used in the test for:
a. Alkalinity
b. Total hardness
c. Chlorine residual
d. pH",a. Alkalinity
"Which sugar is used in most coliform fermentation tests?
a. Glucose
b. Lactose
c. Sucrose
d. Maltose",b. Lactose
"Which group of bacteria is considered a more specific indicator of
a. Heterotrophic plate count bacteria
b. Fecal coliforms (e.g., E. coli)
c. Pseudomonas species
d. Cyanobacteria","b. Fecal coliforms (e.g., E. coli)"
"What incubation temperature is used to confirm fecal coliform
a. 20°C
b. 25°C
c. 35°C
d. 44.5°C",d. 44.5°C
"Which parameter requires immediate measurement in the field rather
a. Total phosphorus
b. Dissolved oxygen
c. Total suspended solids
d. Chloride",b. Dissolved oxygen
"Which type of sample is best for detecting accidental slug
a. Grab sample
b. 24-hour composite
c. Weekly composite
d. Automatic flow-proportional sample",a. Grab sample
