Front,Back
"Which of these does not have a primary MCL?
a. Nitrate
b. Fluoride
c. Manganese
d. Copper",Answer: c. Manganese
"MCLG is an acronym for
a. Most Common Lucky Guess
b. Minimum Colloidal Level Goals
c. Maximum Chlorine Level Gallons
d. Maximum Contaminant Level Goals",Answer: d. Maximum Contaminant Level Goals
"The LT2ESWTR requires source water testing for
a. Algae
b. Pharmaceuticals
c. Cryptosporidium
d. Nitrate",Answer: c. Cryptosporidium
"Combined filter effluent must be < NTU in 95% of 4-hour measurements
each month:
a. 1.0 NTU
b. 2.0 NTU
c. 3.0 NTU
d. 0.3 NTU",Answer: d. 0.3 NTU
"If you get a positive coliform sample, you must
downstream service connections
a. Retake the original sample only
b. Retake the original, plus one within 5 upstream and one within 5
c. Retake at plant and any nearby connection
d. Do nothing if fecal/E. coli is absent","Answer: b. Retake the original, plus one within 5 upstream and one within 5"
"(State example) Minimum free chlorine residual everywhere in the
system
a. 0.2 mg/L
b. 2.0 mg/L
c. 4.0 mg/L
d. No minimum",Answer: a. 0.2 mg/L
"For a community water system, a sanitary survey must be conducted
a. Every 5 years
b. Every 2 years
c. Every 3 years
d. Every 10 years",Answer: c. Every 3 years
"Secondary standards alert the public to
*e. Aesthetic issues in drinking water
a. Local cancer incidence
b. Dissolved solids only
c. Immediate health concerns
d. Radiological conditions",Answer: (not marked)
"Why keep adequate, reliable records in a treatment plant?
a. To document effectiveness and meet regulatory requirements
b. For cold cases
c. For IRS due diligence
d. Because of public homeland security files",Answer: a. To document effectiveness and meet regulatory requirements
"Which substances pose an immediate health threat when standards are
exceeded?
a. Benzene and mercury
b. Coliform and nitrate
c. Mercury and coliform
d. Lead and nitrate",Answer: b. Coliform and nitrate
"EPA recommends surface-water systems collect hexavalent chromium
(Cr(VI)) samples on a
a. Monthly basis
b. Quarterly basis
c. Annual basis
d. Every 3 years",Answer: c. Annual basis
"Which set of rules sets the MCLs for harmful chemicals?
a. Disinfection By-Product Rule
b. Safe Drinking Water Act rules (NPDWRs)
c. Surface Water Treatment Rule
d. O’Doyle Rules",Answer: b. Safe Drinking Water Act rules (NPDWRs)
"The Maximum Contaminant Level (MCL) for nitrate (as N) is
a. 1.0 mg/L
b. 5.0 mg/L
c. 10.0 mg/L
d. 50.0 mg/L",Answer: c. 10.0 mg/L
"The MCL for nitrite (as N) is
a. 0.5 mg/L
b. 1.0 mg/L
c. 3.0 mg/L
d. 10.0 mg/L",Answer: b. 1.0 mg/L
"The MCL for arsenic is
a. 0.005 mg/L
b. 0.010 mg/L
c. 0.050 mg/L
d. 0.100 mg/L",Answer: b. 0.010 mg/L
"The Lead and Copper Rule 90th percentile copper action level is
a. 0.65 mg/L
b. 1.0 mg/L
c. 1.3 mg/L
d. 2.0 mg/L",Answer: c. 1.3 mg/L
"Under Stage 1/2 DBPR, the MCL for Total Trihalomethanes (TTHMs) is
a. 0.040 mg/L
b. 0.080 mg/L
c. 0.100 mg/L
d. 0.200 mg/L",Answer: b. 0.080 mg/L
"Under Stage 1/2 DBPR, the MCL for HAA5 is
a. 0.030 mg/L
b. 0.060 mg/L
c. 0.080 mg/L
d. 0.100 mg/L",Answer: b. 0.060 mg/L
"The MRDL for free chlorine in distribution is
a. 2.0 mg/L
b. 4.0 mg/L
c. 0.2 mg/L
d. No maximum",Answer: b. 4.0 mg/L
"The MRDL for chloramines (as Cl₂) is
a. 2.0 mg/L
b. 3.0 mg/L
c. 4.0 mg/L
d. 0.8 mg/L",Answer: c. 4.0 mg/L
"The MRDL for chlorine dioxide at the entry point is
a. 4.0 mg/L
b. 0.8 mg/L
c. 0.3 mg/L
d. 1.0 mg/L",Answer: b. 0.8 mg/L
"The MCL for chlorite (chlorine dioxide by-product) is
a. 0.3 mg/L
b. 0.8 mg/L
c. 1.0 mg/L
d. 2.0 mg/L",Answer: c. 1.0 mg/L
"The MCL for bromate (for ozone users) is
a. 0.010 mg/L
b. 0.030 mg/L
c. 0.050 mg/L
d. 0.100 mg/L",Answer: a. 0.010 mg/L
"Under the Revised Total Coliform Rule (RTCR), an acute MCL violation
occurs with
triggers
a. Any total coliform-positive sample
b. An E. coli-positive sample with associated monitoring/PN
c. Two total coliform-positives in one month
d. HPC above 500 CFU/mL",Answer: b. An E. coli-positive sample with associated monitoring/PN
"Under RTCR, when a routine total-coliform sample is positive, repeat
sampling must occur
locations)
a. Within 7 days
b. Within 24 hours (original site and specified upstream/downstream
c. At the end of the month
d. Only if chlorine residual is low",Answer: b. Within 24 hours (original site and specified upstream/downstream
"Tier 1 public notification must be issued
a. Within 7 days
b. Within 24 hours
c. Within 30 days
d. Within 12 months",Answer: b. Within 24 hours
"Tier 2 public notification must be issued
a. Within 24 hours
b. Within 30 days
c. Within 90 days
d. With the annual CCR only",Answer: b. Within 30 days
"Tier 3 public notification must be issued
a. Within 24 hours
b. Within 30 days
c. Within 12 months
d. Only upon request",Answer: c. Within 12 months
"The Consumer Confidence Report (CCR) must be delivered by
a. January 1 each year
b. April 1 each year
c. July 1 each year
d. December 31 each year",Answer: c. July 1 each year
"CCRs must generally be retained for at least
a. 1 year
b. 3 years
c. 5 years
d. 10 years",Answer: b. 3 years
"Conventional/DE filtered systems must meet turbidity of
1.0 NTU
a. ≤ 0.3 NTU in 95% of measurements each month and never exceed
b. ≤ 0.5 NTU in 95% of measurements and never exceed 2.0 NTU
c. Daily average  ≤ 0.3 NTU
d. Weekly average  ≤ 0.5 NTU",Answer: a. ≤ 0.3 NTU in 95% of measurements each month and never exceed
"The SWTR combined virus inactivation/removal requirement for
filtered systems is
a. 2-log
b. 4-log
c. 5-log
d. 6-log",Answer: b. 4-log
"Under the Ground Water Rule (GWR), a triggered source-water
monitoring event occurs when
positive
a. Turbidity exceeds 1.0 NTU
b. A routine distribution coliform sample is total-coliform
c. Chlorine residual falls below 0.2 mg/L
d. A Tier 2 violation is issued",Answer: b. A routine distribution coliform sample is total-coliform
"Fluoride standards (federal) are
a. Primary MCL 2.0 mg/L; SMCL 4.0 mg/L
b. Primary MCL 4.0 mg/L; SMCL 2.0 mg/L
c. Primary MCL 1.0 mg/L; SMCL 0.7 mg/L
d. No federal standards",Answer: b. Primary MCL 4.0 mg/L; SMCL 2.0 mg/L
"Gross alpha particle activity MCL (excluding radon/uranium) is
a. 5 pCi/L
b. 15 pCi/L
c. 30 pCi/L
d. 50 pCi/L",Answer: b. 15 pCi/L
"Combined radium-226/228 MCL is
a. 2 pCi/L
b. 5 pCi/L
c. 10 pCi/L
d. 15 pCi/L",Answer: b. 5 pCi/L
"Uranium MCL is
a. 15 μg/L
b. 30 μg/L
c. 60 μg/L
d. 100 μg/L",Answer: b. 30 μg/L
"Under Stage 2 DBPR, compliance for TTHM/HAA5 is based on
a. Maximum site result each quarter
b. Location Running Annual Average (LRAA) at each site
c. System-wide running annual average only
d. Monthly maximum",Answer: b. Location Running Annual Average (LRAA) at each site
"The CCR must include which of the following?
likely sources
a. System finances and staffing levels
b. Detected contaminants table with MCLs, MCLGs, results, and
c. Detailed SCADA trends
d. Operator certification numbers","Answer: b. Detected contaminants table with MCLs, MCLGs, results, and"
"The entity with “primacy”
jurisdiction
a. Writes federal rules
b. Implements and enforces drinking water rules for its
c. Operates all public water systems
d. Sets occupational safety rules",Answer: b. Implements and enforces drinking water rules for its
"Under RTCR, systems must develop and maintain a
a. DBP monitoring optimization plan
b. Nitrate emergency response plan
c. Sample siting plan for coliform monitoring
d. Capital improvement plan",Answer: c. Sample siting plan for coliform monitoring
"A Level 1 Assessment under RTCR is required when
a. Any single E. coli-positive sample occurs
b. The coliform monitoring trigger is exceeded (e.g., multiple TC+)
c. Turbidity exceeds 0.3 NTU
d. Chlorine residual exceeds 4.0 mg/L","Answer: b. The coliform monitoring trigger is exceeded (e.g., multiple TC+)"
"A Level 2 Assessment under RTCR is generally required when
a. Any total coliform positive is found
b. Any repeat sample is negative
c. An E. coli MCL violation occurs or repeated Level 1 triggers
d. A Tier 3 violation is issued",Answer: c. An E. coli MCL violation occurs or repeated Level 1 triggers
"Records retention for chemical analyses (most primary contaminants)
is at least
a. 1 year
b. 10 years
c. 3 years
d. 5 years",Answer: b. 10 years
"Public Notification (PN) content must include
risk, corrective actions, and contact info
a. Names of all operators
b. Nature of violation, potential health effects, population at
c. Only the date of violation
d. System budget information","Answer: b. Nature of violation, potential health effects, population at"
"The Initial Distribution System Evaluation (IDSE) under Stage 2 DBPR
was used to
compliance monitoring
a. Identify corrosion control needs
b. Identify sites with high TTHM/HAA5 formation for future
c. Choose CCR language
d. Set fluoride dosage",Answer: b. Identify sites with high TTHM/HAA5 formation for future
"The coliform group used as an indicator organism represents
pathway intrusion
a. Only pathogens
b. A broader group indicating potential fecal contamination and
c. Only E. coli
d. Only protozoa",Answer: b. A broader group indicating potential fecal contamination and
"Action when chlorine dioxide entry point MRDL (0.8 mg/L) is exceeded
severity/persistence per rule
a. None if HPC is low
b. Immediate monitoring and Tier 2 or Tier 1 PN depending on
c. Wait for next month
d. Reduce pH only",Answer: b. Immediate monitoring and Tier 2 or Tier 1 PN depending on
"For combined filter effluent (CFE) turbidity monitoring, the minimum
frequency for conventional treatment plants is
a. Once per day
b. Every 4 hours
c. Weekly
d. Monthly",Answer: b. Every 4 hours
"Under the CCR rule, health language is required
sensitive subpopulations
a. Only for nitrate
b. For detected contaminants exceeding an MCL or relevant for
c. Only for DBPs
d. Never required",Answer: b. For detected contaminants exceeding an MCL or relevant for
"A system blends two wells: Well A = 18 mg/L nitrate (as N), Well B =
4 mg/L. What is the maximum
a. 37.5%
b. 22%
c. 44%
d. 50%",Answer: a. 37.5%
"A Title 22 MCL exceedance occurs when:
a. Any single sample exceeds the MCL
b. The running annual average exceeds the MCL
c. Two consecutive samples exceed the MCL
d. A monthly average exceeds the MCL",Answer: b. The running annual average exceeds the MCL
"For perchlorate, confirmation sampling must occur:
a. Within 48 hours of an initial detection
b. Within 30 days
c. Only quarterly
d. Only if DDW requests",Answer: a. Within 48 hours of an initial detection
"Arsenic monitoring frequency may be reduced when:
a. Three years of data show ≥10 µg/L
b. The source is groundwater
c. Operator approval
d. TDS is <500 mg/L",Answer: a. Three years of data show ≥10 µg/L
"A system detects 14.9 µg/L lead at a Tier 1 site. This is:
a. An MCL violation
b. An exceedance of action level, not an MCL
c. A TT violation
d. No regulatory significance","Answer: b. An exceedance of action level, not an MCL"
"An exceedance of the copper action level triggers:
a. Corrosion control treatment steps
b. Public notification Tier 1
c. Boil Water Notice
d. Immediate shutdown",Answer: a. Corrosion control treatment steps
"For VOCs, the confirmation sample:
a. Must be averaged with the original sample for MCL determination
b. Replaces the original sample
c. Is optional
d. Must be from a different tap",Answer: a. Must be averaged with the original sample for MCL determination
"A drinking water well shows seasonal nitrate spikes. Title 22
requires:
a. Increased monitoring during vulnerable periods
b. No monitoring change
c. Quarterly only
d. Annual only",Answer: a. Increased monitoring during vulnerable periods
"A running annual average is calculated:
a. Quarterly averages of monthly samples
b. Monthly averages only
c. Total samples ÷ 12
d. Any consecutive 4-month period",Answer: a. Quarterly averages of monthly samples
"A PCE level of 5 µg/L is detected. This is:
a. At the MCL and requires confirmation sampling
b. Not regulated
c. No action required
d. Tier 1 notification",Answer: a. At the MCL and requires confirmation sampling
"A uranium concentration of 45 pCi/L requires:
a. Public notification Tier 2
b. Tier 1 notice
c. No action unless >50
d. Monthly repeat sampling",Answer: a. Public notification Tier 2
"For synthetic organic chemicals (SOCs), initial sampling is:
a. Four quarters during the first compliance year
b. Annual
c. One sample only
d. Every five years",Answer: a. Four quarters during the first compliance year
"For radon, California requires:
a. EPA regulation; no current CA MCL
b. 4 pCi/L
c. 15 pCi/L
d. 50 pCi/L",Answer: a. EPA regulation; no current CA MCL
"Groundwater systems exceeding manganese secondary MCL must:
a. Notify customers if discoloration is significant
b. Shut down immediately
c. Blend to <0.01 mg/L
d. Install GAC",Answer: a. Notify customers if discoloration is significant
"An MCL violation for TTHM occurs when:
a. LRAA exceeds 80 µg/L
b. Any sample >80 µg/L
c. RAA exceeds 60 µg/L
d. Quarterly average >40 µg/L",Answer: a. LRAA exceeds 80 µg/L
"System with multiple entry points must evaluate DBPs using:
a. LRAAs per monitoring location
b. System-wide average
c. Weighted blending ratio
d. Monthly average",Answer: a. LRAAs per monitoring location
"A perchlorate result of 6.1 µg/L is:
a. An MCL exceedance
b. Not a violation
c. Secondary standard
d. Unregulated",Answer: a. An MCL exceedance
"If confirmation sample is lower than original MCL exceedance:
a. Average determines compliance
b. Lower value used
c. Higher value used
d. System chooses",Answer: a. Average determines compliance
"A system blending surface water and groundwater must:
a. Meet MCLs in the blended effluent
b. Meet MCLs for each source individually
c. Average annually
d. Monitor only the groundwater",Answer: a. Meet MCLs in the blended effluent
"For DBP compliance, if sampling is missed:
a. A monitoring violation occurs
b. Use previous data
c. DDW assigns zero
d. No violation occurs",Answer: a. A monitoring violation occurs
