Front,Back
"Black stains on plumbing fixtures might be attributed to
a. calcium.
b. copper.
c. magnesium.
d. manganese.",Answer: d. manganese.
"The multiple tube fermentation test consists of three distinct
tests. These tests, in the order performed, are the:
a. preliminary, confirmed, and completed tests.
b. preliminary, presumptive and confirmed tests.
c. presumptive, confirmed, and completed tests.
d. prespumtive, preliminary, and completed tests.","Answer: c. presumptive, confirmed, and completed tests."
"What should the sample volume be when testing for total coliform
bacteria?
a. 100 mL
b. 250 mL
c. 500 mL
d. 1, 000 mL",Answer: a. 100 mL
"pH is a measure of :
a. conductivity
b. water’s ability to neutralize acid
c. hydrogen ion activity
d. dissolved solids",Answer: c. hydrogen ion activity
"Sodium thiosulfate is used to
a. Buffer chlorine solutions
b. Neutralize chlorine residuals
c. Detect chlorine leaks
d. Sterilize sample bottles",Answer: b. Neutralize chlorine residuals
"The presence of total coliforms in drinking water indicates
a. The presence of pathogens.
b. The absence of an adequate chlorine residual
c. The existence of an urgent public health problem
d. The potential presence of pathogens",Answer: d. The potential presence of pathogens
"A primary health risk associated with microorganisms in drinking
water is
a. Cancer
b. Acute gastrointestinal diseases
c. Birth defects
d. Nervous system disorders",Answer: b. Acute gastrointestinal diseases
"After 5 years use, a portion of cast iron pipe shows a white scale
about 1/2 inch thick lining the inside. This means
a. Red water will soon become a problem
b. The water has been corrosive
c. The water is chemically unstable and is depositing
d. Water should flow easier since the lining is smooth",Answer: c. The water is chemically unstable and is depositing
"Hardness in water is caused by
a. Dissolved minerals
b. High pH.
c. Low turbidity
d. Alkalinity",Answer: a. Dissolved minerals
"An unknown substance is found on the bottom of the water within a
drinking water reservoir. Which of the following statements is true
of this substance?
e. None of the above
a. It has a specific gravity less than 1.0
b. It has a specific gravity equal to 1.0
c. It has a specific gravity greater than 1.0
d. It has no specific gravity",Answer: c. It has a specific gravity greater than 1.0
"The term ""Chain of Custody"" refers to
e. Procedures and documentation required for chemical application
a. A large accessory to a come-along
b. An attachment to a pipe-cutter
c. Employee labor laws
d. Procedures and documentation required for water quality sampling",Answer: d. Procedures and documentation required for water quality sampling
"Water samples to be analyzed for taste and odor must be
e. None of the above
a. Analyzed in the field
b. Collected in glass sample containers
c. Dechlorinated with sodium thiosulfate
d. Preserved with dilute hydrochloric acid",Answer: b. Collected in glass sample containers
"Bacteriological samples for a distribution system must be collected
in accordance with
e. ANSI/NSF Standard 61
a. The Surface Water Treatment Rule
b. OSHA requirements
c. An approved sample siting plan
d. FLSA requirements",Answer: c. An approved sample siting plan
"Trihalomethanes are classified as
*e. Volatile organic compounds
a. Metals
b. Inorganic constituents
c. Secondary drinking water standards
d. Radiological contaminants",Answer: (not marked)
"The multiple tube fermentation analysis consists of
e. Presence or absence testing
a. Positive, negative, and neutral tests
b. Presumptive, confirmed, and completed tests
c. Preliminary, presumptive, and confirmed tests
d. Preliminary, confirmed, and completed tests","Answer: b. Presumptive, confirmed, and completed tests"
"A bacteriological test that measures only the presence or absence of
coliforms is
e. Presumptive test
a. ColiLert (MMO/MUG)
b. Multiple tube fermentation
c. Most probable number (MPN)
d. Membrane filtration",Answer: a. ColiLert (MMO/MUG)
"After collection, if stored at 4^(∘)C, bacteriological samples must
be processed within
e. 72 hours
a. 1 hour
b. 6 hours
c. 24 hours
d. 48 hours",Answer: c. 24 hours
"Sample bottles which are furnished by a certified laboratory for
collection of bacteriological samples
use
*e. Are ready to use
a. Should be rinsed with the water to be sampled before use
b. Should be placed in boiling water for at least 10 minutes before
c. Should be rinsed with a chlorine solution before use
d. Should be rinsed with distilled water before use",Answer: (not marked)
"The standard indicator of potential fecal contamination of a water
supply is
*e. Coliform Presence - Absence
a. Cryptosporidium
b. pH
c. Alkalinity
d. Hardness",Answer: (not marked)
"Where should bacteriological samples be collected?
distribution system
restrooms
e. From several sampling locations around the entire distribution
system, in accordance with a DHS-approved sample siting plan
a. At fixed designated sitesthat are representative of the entire
b. Only from public locations, such as drinking fountains and
c. Only from locations owned by consumers
d. Only from specially constructed sampling stations",Answer: a. At fixed designated sitesthat are representative of the entire
"Storage of bacteriological samples during transport to a laboratory
is best accomplished using
containers
e. No particular sample storage requirements apply, as long as the
samples can be delivered to a laboratory prior to the end of the
work day
a. A clean storage box specifically designed to hold sample
b. An ice chest packed with ice
c. An insulated storage box with ""blue ice"".
d. An insulated storage box with ""dry ice""","Answer: c. An insulated storage box with ""blue ice""."
"Sodium thiosulfate is added in the laboratory to bacteriological
sample bottles to:
time of collection
e. Prevent further growth of bacteria in water samples following
collection
a. Thoroughly disinfect the sample bottle
b. Complete the cleaning and sterilization process
c. Neutralize any residual chlorine present in the sample at the
d. Counteract the effects of sunlight on the water sample",Answer: c. Neutralize any residual chlorine present in the sample at the
"Radiological contaminant concentrations in drinking water are
measured in
*e. None of the above
a. Milligrams per liter
b. Micrograms per liter
c. Nanograms per liter
d. Picograms per liter",Answer: (not marked)
"Which of the following is NOT a characteristic of coliform
organisms?
e. Able to survive with or without oxygen
a. Intestinal origin
b. Will produce carbon dioxide from lactose
c. Less persistent in a water environment than pathogenic organisms
d. Far less numerous than pathogenic organisms",Answer: d. Far less numerous than pathogenic organisms
"A water supply is found to have a calcium carbonate concentration of
50mg/l. This water would be considered
a. soft water
b. hard water
c. potable water
d. non-potable water",Answer: a. soft water
"Cathodic protection refers to protection against
a. contamination
b. corrosion
c. hardness
d. alkalinity",Answer: b. corrosion
"An operator uses to test for residual chlorine
a. DPD
b. Cresol red
c. Methyl orange
d. Sulfuric acid",Answer: a. DPD
"The meniscus on calibrated glassware is read at the:
where gas, liquid, and air all meet at one point
will results in zero error
liquids including water
a. Bottom of curvature for mercury but the top for water
b. Extreme point of contact between the liquid and glass, i.e.,
c. Mid-height of the curvature so that beginning and ending readings
d. Top of curvature for mercury but at the bottom for most other",Answer: d. Top of curvature for mercury but at the bottom for most other
"The type of corrosion caused by the use of dissimilar metal in a
water system is
a. Caustic corrosion
b. Galvanic corrosion
c. Oxygen corrosion
d. Tubercular corrosion",Answer: b. Galvanic corrosion
"Which of the following can cause tastes and odors in a water supply?
a. Dissolved zinc
b. Algae
c. High pH
d. Low pH",Answer: b. Algae
"The primary health risk associated with volatile organic chemicals
(VOCs) is
a. Cancer
b. Acute respiratory diseases
c. ""Blue baby"" syndrome
d. Reduced IQ. in children",Answer: a. Cancer
"Lead in drinking water can result in
a. Impaired mental functioning in children
b. Prostate cancer in men
c. Stomach and intestinal disorders
d. Reduced white blood cell count",Answer: a. Impaired mental functioning in children
"Sodium thiosulfate is used to
a. Buffer chlorine solutions
b. Neutralize chlorine residuals
c. Raise pH d. Sterilize sample bottles",Answer: b. Neutralize chlorine residuals
"Cathodic protection means protection against
a. contamination
b. corrosion
c. hardness
d. infiltration",Answer: b. corrosion
"Under no circumstances should a composite sample be collected for
which type of analysis?
a. Bacteriological
b. Total dissolved solids
c. Alkalinity
d. Turbidity",Answer: a. Bacteriological
"The number of monthly distribution system chlorine residual samples
required is
a. based on water withdrawal permit limit.
b. based on system size.
c. based on population.
d. different for each state.",Answer: c. based on population.
"Which is (are) the ideal indicator for pathogens?
a. Salmonella species
b. Coliform group bacteria
c. Gram-negative cocci
d. Gram-negative coccobacilli",Answer: b. Coliform group bacteria
"When one substance is dissolved in another and will not settle out,
which is the product called?
a. An emulsion
b. A compound
c. A suspension
d. A solution",Answer: d. A solution
"Acids, bases, and salts lacking carbon are
a. ketones.
b. aldehydes.
c. organic compounds.
d. inorganic compounds.",Answer: d. inorganic compounds.
"Which type of sample should always be collected for determining the
presence of coliform bacteria?
a. Time composite.
b. Grab sample.
c. Proportional.
d. Composite.",Answer: b. Grab sample.
"Samples to be tested for coliforms can be refrigerated for up to
hours before analysis, but should be done as soon as possible.
a. 4
b. 6
c. 8
d. 12",Answer: c. 8
"When a water sample is acidified, the final pH of the water must be
a. < 2.0.
b. < 2.5.
c. < 3.0.
d. < 3.5.",Answer: a. < 2.0.
"Which chemical is used to remove residual chlorine from water?
a. Na₂ S₂O₃
b. Na₂SiO₃
c. Na₂SiF₆
d. NaOCl",Answer: a. Na₂ S₂O₃
"When a sample is collected, which causes its quality to begin to
change?
a. CO₂
b. Dissolved gases
c. Biological activity
d. pH",Answer: c. Biological activity
"Chemical analysis for synthetic organic compounds should not be
collected in containers made of
a. polytetrafluoroethylene.
b. stainless steel.
c. polypropylene.
d. borosilicate.",Answer: c. polypropylene.
"How much acid per 100 mL should be used to preserve a sample for
later hardness analyses?
a. 0.1 mL
b. 0.2 mL
c. 0.5 mL
d. 1.0 mL",Answer: c. 0.5 mL
"Conductivity measurements can assist the laboratory analyst in
to the number of free electrons.
particles.
a. measuring the electrical strength, which is directly proportional
b. estimating the concentration of calcium carbonate.
c. evaluating variations in the concentration of suspended
d. determining the degree of mineralization of the water.",Answer: d. determining the degree of mineralization of the water.
"Water that is to be analyzed for inorganic metals should be filtered
for before
a. dissolved metals; analyses
b. suspended metals; analyses
c. dissolved metals; preserving
d. suspended metals; preserving",Answer: c. dissolved metals; preserving
"In routine water quality sampling, which one of the following is an
early warning sign that conditions are becoming more conducive to
sulfate-reducing bacteria?
a. Increase in ferrous iron
b. Increase in ferric iron
c. Dramatic decline in dissolved oxygen
d. Increase in sulfides",Answer: c. Dramatic decline in dissolved oxygen
"Which type of bottle should be used and how should it be cleaned
for taste and odor sample
water C
a. Plastic cleaned with detergent and rinsed with de-ionized water
b. New glass bottles only
c. Glass bottle cleaned with detergent and rinsed with distilled
d. New glass or plastic bottles only rinsed with de-ionized water",Answer: (not marked)
"Which of the following is a strong acid
a. pH=2
b. pH=4
c. pH=5
d. pH=13",Answer: a. pH=2
"Which is the correct order (on the average) from smallest to
largest for the microorganisms below?
a. Giardia cysts, bacteria, viruses
b. Viruses, bacteria, Giardia cysts
c. Bacteria, Giardia cysts, viruses
d. Giardia cysts, viruses, bacteria","Answer: b. Viruses, bacteria, Giardia cysts"
"Which radioactive nuclide is a gas?
a. Radium
b. Uranium
c. Radon
d. Thorium",Answer: c. Radon
"Which type of adverse effects does the secondary contaminant color
have?
may be present
contamination, and tastes
a. Unappealing appearance and indication that dissolved organics
b. Added total dissolved solids and scale, indication of
c. Taste, scale, corrosion, and hardness
d. Undesirable taste and appearance",Answer: a. Unappealing appearance and indication that dissolved organics
"Precursors to the formation of trihalomethanes (THMs) would most
likely come from which source?
a. Domestic and commercial activities
b. Wastewater treatment plants and industrial waters
c. Humic materials
d. Reactions that occur within the treatment plant",Answer: c. Humic materials
"Which gas occurs mainly in groundwater, is heavier than air, and is
odoriferous?
a. Hydrogen sulfide
b. Carbon dioxide
c. Radon
d. Methane",Answer: a. Hydrogen sulfide
"Which adverse effects does the secondary contaminant iron have?
of corrosion
tea, and other beverages
contamination, and tastes
a. Unappealing to drink, undesirable taste, and possible indication
b. Discolored laundry brown and changed taste of water, coffee,
c. Undesirable metallic taste and possible indication of corrosion
d. Added total dissolved solids and scale, indication of sewage","Answer: b. Discolored laundry brown and changed taste of water, coffee,"
"Which species causes typhoid?
a. Salmonella
b. Shigella
c. Klebsiella
d. Pseudomonas",Answer: a. Salmonella
"In humans, Salmonella will cause
a. hemochromatosis.
b. cholera.
c. gastroenteritis.
d. dysentery.",Answer: c. gastroenteritis.
"The freezing point of water is
------------------------------------------------------------------------
.
a. 0°F
b. 32°C
c. 32°F
d. 100°C",Answer: b. 32°C
"An unknown material is found on the bottom of the water within a
drinking water reservoir. Which of the following statements is true
of this substance?
a. It has a specific gravity less than 1.0
b. It has a specific gravity equal to 1.0
c. It has a specific gravity greater than 1.0
d. It has no specific gravity",Answer: c. It has a specific gravity greater than 1.0
"The electrical potential required to transfer electrons from one
compound or element to another is commonly referred to as
a. oxidation-reduction potential (ORP)
b. voltage potential (OHM/P)
c. resistance-impedance potential
d. microMho differential",Answer: a. oxidation-reduction potential (ORP)
"Which of the following is the name given for a turbidity meter that
has reflected or scattered light off suspended particles as a
measurement?
a. HACH colorimeter
b. spectrophotometer
c. Wheaton bridge
d. Nephelometer",Answer: d. Nephelometer
"Which piece of laboratory equipment is used to titrate a chemical
reagent?
a. graduated cylinder
b. burette
c. pipet
d. Buchner funnel",Answer: b. burette
"What is the grain per gallon (gpg) hardness of water that has a
total hardness of 228mg/L ?
e. 133.3
a. 14
b. 3898.8
c. 18
d. 39",Answer: a. 14
"Water hardness is the measure of the concentrations of and
dissolved in the water sample.
e. ferric chlorides and polymers
a. iron , manganese
b. nitrates, nitrites
c. sulfates, bicarbonates
d. calcium & magnesium carbonates",Answer: d. calcium & magnesium carbonates
"A specific class of bacteria that only inhibit the intestines of
warm-blooded animals is referred to as?
a. Eutrophic
b. Pathogenic
c. Salmonella
d. *Fecal coliform",Answer: (not marked)
"When sampling for bacteria in a distribution system, the bacteria
sample bottle is prepared with which chemical inside the bottle
before it is sterilized?
a. copper sulfate
b. chlorine tablets
c. *sodium thiosulfate
d. hydrochloric acid",Answer: (not marked)
"Hard water contains an abundance of
a. sodium
b. iron
c. lead
d. *calcium carbonate",Answer: (not marked)
"Microorganisms from smallest to largest are as follows:
a. Viruses, protozoans, and bacteria
b. Bacteria, viruses, and protozoans
c. Viruses, bacteria, and protozoans
d. Protozoans, bacteria, and viruses","Answer: c. Viruses, bacteria, and protozoans"
"What ls the term for water samples collected at regular intervals
and combined in equal volume with each other?
a. Time grab samples
b. Time flow samples
c. Proportional time composite samples
d. Proportional flow composite samples",Answer: c. Proportional time composite samples
"Which of the following conditions would increase turbidity?
a. decrease in pH
b. increase in alkalinity
c. increase in phosphate concentration
d. increase in organic matter",Answer: d. increase in organic matter
"Water that is to be analyzed for inorganic metals should be
acidified with
a. dilute hydrochloric acid.
b. concentrated hydrochloric acid.
c. dilute nitric acid.
d. concentrated nitric acid.",Answer: d. concentrated nitric acid.
"A solution used to determine the concentration of another solution
is called a
a. saturated solution.
b. standardized solution.
c. concentrated solution.
d. dilute solution.",Answer: b. standardized solution.
"Which method would you use to concentrate and retrieve low numbers
of bacteria from a large quantity of water?
a. Colilert
b. Colisure
c. Membrane filtration
d. MPN (Most Probable Number)",Answer: c. Membrane filtration
"A typical coliform colony in the membrane filter method has the
following characteristics:
on species
a. Blue with lustrous surface sheen
b. Pink to dark red with green metallic surface sheen
c. Pink or yellow with lustrous to metallic surface sheen depending
d. Yellow with silver metallic to lustrous surface sheen",Answer: b. Pink to dark red with green metallic surface sheen
"In the presumptive phase of the Most Probable Number test, how long
does it take for the coliforms to produce gas?
a. 12 to 24 hours
b. 24 to 48 hours
c. 24 to 36 hours
d. 36 to 48 hours",Answer: b. 24 to 48 hours
"Which gas is radioactive, occurs in many groundwater supplies, and
is colorless and odorless?
a. Neon
b. Argon
c. Boron
d. Radon",Answer: d. Radon
"How often should the Langelier Index of the raw and treated water
be calculated?
a. Every 8 hours
b. Every 12 hours
c. Every day
d. Every week",Answer: c. Every day
"Which type of hardness is considered permanent hardness?
a. Carbonate hardness
b. Noncarbonated hardness
c. Calcium hardness
d. Magnesium hardness",Answer: b. Noncarbonated hardness
"Which organisms are prokaryotes and release odorous compounds such
as geosmin and 2-methylisoborneal?
a. Methylomonas
b. Chlorobium
c. Clostridium
d. Cyanobacteria",Answer: d. Cyanobacteria
"Which is the most common radionuclide in water?
a. Radium
b. Uranium
c. Radon
d. Thorium",Answer: a. Radium
"The polarity of water causes the hydrogen part of one water
molecule to be weakly bonded to the oxygen of another water
molecule. This bonding is called
a. ionic.
b. covalent.
c. van der Waals.
d. hydrogen bonding.",Answer: d. hydrogen bonding.
"The process whereby water moves with the air currents in the
atmosphere is called
a. transpiration.
b. evaporation.
c. interception.
d. advection.",Answer: d. advection.
"The most common forms of manganese found in nature are
a. sulfides, inosilicates, and native metal.
b. sulfides and phosphates.
c. oxides, carbonates, and hydroxides.
d. phyllosilicates, tectosilicates, and inosilicates.","Answer: c. oxides, carbonates, and hydroxides."
"Which organisms has the USEPA chosen to suggest assaying water for
as indicators for the inactivation of viruses?
a. Total coliforms
b. Fecal coliforms
c. E-coli
d. Coliphages",Answer: d. Coliphages
"When ingested Giardia cysts mature and multiply, which problem do
they cause?
diarrhea
a. Interfere with nutrient absorption
b. Destroy the lining of the stomach
c. Secrete a toxin, which causes diarrhea
d. Kill millions of cells in the large intestine, which causes",Answer: a. Interfere with nutrient absorption
"Consistency is maintained by providing certified laboratories with
a known concentration of a contaminant. Who oversees the analytical
results of the samples provided to the certified laboratories?
a. USEPA and state primacy programs
b. Primacy agency for each state
c. American Chemical Society
d. US Department of Public Health",Answer: a. USEPA and state primacy programs
"Which type of adverse effect does the secondary contaminant zinc
have?
a. Unappealing taste and possible indication of contamination
b. Added total dissolved solids and stained laundry
c. A laxative effect and undesirable metallic taste
d. Undesirable taste and a milky appearance",Answer: d. Undesirable taste and a milky appearance
"Which statement is true concerning dissolved oxygen?
the water
a. Dissolved oxygen will increase the absorption of carbon dioxide
b. High dissolved oxygen has adverse health effects
c. Most consumers do not prefer high levels of dissolved oxygen in
d. Dissolved oxygen may oxidize iron and manganese",Answer: d. Dissolved oxygen may oxidize iron and manganese
"Zebra mussels multiply and spread so fast because
themselves.
eggs.
a. the female produces over 250,000 eggs in a single season.
b. the larvae are free swimming for 2 or 3 months before attaching
c. they commonly adhere to boats so they move around and disperse
d. they can live out of water for as long as 3 months.",Answer: c. they commonly adhere to boats so they move around and disperse
"Which is the unit of gamma radiation?
a. Muon
b. Neutrino
c. X-ray
d. Photon",Answer: d. Photon
"Which of the following causes lung cancer?
a. Uranium
b. Radium
c. Radon
d. Thorium",Answer: c. Radon
"Which genera of cyanobacteria primarily release neurotoxins?
a. Nodularia
b. Microcystis
c. Anabaena
d. Cylindrospermopsis",Answer: c. Anabaena
"If artificial radionuclides are present in the environment, which
element is most likely to be found?
a. Potassium 20
b. Carbon 14
c. Argon 40
d. Tritium",Answer: d. Tritium
"Beta radiation consists of a(n)
a. electron.
b. neutron.
c. proton.
d. muon.",Answer: a. electron.
"Which naturally occurring radionuclide is most prevalent in
drinking water?
a. Gamma
b. Alpha
c. Beta
d. Muson",Answer: b. Alpha
"Enteric protozoans
a. usually have four stages in their life cycles.
b. are easy to culture.
c. have cysts that can penetrate filters.
d. can be found in very high densities in most lakes.",Answer: c. have cysts that can penetrate filters.
"Which is the size range of Cryptosporidium?
a. 4 to 6μm
b. 6 to 8μm
c. 10 to 12μm
d. 12 to 18μm",Answer: a. 4 to 6μm
"Prolonged Entamoeba histolytica disease can cause amoebic abscesses
which usually occur in the
a. liver.
b. urinary tract.
c. small intestine.
d. kidney.",Answer: a. liver.
"The quantity of dissolved oxygen in water is a function of
a. pH, alkalinity temperature and total dissolved solids
b. Temperature and alkalinity
c. pH and temperature
d. Temperature, pressure and salinity","Answer: d. Temperature, pressure and salinity"
"Which type of solution contains 1 gram equivalent weight of a
reactant compound per liter of solution?
a. Molar solution
b. Molal solution
c. Normal solution
d. Percentage strength solution",Answer: a. Molar solution
"What laboratory device sterilizes laboratory apparatus and
microbial media by using pressurized steam?
a. Muffle furnace
b. Aspirator
c. Autoclave
d. Membrane filter",Answer: c. Autoclave
"What level of threshold odor number (TON) will result in a customer
complaint?
a. 2 TON
b. 3 TON
c. 10 TON",Answer: b. 3 TON
"What is the secondary MCL for odor?
a. 2 TON
b. 3 TON
c. 10 TON",Answer: b. 3 TON
"What element is found in all acids?
a. Fluoride (F)
b. Sulfur (S)
c. Hydrogen (H)
d. Calcium (Ca)",Answer: c. Hydrogen (H)
"The indicator methyl orange is used in the test for:
a. Alkalinity
b. Total hardness
c. Chlorine residual
d. pH",Answer: a. Alkalinity
"Which sugar is used in most coliform fermentation tests?
a. Glucose
b. Lactose
c. Sucrose
d. Maltose",Answer: b. Lactose
"Which group of bacteria is considered a more specific indicator of
fecal contamination than total coliforms?
a. Heterotrophic plate count bacteria
b. Fecal coliforms (e.g., E. coli)
c. Pseudomonas species
d. Cyanobacteria","Answer: b. Fecal coliforms (e.g., E. coli)"
