Front,Back
"First draw samples for the analysis of lead and copper water must be collected from taps where the water has stood motionless in the plumbing for at least
a. 4 hours.
b. 6 hours.
c. 8 hours.
d. 24 hours.",b. 6 hours.
"According to AWWA Standard C651, disinfection of water mains requires 24-hour exposure to which minimum free chlorine residual?
a. 10 mg/L
b. 25 mg/L
c. 50 mg/L
d. 100 mg/L",b. 25 mg/L
"The tensile strength of a pipe is its ability to
a. Stretch or pull without breakage
b. Resist internal pressure without breakage
c. Resist external pressure without breakage
d. Twist or bend without breakage
e. Resist heating without breakage",a. Stretch or pull without breakage
"The lowest point of the inside of a pipe is known as the
a. Pervert
b. Soffit
c. Invert
d. Curb stop
e. None of the above",c. Invert
"A lightweight type of pipe that has a very smooth interior, is essentially corrosion-free, and which is difficult to locate when buried is
a. Polyvinyl chloride
b. Cast iron
c. Ductile iron
d. Concrete cylinder
e. Steel",a. Polyvinyl chloride
"An example of a pipe material that is relatively easy to locate underground is 
a. ABS
b. PVC
c. Polyethylene
d. Reinforced concrete cylinder
e. Asbestos-cement", d. Reinforced concrete cylinder
"--------- is a type of valve typically found in a storage tank of a water distribution system; it closes to prevent the storage tank from overflowing when a pre-set level is reached
a. Ball valve
b. Altitude valve
c. Gate valve
d. Spring valve",b. Altitude valve
"___ is a valve which opens by lifting a round or rectangular gate/wedge out of the path of the fluid; designed for fully open or fully closed service
a. Ball valve
b. Spring valve
c. Altitude valve
d. Gate valve",d. Gate valve
"A __ __ is a form of quarter-turn valve which uses a hollow, perforated, pivoting ball to control flow; it turns 90 degrees by the valve handle.
a. Gate valve
b. Spring valve
c. Ball valve
d. Altitude valve",c. Ball valve
"The sudden closure of a check valve will result in
a. water hammer
b. flow reversal
c. cavitation
d. water aeration",a. water hammer
"A ___ located at the bottom end of suction pipe on a pump opens when the pump operates to allow water to enter the suction pipe, but closes when the pump shuts off
a. Check valve
b. Foot valve
c. Spring valve
d. Ball valve",b. Foot valve
"A valve that automatically shuts off flow into an elevated storage tank when the water level in the tank reaches a preset level is termed a(n)
a. Gate valve
b. Air/vacuum relief valve
c. Wet-barrel hydrant
d. Altitude valve
e. Angle valve",d. Altitude valve
"A normally buried valve located on a street water main and leading to a water service is known as
a. Check valve
b. Gate valve
c. Corporation stop
d. Altitude valve
e. Butterfly valve",c. Corporation stop
"The risk of pipeline damage from water hammer can be reduced by
a. Installation of gate valves
b. Air release valves
c. Repair of defective pipes
d. Trimming pump impellers
e. Rapid closing of pump discharge valves",b. Air release valves
"The proper location for air relief valves is
a. At low points along a pipeline
b. At high points along a pipeline
c. At the bottom of surge tanks
d. At the mid-line of water storage reservoirs
e. At the springline of a pipeline",b. At high points along a pipeline
"When fully open, which of the following will have the highest friction loss?
a. Gate valve
b. Butterfly valve
c. Globe valve
d. Ball valve
e. All will have about the same friction loss.",c. Globe valve
"A nutating disc is found in certain:
a. Centrifugal pumps
b. Positive displacement pumps
c. Main line valves
d. Chemical feeder
e. Water meters",e. Water meters
"The drain hole in a fire hydrant is designed to
a. Release air upon closing the valve
b. Relieve vacuum upon opening the valve
c. Allow access for interior inspection
d. Relieve excess water pressure when closing the valve
e. Remove water from the riser to prevent freezing",e. Remove water from the riser to prevent freezing
"A main break may cause low pressure in the distribution system, which in turn may result in
a. Contamination of the system by backsiphonage
b. Ice formation in the pipes
c. Increase in chlorine residual
d. Water hammer",a. Contamination of the system by backsiphonage
"Check valves are used to prevent
a. Excessive pump pressure
b. Priming
c. Water from flowing in two directions
d. Water hammer",c. Water from flowing in two directions
"To protect stored water from contamination, a ground storage reservoir should system
a. Be totally airtight
b. Have both the overflow pipe and vent screened
c. Have cathodic protection
d. Have its interior surface coated with an AWWA-approved paint",b. Have both the overflow pipe and vent screened
"The least amount of head loss in a pipeline would be caused by a fully open
a. Angle valve
b. Check valve
c. Gate valve
d. Globe valve",c. Gate valve
"The variation in water demand during the course of a day is termed
a. Seasonal variation
b. Fire flow requirements
c. Emergency storage variation
d. The straight line equalization method
e. Diurnal variation",e. Diurnal variation
"The maximum momentary load placed on a water supply system is known as
a. Average daily flow
b. Average daily demand
c. Rated capacity
d. System float
e. Peak demand",e. Peak demand
"Elevated storage tanks are used primarily to
a. Eliminate the need for continuous pumping
b. Minimize variations in the system water pressures
c. Reduce auxiliary power requirements
d. Provide a considerable amount of water for storage
e. Protect against backflows",a. Eliminate the need for continuous pumping
"Because pipe materials come into contact with drinking water, they must conform with
a. Primary drinking water standards
b. Secondary drinking water standards
c. Surface water treatment rule
d. ANSI/NSF Standard 61
e. All of the above",d. ANSI/NSF Standard 61
"Pipe with a C factor of 140 is regarded as having
a. Extremely smooth interior
b. Extremely rough interior
c. Extremely high corrosion resistance
d. Extremely low corrosion resistance
e. A purple color",a. Extremely smooth interior
"If possible, a water main leak should be repaired under pressure to
a. Prevent contamination of the water line
b. Prevent flooding of basements
c. Save repair time
d. Use fewer materials
e. All of the above",a. Prevent contamination of the water line
"A system for the prevention of corrosion is called
a. Water hammer
b. Reverse osmosis
c. Diurnal variation
d. A foot valve
e. Cathodic protection",e. Cathodic protection
"What category of meters is exemplified by propeller and turbine types?
a. Differential pressure
b. Positive displacement
c. Mass flow
d. Velocity",d. Velocity
"The hydraulic grade line in a pipeline is normally determined by
a. Reading pressure gauges
b. Checking for backflow
c. Opening fire hydrants on each loop of the system
d. Using a leak detector
e. A venturi meter",a. Reading pressure gauges
"The slope of the hydraulic grade line is due to
a. Well elevations
b. Elevations of storage facilities
c. Pumping
d. Backflows
e. Friction loss",e. Friction loss
"A venturi is a device used to
a. Increase water flow
b. Decrease water flow
c. Regulate water flow
d. Stop or start water flow
e. Measure water flow",e. Measure water flow
"The most commonly used meter on small diameter domestic service is the
a. Venturi meter
b. Propeller meter
c. Orifice plate meter
d. Compound meter
e. Nutating disc meter",e. Nutating disc meter
"The valve type most commonly used for isolation in a water distribution system is the
a. Gate valve
b. Air relief valve
c. Globe valve
d. Ball valve
e. Butterfly valve",a. Gate valve
"Which of the following is a device used to measure flow?
a. Baffle
b. Diversion box
c. Stop logs
d. Weir
e. None of the above",d. Weir
"A compound meter is a device which customers electricity
a. Is installed to allow automated meter reading
b. Can be installed to measure water use by as many as 12 separate
c. Provides accurate readings over a wide range of flows
d. Electronically records peak flows, as a demand meter does for
e. Is a typical residential water flow meter",c. Provides accurate readings over a wide range of flows
"Magnetic flow meters and ultrasonic flow meters are well suited to measure flow rates of water with a large concentration of suspended solids, because they have
a. The best accuracy of any meters
b. No parts within the flow stream
c. Easily accessed cleanout ports
d. Simple recalibration procedures
e. All of the above",b. No parts within the flow stream
"The most common valve in a water distribution system is the
a. Gate valve
b. Air relief valve
c. Globe valve
d. Ball valve
e. Butterfly valve",a. Gate valve
"An example of a pressure-differential type water meter is a
a. Venturi meter
b. Propeller meter
c. Nutating disk meter
d. Magnetic flow meter",a. Venturi meter
"An abnormal flow condition caused by a difference in water pressures is known as:
a. Backflow
b. Reverse osmosis
c. Peak demand
d. Fire flow
e. Minimum daily requirement",a. Backflow
"""Backflow Device"" is a term used to describe a device that water supply
a. connects three inlet lines with one outlet line
b. lets air into valve vaults
c. prevents flow of potentially contaminated source into a drinking
d. tests for oxygen deficiency in valve vaults
e. prevents backflow of water through an out-of-service pump",c. prevents flow of potentially contaminated source into a drinking
"A cross-connection means
a. Four pipelines tied together
b. A T-shaped tool
c. A connection between potable water and unapproved water supplies
d. A backflow caused by negative pressure
e. A connection between two or more pressure zones",c. A connection between potable water and unapproved water supplies
"Egress is normally required (per OSHA guidelines) for trenches of what minimum depth?
a. 4 feet
b. 5 feet
c. 6 feet
d. 7 feet
e. 8 feet",a. 4 feet
"A backflow prevention device that can be used in any cross-connection situation is a
a. Pressure vacuum breaker
b. Single check valve
c. Double check valve
d. Reduced pressure zone device
e. Atmospheric vacuum breaker",d. Reduced pressure zone device
"A backflow prevention device that is designed for intermittent use in situations where there is no backpressure, such as toilet flush valves and lawn sprinkler systems is a
a. Pressure vacuum breaker
b. Single check valve
c. Double check valve
d. Reduced pressure zone device
e. Atmospheric vacuum breaker",e. Atmospheric vacuum breaker
"Two hydraulic conditions can induce backflow. These are backsiphonage and
a. Peak flow
b. Diurnal flow
c. Faulty solenoid valves
d. Back pressure
e. Fire flow",d. Back pressure
"From a sanitary standpoint, the pressure in a distribution system should never be allowed to fall to zero because:
a. low pressure allows bacteria to multiply
b. ground water may enter and back siphonage may occur
c. the chlorine residual will drop faster
d. the main may collapse",b. ground water may enter and back siphonage may occur
"The primary purpose of pressure-reducing valves between water system pressure zones is to
a. Minimize surge
b. Reduce downstream pressure
c. Control flows
d. Reduce upstream pressure",b. Reduce downstream pressure
"An example of a pipe material that is difficult to locate underground is
a. Mortar lined and coated steel
b. Reinforced concrete cylinder
c. Ductile iron
d. Asbestos-cement
e. Steel",d. Asbestos-cement
"Sleeve-type and ""victaulic"" couplings are the most common forms of
a. Mechanical couplings
b. Welded joints
c. Asbestos-cement pipe fittings
d. PVC pipe fittings
e. Flanged joints",a. Mechanical couplings
"A typical installation site for a compound meter is flows
a. Any small commercial business
b. A common single location with as many as 12 separate customers
c. A large industrial user
d. Any location that requires the electronic monitoring of peak
e. A typical residential water flow meter",c. A large industrial user
"An example of a pressure-differential type water meter is a:
a. Venturi meter
b. Propeller meter
c. Nutating disk meter
d. Magnetic flow meter
e. Ultrasonic flow meter",a. Venturi meter
"When closing a hydrant, it should be valve
a. Closed rapidly to minimize water loss
b. Closed slowly to reduce surges
c. Closed using a standard valve key
d. Closed using a standard pipe wrench
e. Closed at the street valve and left slightly open at the hydrant",b. Closed slowly to reduce surges
"Dry-barrel fire hydrants have their operating valves
a. In the base
b. In the head
c. Either of the above, depending on the manufacturer
d. In the street several feet away from the riser
e. None of the above",a. In the base
"An example of a valve that has a 90 degree travel is a
a. Butterfly valve
b. Plug valve
c. Ball valve
d. All of the above
e. None of the above",d. All of the above
"The valve type most commonly found on the discharge of a pump or well, and installed to prevent reverse flows is the
a. Gate valve
b. Check valve
c. Globe valve
d. Butterfly valve
e. Ball or Plug valve",b. Check valve
"Features that impact the ""K"" factor for measuring friction in pipelines include
a. Pipe length
b. Pipe type
c. Number of valves
d. Type of valves
e. All of the above",e. All of the above
"A completely fail-safe means of backflow prevention is
a. Atmospheric vacuum breaker
b. Pressure vacuum breaker
c. Air gap
d. Check valve
e. Double check valve",c. Air gap
"Back-siphonage is defined as: water supply. the plumbing fixture.
a. Back flow that occurs when a vacuum exists.
b. Increase in pressure.
c. Interconnection between the plumbing systems in the building and
d. Open end of a water supply through which water is discharged in",a. Back flow that occurs when a vacuum exists.
"A venturi tube increases the velocity and decreases the pressure as water flows through it. This type of tube is used to measure the:
a. Amount of chlorine in the water.
b. Amount of turbidity in the water.
c. Rate of aeration.
d. Rate of water flowing through it.",d. Rate of water flowing through it.
"A venturi meter measures flow of a fluid in a pipe based upon the: portion of the pipe
a. Difference in pressure between a constricted and a full-size
b. Electronic measurement
c. Velocity of the fluid past a given point
d. Weight of the fluid",a. Difference in pressure between a constricted and a full-size
"Valves are provided in a distribution system to
a. Detect any safety hazards.
b. Detect weak links in the system.
c. Isolate small areas for maintenance and emergency conditions.
d. Reduce costs of maintenance.",c. Isolate small areas for maintenance and emergency conditions.
"A connection that is made into a main that is under pressure is called a:
a. Cross connection
b. Dry Tap
c. Wet Tap
d. Valve Box",c. Wet Tap
"Because it permits flow in only one direction, which valve would help you determine the direction of the fluid flow?
a. Butterfly valve
b. Check Valve
c. Pressure valve
d. Gate valve",b. Check Valve
"The size of water mains, pumping stations, and storage tanks is primarily determined by: year.
a. Maximum day demand during a 24 hr period during the previous
b. Population served
c. Per-capita water use
d. Fire protection requirement",d. Fire protection requirement
"Firefighting may cause low pressure in an area of the distribution system. This low pressure might lead to:
a. contamination of the system by back-siphonage
b. ice formation in the pipes
c. loss of chlorine residual
d. None of the above",a. contamination of the system by back-siphonage
"The problem caused by dissolved carbon dioxide in the water of the distribution system is
a. Increased trihalomethanes (THMs)
b. Corrosion
c. Excessive encrustation
d. Tastes and odors",b. Corrosion
"The peak capacity of water mains is often reduced by
a. High pressure
b. Looping
c. Tuberculation
d. Vacuum breakers",c. Tuberculation
"When using the AWWA spray method for disinfecting the interior walls of water tanks, the minimum applied chlorine dose is
a. 5 ppm
b. 50 ppm
c. 10 ppm
d. 200 ppm",d. 200 ppm
"Water should be delivered with a minimum working pressure of:
a. 45 psi
a. 100 psi
b. 35 psi
c. 50 psi
d. 15 psi",b. 35 psi
"Thrust blocks are installed to
a. boost flexible joints.
b. boost water pressure.
c. minimize corrosion
d. prevent movement of pipes & joints.",d. prevent movement of pipes & joints.
"Distribution system pressure (even during fire fighting demands) should not be allowed to drop below psi.
a. 0
b. 5
c. 20
d. 40",c. 20
"Whenever possible the end of a distribution system should be
a. inspected
b. looped.
c. plugged
d. capped",b. looped.
"The three common types of plastic pipes are listed as PVC, PE, & PB. These names refer to the:
a. Chemical resistance of the pipe
b. Composition of the pipe
c. Pressure for which the pipe is designed
d. Types of appropriate application",b. Composition of the pipe
"An invert of a pipe is located:
a. According to the pipe manufacturers specifications
b. At the inside bottom of the pipe
c. At the inside cross section
d. At the outside bottom of the pipe",b. At the inside bottom of the pipe
"An Altitude valve is a device used to:
a. turn water flow off or on
b. allow two or more pumps to alternate operation
c. prevent backflow due to a cross connection
d. regulate the water surface level in a water storage tank
e. none of the above",d. regulate the water surface level in a water storage tank
"The type of corrosion caused by the use of dissimilar metal in a water system is
a. Caustic corrosion
b. Galvanic corrosion
c. Oxygen corrosion
d. Tubercular corrosion",b. Galvanic corrosion
"The best way to protect the water supply from contamination by cross-connection is:
a. A double check valve
b. A vacuum breaker
c. An air gap
d. A reduced pressure zone device",c. An air gap
"The positive side of the cathodic protection system is the:
a. Tank
b. Cathode
c. Rectifier
d. Sacrificial anode",d. Sacrificial anode
"A flow meter on a fire line would probably be a:
a. Venturi meter
b. Nutating disk meter
c. Oscillating piston meter
d. Compound meter",a. Venturi meter
"When filling a main, the water velocity should never exceed:
a. 1 ft/sec
b. 2.5 ft/sec
c. 10 ft/sec
d. 20 ft/sec",b. 2.5 ft/sec
"When two storage tanks that serve the same area have different overflow elevations, what type of valve should be included on the lower tank?
a. Check valve
b. Altitude valve
c. Air relief valve
d. Ball valve",b. Altitude valve
"Water hammer is caused by:
a. Opening a valve too slowly
b. Closing a valve too quickly
c. Excessive hardness
d. High pressure on the suction side of a pump",b. Closing a valve too quickly
"Comprehensive maps of medium to large systems generally have scales ranging from
a. 250–500 feet to 1 inch.
b. 500–1,000 feet to 1 inch.
c. 1,000–1,500 feet to 1 inch.
d. 1,500–2,000 feet to 1 inch.","b. 500–1,000 feet to 1 inch."
"Sectional maps generally have scales ranging from
a. 50–100 feet to 1 inch.
b. 100–200 feet to 1 inch.
c. 200–250 feet to 1 inch.
d. 250–400 feet to 1 inch.",b. 100–200 feet to 1 inch.
"A comprehensive map should be it.
a. compact enough to fit in a folder.
b. as large as possible.
c. as detailed as possible.
d. written in technical language so that only engineers can read",a. compact enough to fit in a folder.
"On a plan and profile drawing, what does the abbreviation EL mean?
a. English language
b. Estimated length
c. Electric
d. Elevation",d. Elevation
"When comparing friction loss in various types of pipes, a larger Hazen–Williams C value indicates the pipe
a. is rougher inside
b. is rougher outside
d. is able to withstand a higher pressure
c. is smoother inside",c. is smoother inside
"What is the recommended minimum contact time for the chlorine slug method on water mains?
a. 3 hours
b. 6 hours
c. 10 hours
d. 12 hours",a. 3 hours
"A potable water supply discharges into an irrigation water storage tank. The 3-inch potable supply line should be terminated 112. ------------------------------------------------------------------------ has been implicated in more waterborne disease outbreaks than any other factor.
a. Above the tank overflow by at least two pipe diameters
b. Above the tank outlet by at least two pipe diameters
c. Below the tank outlet by at least two pipe diameters
d. Level with the tank outlet
e. Level with the tank overflow
a. improper treatment
b. main breaks
c. improper or inadequate flushing
d. backflow",b. main breaks
"A physical link between a potable water supply and one of unknown or questionable quality is
a. a cross connection
b. a Tier 1 violation
c. a Boil Water Advisory
d. a backflow prevention assembly",a. a cross connection
"The best cross connection device is 115. ------------------------------------------------------------------------ corrosion is the corrosivity due to dissimilar metals.
a. air gap
b. double check
c. atmospheric vacuum breaker
d. barometric loop
a. saline
b. hydroxyl
c. excessive
d. galvanic",d. galvanic
"The two types of backflow are
a. backsiphonage and backpressure
b. backpressure and cavitation
c. air gap and rpz
d. dynamic and backsiphonage",a. backsiphonage and backpressure
"This device is approved to protect against backflow and backsiphonage in high hazard applications.
a. double check valve assembly
b. vacuum pressure breaker
c. a hose bib
d. reduced pressure zone assembly",d. reduced pressure zone assembly
"Coupon testing is a viable indicator of
a. treatment optimization
b. the speed at which macrofloc is formed
c. the corrosive or scale forming tendencies of your water
d. the super saturation level of dissolved oxygen in your water",c. the corrosive or scale forming tendencies of your water
"An atmospheric vacuum breaker backflow prevention device protects against
a. backflow
b. backsiphonage and backpressure
c. neither
d. backsiphonage",d. backsiphonage
"An approved air gap separation must be
a. 12 inches or 3 times the diameter whichever is greater
b. 2 times the inside diameter or a minimum of 1 inch
c. 0.785 × D^(′) × D^(′)
d. a barometric loop",b. 2 times the inside diameter or a minimum of 1 inch
"Cathodic protection refers to
a. personal protective equipment
b. thermal electric protection
c. corrosion
d. filtration",c. corrosion
"Which of the following physical factors does not influence the rate of corrosion
a. Higher flow velocities
b. Higher water temperatures
c. Higher system pressures
d. Higher alkalinity levels",d. Higher alkalinity levels
"The most serious potential problem that water distribution systems can experience during high flows such as during fire fighting is:
a. Back-siphonage caused by negative or low pressures
b. Movement of buried pipes caused by surge
c. Loss of chlorine residual in system
d. Temporary dirty-water complaints",a. Back-siphonage caused by negative or low pressures
"A new section of pipeline must be disinfected:
a. at the factory
b. after delivery to utility storage yards
c. after installation and prior to potable use
d. just before delivery to the site",c. after installation and prior to potable use
"Which water quality complaint is the most common for most utilities?
a. Appearance of the water
b. Taste and odors
c. Stained laundry and plumbing fixtures
d. Illness caused by the water",b. Taste and odors
"When using the continuous feed method of disinfection, a new water main should be flushed, disinfected at 50 mg/L, and held at above 25 mg/L for at least
a. 6 hours
b. 12 hours
c. 24 hours
d. 36 hours
e. 48 hours",c. 24 hours
"If a water system collects at least 40 samples per month for total coliforms, the percent of total coliform positive samples acceptable to remain in compliance is
a. No more than 2%
b. No more than 3%
c. No more than 4%
d. No more than 5%",d. No more than 5%
"Water systems are required to achieve at least ------------------------------------------------------------------------ removal and/or inactivation of viruses between a point where the raw water is not subject to recontamination by surface water runoff and a point downstream before or at the first customer.
a. 2 log
b. 2.5 log
c. 3 log
d. 4 log",d. 4 log
"Where are the sampling points located for required sampling of organics (except trihalomethanes) in a community water system? 25% at the farthest points in the distribution system points within the distribution system
a. Representative points within the distribution system
b. 75% at locations representative of population distribution and
c. Entry points to the distribution system
d. Entry points to the distribution system and representative",c. Entry points to the distribution system
"Where are the sampling point(s) located for required sampling of natural radionuclides in a community water system? 25% at the farthest points in the distribution system
a. Consumer’s faucet
b. Representative points within the distribution system
c. Each entry point to the system
d. 75% at locations representative of population distribution and",c. Each entry point to the system
"Continuous chlorine residual monitoring is required where the water enters the distribution system under the Surface Water Treatment Rule when the
a. population served is >3,300 people.
b. population served is >10,000 people.
c. number of taps is >1,000.
d. number of taps is >2,500.","a. population served is >3,300 people."
"Small and medium-size utilities are considered to have optimal corrosion control if they meet the lead and copper action levels for
a. One sampling period
b. Two consecutive sampling periods
c. Three consecutive sampling periods
d. Four consecutive sampling periods",c. Three consecutive sampling periods
"Surge tanks in the water system are used for?
a. Eliminating water hammer and prevent pressure spikes
b. Eliminating tastes and odors
c. Eliminating excessive chlorine dosage
d. Eliminating Iron and Manganese",a. Eliminating water hammer and prevent pressure spikes
"Which type of pipe joint for connecting water pipes has the advantage of moderate deflection and gaskets that absorb vibration and pipe movement?
a. flanged joint
b. victaulic joint
c. dresser coupling
d. restrained joint",c. dresser coupling
"Which type of joint for connecting water pipes has the disadvantage of having a groove that weakens the pipe wall?
a. flanged joint
b. victaulic joint
c. dresser coupling
d. restrained joint",b. victaulic joint
"What is the primary purpose of a water distribution system?
a. To collect rainwater for storage
b. To distribute treated water to consumers reliably and safely
c. To filter raw water before treatment
d. To transport wastewater to treatment facilities",b. To distribute treated water to consumers reliably and safely
"Which of the following factors primarily affects head loss in a water distribution pipeline?
a. Pipe diameter and roughness
b. Water color and temperature
c. Air pressure and elevation
d. Chlorine residual and pH level",a. Pipe diameter and roughness
"What is the main cause of water hammer in a distribution system?
a. A sudden drop in water temperature
b. Rapid opening or closing of valves, causing pressure surges
c. Corrosion buildup inside pipes
d. A decrease in chlorine residual","b. Rapid opening or closing of valves, causing pressure surges"
"In a water distribution network, what is the function of an air release valve?
a. To increase water pressure in the system
b. To remove trapped air and prevent air locks
c. To control chlorine dosing in pipelines
d. To detect leaks in underground pipelines",b. To remove trapped air and prevent air locks
"Which type of pipe material is most resistant to corrosion in water distribution systems?
a. Ductile iron
b. Copper
c. PVC (Polyvinyl chloride)
d. Concrete",c. PVC (Polyvinyl chloride)
"The term “residual chlorine” in a distribution system refers to: prevent microbial regrowth
a. The total chlorine added during treatment
b. The chlorine that remains in the water after treatment to
c. The chlorine used up in reactions with organic matter
d. The chlorine that evaporates when exposed to air",b. The chlorine that remains in the water after treatment to
"Which of the following methods is commonly used to detect leaks in a water distribution system?
a. Pressure monitoring and acoustic leak detection
b. Visual inspection of all pipes
c. Adding dye to the water supply
d. Testing for increased pH levels",a. Pressure monitoring and acoustic leak detection
"What is the function of a pressure reducing valve (PRV) in a water distribution system?
a. To increase water velocity in the network
b. To lower excessive water pressure and prevent pipe damage
c. To remove air pockets from pipelines
d. To disinfect water before it reaches consumers",b. To lower excessive water pressure and prevent pipe damage
"In a looped water distribution system, what is the primary advantage over a branched (tree) system?
a. It ensures better pressure maintenance and redundancy
b. It requires fewer pipelines
c. It eliminates the need for pumping stations
d. It requires less maintenance",a. It ensures better pressure maintenance and redundancy
"Which type of pump is most commonly used in large-scale water distribution systems?
a. Diaphragm pump
b. Reciprocating pump
c. Centrifugal pump
d. Peristaltic pump",c. Centrifugal pump
"In a water distribution system, which of the following can contribute to biofilm formation inside pipelines?
a. Low residual chlorine levels and stagnant water
b. High water pressure and fast flow rates
c. High pH and excessive fluoride levels
d. Frequent flushing of pipelines",a. Low residual chlorine levels and stagnant water
