Front,Back
"Maximum Safe Yield of a water source is defined as:
over a period of - years without depleting the source permanently.
a. Where the state health department has approved the source of use.
b. The quantity of water that can be taken from a source of supply
c. Water that is free of bacteria.
d. Quantity of water that may be treated in the plant.",Answer: (not marked)
"Water that has been used to carry solids away from a home or office
into a treatment facility is referred to as
a. *wastewater or sewage
b. potable
c. seawater intrusion injection water
d. riparian water",Answer: (not marked)
"The term aquifer refers to:
a. A special type of aquaduct.
b. A natural sourree of water.
c. Potable water.
d. Water bearing strata.",Answer: d. Water bearing strata.
"The use of a well supply as a source normally results in:
a. Water that is high in nitrates
b. Water of consistent quality
c. Water very high in mineral content
d. Water that is considered ""soft"".",Answer: b. Water of consistent quality
"When underground water is under pressure greater than atmospheric
pressure and could rise above the its confining space and above the
ground level is referred to as a(n)
a. aquifer
b. anaerobic condition
c. artesian effect
d. pressure gradient",Answer: c. artesian effect
"The water right to put it to beneficial use of the surface water
adjacent to your land is called water.
a. wastewater
b. riparian
c. filter ripening
d. infiltration",Answer: b. riparian
"The gradual flow or movement of water into and through the pores of
the soil is called
a. *percolation
b. run-off
c. impermeable flow
d. evapotranspiration",Answer: (not marked)
"How much water a material will hold depends on its
a. size and volume.
b. permeability.
c. hydraulic conductivity.
d. porosity.",Answer: d. porosity.
"Streams that flow only occasionally are called
a. annual streams.
b. perennial streams.
c. ephemeral streams.
d. intermittent streams.",Answer: c. ephemeral streams.
"The movement of water from leaves, grasses, and other plants to the
atmosphere is called
a. organic evaporation.
b. condensation.
c. transpiration.
d. capillary action.",Answer: c. transpiration.
"Groundwaters generally have consistent water quality that include
water
a. having a higher total dissolved solids content than surface
b. having a lower mineral content than surface waters
c. having lower pH values than surface waters
d. having a higher amount of bacteria than surface waters",Answer: a. having a higher total dissolved solids content than surface
"The height to which water will rise in wells located in an artesian
aquifer is called the
------------------------------------------------------------------------
.
a. Pumping water level
b. Water table
c. Piezometric surface
d. Drawdown",Answer: c. Piezometric surface
"Oligotrophic is defined as an
free swimming in the adult stage.
a. organism that requires very little light.
b. organism that feeds on the bottom.
c. low nutrient body of water with abundant oxygen.
d. organism that is sessile in the immature stage, but later becomes",Answer: c. low nutrient body of water with abundant oxygen.
"Where will lake water first become anaerobic?
a. In the hypolimnion
b. In the mesolimnion
c. In the thermocline
d. In the epilimnion",Answer: a. In the hypolimnion
"Which statement is true concerning dissolved oxygen (DO)?
a. Warm water contains more DO than cold water
b. Cold water contains more DO than warm water
c. Saline water contains more DO than fresh water
d. Temperature and salinity have no impact on DO",Answer: b. Cold water contains more DO than warm water
"A conventional water treatment plant in a rich farming area has to
treat water high in nitrates. Which is its best course of action in
the long term?
system
a. Manage watershed to prevent nitrates from entering the water
b. Change its treatment to ion exchange
c. Change its treatment to reverse osmosis
d. Add a strong oxidation chemical before coagulation",Answer: a. Manage watershed to prevent nitrates from entering the water
"Which is the source of most radioactive contamination in water?
way into the water cycle
and nuclear plant accidents
a. It is naturally occurring
b. It comes from medical waste deposited in landfills that works its
c. It comes from improper mining operations
d. It comes from nuclear power plant waste, past nuclear testing,",Answer: a. It is naturally occurring
"Which would most likely be the source of contaminants that include
inorganic compounds, petroleum products, and heavy metals?
a. Land application of wastewater
b. Deicing activities to control snow and ice on roads
c. Liquid waste storage ponds
d. Infiltration of urban runoff",Answer: d. Infiltration of urban runoff
"Destratification of a lake will often reduce
a. turbidity.
b. nutrients.
c. fish.
d. algae.",Answer: d. algae.
"Which is an unconsolidated material?
a. Limestone
b. Sand
c. Fractured rock
d. Volcanic rock",Answer: b. Sand
"A term used to describe cloud formation is
a. transpiration.
b. evaporation.
c. condensation.
d. precipitation.",Answer: c. condensation.
"Immediately above the water table is the
a. aquifer zone.
b. unsaturated zone.
c. unconfined aquifer.
d. recharge zone.",Answer: b. unsaturated zone.
"A benefit of water conservation would be
a. reduced demand on supply source.
b. loss of revenue for the utility.
c. possible stimulation of water service growth.
d. difficulty dealing with drought conditions.",Answer: a. reduced demand on supply source.
"A lake would be considered polluted if it had a preponderance of
a. green algae.
b. blue-green algae.
c. yellow-green algae.
d. golden-brown algae.",Answer: b. blue-green algae.
"When drilling a well it is important to identify (log) the various
formations below the surface. Which type of logging measures how
controlled radiation penetrates the different formations below the
surface?
a. Electric logging
b. Magnetic-reversal logging
c. Gamma-ray logging
d. X-ray logging",Answer: c. Gamma-ray logging
"Water primarily becomes capable of dissolving iron and manganese
because
making the water capable of dissolving iron and manganese.
water capable of dissolving iron and manganese due to acid rain.
a. of acid rain.
b. oxygen reacts with iron and manganese.
c. oxygen is removed by the decomposition of organic materials
d. erosional forces bring iron and manganese into contact with",Answer: c. oxygen is removed by the decomposition of organic materials
"The outside boundary of a watershed would be defined by a
a. saddle.
b. ridge.
c. river.
d. county, state, or country boundary.",Answer: b. ridge.
"Lakes and reservoirs that are (rich) in nutrients are referred to
as
a. Mesotrophic
b. Dimictic
c. Oligotrophic
d. Eutrophic",Answer: c. Oligotrophic
"The zone affected by the drawdown extends outward from a well from
at a distance that is dependent on the porosity of the soil.
a. Cone of depression
b. Water table
c. Aquifer
d. Radius of influence",Answer: a. Cone of depression
"What is a part of the well construction that is used to protect the
aquifer, that is space between the drill hole and the well’s
protective casing?
a. Grout Seal
b. Well Screen
c. Well Cap
d. Gravel Pack",Answer: a. Grout Seal
"What is groundwater?
a. Water found in rivers and lakes
b. Water stored in underground aquifers
c. Water that falls as precipitation
d. Water that evaporates from oceans",Answer: b. Water stored in underground aquifers
"Which of the following formations stores and transmits groundwater?
a. Aquifer
b. Watershed
c. Reservoir
d. Glacier",Answer: a. Aquifer
"What is the process by which water moves from the surface into
underground aquifers?
a. Evaporation
b. Precipitation
c. Infiltration
d. Condensation",Answer: c. Infiltration
"Which of the following is NOT a source of groundwater recharge?
a. Rainwater infiltration
b. Seepage from rivers and lakes
c. Water from irrigation
d. Water flowing through pipelines",Answer: d. Water flowing through pipelines
"Which type of rock formation allows the easiest movement of
groundwater?
a. Clay
b. Granite
c. Sandstone
d. Basalt",Answer: c. Sandstone
"What is the term for the upper boundary of groundwater in an
aquifer?
a. Water table
b. Permeability layer
c. Evaporation line
d. Watershed",Answer: a. Water table
"What causes the water table to drop?
a. Heavy rainfall
b. Over-extraction of groundwater
c. Increase in humidity
d. Melting of glaciers",Answer: b. Over-extraction of groundwater
"Which of the following is a major concern related to groundwater
overuse?
a. Increased rainfall
b. Ground subsidence and land sinking
c. Increase in river flow
d. Less cloud formation",Answer: b. Ground subsidence and land sinking
"How can groundwater contamination occur?
a. Overuse of fertilizers and pesticides
b. Leakage from septic tanks
c. Industrial chemical spills
d. All of the above",Answer: d. All of the above
"What is the term for an aquifer that is sandwiched between two
impermeable layers?
a. Confined aquifer
b. Unconfined aquifer
c. Perched aquifer
d. Water table aquifer",Answer: a. Confined aquifer
"What is the main advantage of using groundwater over surface water
for drinking?
a. It is always free from contaminants
b. It is usually available in unlimited amounts
c. It is naturally filtered and often cleaner
d. It does not require pumping to extract",Answer: c. It is naturally filtered and often cleaner
"What is a well that taps into an aquifer and brings water to the
surface due to natural pressure called?
a. Dug well
b. Artesian well
c. Hand pump well
d. Borehole",Answer: b. Artesian well
"Which human activity contributes most to groundwater depletion?
a. Domestic water use
b. Agricultural irrigation
c. Hydroelectric power generation
d. Fishing",Answer: b. Agricultural irrigation
"What type of pollution is most commonly associated with groundwater
contamination?
a. Oil spills
b. Pesticides and nitrates from agriculture
c. Plastic waste
d. Carbon dioxide emissions",Answer: b. Pesticides and nitrates from agriculture
"How can we help conserve groundwater resources?
a. Reduce excessive irrigation
b. Use rainwater harvesting
c. Prevent industrial waste dumping
d. All of the above",Answer: d. All of the above
"Which of the following is an example of a surface water source?
a. Wells
b. Aquifers
c. Rivers
d. Springs",Answer: c. Rivers
"What is the largest natural source of freshwater on Earth?
a. Rivers
b. Glaciers and ice caps
c. Groundwater
d. Lakes",Answer: b. Glaciers and ice caps
"Groundwater is found in which of the following?
a. Oceans
b. Streams
c. Aquifers
d. Clouds",Answer: c. Aquifers
"Which process allows water to seep into the ground and replenish
groundwater supplies?
a. Condensation
b. Infiltration
c. Evaporation
d. Transpiration",Answer: b. Infiltration
"Which of the following is NOT considered a freshwater source?
a. River
b. Pond
c. Ocean
d. Lake",Answer: c. Ocean
"What is a watershed?
a. A storage tank for rainwater
b. A land area that drains water into a common water body
c. A pipeline system for transporting water
d. A type of underground water source",Answer: b. A land area that drains water into a common water body
"What is the process of removing salt from seawater to make it
drinkable?
a. Filtration
b. Distillation
c. Desalination
d. Sedimentation",Answer: c. Desalination
"Which of the following is a human-made water source?
a. Ocean
b. River
c. Reservoir
d. Glacier",Answer: c. Reservoir
"Which of the following is a major concern about using surface water
as a drinking water source?
a. It is too abundant
b. It is often contaminated with pollutants
c. It is always safe to drink without treatment
d. It does not contain dissolved minerals",Answer: b. It is often contaminated with pollutants
"What is the main cause of groundwater depletion?
a. Increased rainfall
b. Overuse and excessive pumping
c. Lack of rivers
d. Reduced industrial activities",Answer: b. Overuse and excessive pumping
"Which of the following is NOT a primary source of freshwater?
a. Rivers
b. Oceans
c. Lakes
d. Groundwater",Answer: b. Oceans
"Groundwater is stored in which of the following?
a. Reservoirs
b. Aquifers
c. Glaciers
d. Lakes",Answer: b. Aquifers
"Which process is responsible for replenishing groundwater?
a. Condensation
b. Evaporation
c. Precipitation
d. Infiltration",Answer: d. Infiltration
"Surface water includes which of the following?
a. Rainwater stored in tanks
b. Water flowing through rivers
c. Water inside deep wells
d. Underground water",Answer: b. Water flowing through rivers
"Which of the following is the largest source of freshwater on
Earth?
a. Rivers
b. Lakes
c. Groundwater
d. Glaciers and ice caps",Answer: d. Glaciers and ice caps
"What is the main cause of groundwater depletion?
a. Increased rainfall
b. Overuse and excessive pumping
c. Reduced industrial activities
d. Strong winds",Answer: b. Overuse and excessive pumping
"Which of the following best describes a watershed?
a. A structure used to store rainwater
b. A region where all water drains to a common point
c. A man-made lake for storing water
d. A pipeline system for transporting water",Answer: b. A region where all water drains to a common point
"Desalination is a process used to obtain freshwater from which
source?
a. Lakes
b. Rivers
c. Oceans
d. Groundwater",Answer: c. Oceans
"Which of the following is a major concern regarding surface water
as a drinking water source?
a. Low availability
b. High salt content
c. Potential contamination by pollutants
d. Difficulty in accessing",Answer: c. Potential contamination by pollutants
"What is the term for water that exists below the Earth’s surface in
soil and rock formations?
a. Surface water
b. Runoff water
c. Groundwater
d. Stormwater",Answer: c. Groundwater
