Front,Back
"The term MCLG means the margin of safety
a. Maximum allowable level in drinking water
b. Level below which no known/suspected adverse effects occur with
c. Level that triggers Tier 1 violation
d. Minimum detectable level",b. Level below which no known/suspected adverse effects occur with
"The main difference between Tier 1 and Tier 2 violations is
a. Tier 1 has direct adverse health effects; Tier 2 does not
b. Tier 1 requires public notice; Tier 2 does not
c. Tier 1 is acute; Tier 2 is not acute
d. Tier 1 has legal consequences; Tier 2 does not",c. Tier 1 is acute; Tier 2 is not acute
"The most important well-site factor from a health standpoint is
a. Anticipated yield
b. Availability of power
c. Distance from other wells
d. Vulnerability (to contamination)",d. Vulnerability (to contamination)
"Trihalomethanes (THMs) are classified as
a. Metals
b. Inorganic constituents
c. Secondary standards
d. Radiological contaminants
e. Volatile organic compounds",e. Volatile organic compounds
"“Primacy” means
a. States can supersede USEPA rules
b. USEPA supersedes state rules
c. States must adopt stricter rules than USEPA
d. Primary authority to implement/enforce drinking water rules",d. Primary authority to implement/enforce drinking water rules
"Who must develop a coliform monitoring/siting plan?
a. Large systems ( > 50, 000)
b. Large and medium ( > 3, 300)
c. Small and medium (25–3, 300)
d. All public water systems",d. All public water systems
"The MCLG for known/probable carcinogens is
a. Set by the state
b. Equal to the MCL
c. Zero
d. The minimum detectable level",c. Zero
"Which disease is not typically transmitted by contaminated water?
a. Cryptosporidiosis
b. Giardiasis
c. Cholera
d. Typhoid
e. Tuberculosis",e. Tuberculosis
"The maximum disinfectant residual allowed (free chlorine MRDL) in distribution is
a. 0.2 mg/L
b. 2.0 mg/L
c. 2.0 μg/L
d. 4.0 mg/L
e. No maximum",d. 4.0 mg/L
"If a single routine total coliform sample is positive, you must immediately upstream and downstream
a. Immediately notify the health department
b. Immediately notify customers
c. Re-test at the original point only
d. Take repeat samples at the original site and at points
e. Flush only",d. Take repeat samples at the original site and at points
"For systems with  > 40 routine coliform samples/month, the maximum positives permitted is
a. 2
b. 2%
c. 5
d. 5%
e. Variable",d. 5%
"Final determination of vulnerability is made by
a. Private contractor/consultants
b. The primacy agency
c. The water supplier
d. All of the above",b. The primacy agency
"Primary and secondary standards are normally established with a
a. Maximum contaminant level (MCL / SMCL)
b. Minimum contaminant level
c. Public health goal
d. Maximum contaminant level goal
e. Minimum contaminant level goal",a. Maximum contaminant level (MCL / SMCL)
"The presence of coliforms in a distribution system
a. Proves pathogens are present
b. Indicates chlorine demand spiked
c. Indicates pathogens may be present
d. Requires brilliant green bile as a disinfectant
e. Has no significance",c. Indicates pathogens may be present
"The regulation establishing microbiological quality standards is
a. Disinfection By-Product Rule
b. Secondary Standards
c. Total Coliform Rule (as revised)
d. Lead and Copper Rule
e. Maximum Contaminant Level",c. Total Coliform Rule (as revised)
"For systems using surface water or GWUDI, turbidity must be measured at least
a. Every 4 hours
b. Daily
c. Weekly
d. Monthly",a. Every 4 hours
"Monitoring requirements can depend on
a. Results of a vulnerability assessment
b. Size of the water system
c. Previous MCL violations
d. All of the above",d. All of the above
"BARF is an acronym for
a. Boil Advisory Reference Form
b. Bacteriological Analysis Report Forms
c. Biological Activity Reactive Format
d. Vomit",b. Bacteriological Analysis Report Forms
"Which of these does not have a primary MCL?
a. Nitrate
b. Fluoride
c. Manganese
d. Copper",c. Manganese
"MCLG is an acronym for
a. Most Common Lucky Guess
b. Minimum Colloidal Level Goals
c. Maximum Chlorine Level Gallons
d. Maximum Contaminant Level Goals",d. Maximum Contaminant Level Goals
"The LT2ESWTR requires source water testing for
a. Algae
b. Pharmaceuticals
c. Cryptosporidium
d. Nitrate",c. Cryptosporidium
"Combined filter effluent must be < NTU in 95% of 4-hour measurements each month:
a. 1.0 NTU
b. 2.0 NTU
c. 3.0 NTU
d. 0.3 NTU",d. 0.3 NTU
"If you get a positive coliform sample, you must downstream service connections
a. Retake the original sample only
b. Retake the original, plus one within 5 upstream and one within 5
c. Retake at plant and any nearby connection
d. Do nothing if fecal/E. coli is absent","b. Retake the original, plus one within 5 upstream and one within 5"
"(State example) Minimum free chlorine residual everywhere in the system
a. 0.2 mg/L
b. 2.0 mg/L
c. 4.0 mg/L
d. No minimum",a. 0.2 mg/L
"For a community water system, a sanitary survey must be conducted
a. Every 5 years
b. Every 2 years
c. Every 3 years
d. Every 10 years",c. Every 3 years
"Secondary standards alert the public to
a. Local cancer incidence
b. Dissolved solids only
c. Immediate health concerns
d. Radiological conditions
e. Aesthetic issues in drinking water",e. Aesthetic issues in drinking water
"Why keep adequate, reliable records in a treatment plant?
a. To document effectiveness and meet regulatory requirements
b. For cold cases
c. For IRS due diligence
d. Because of public homeland security files",a. To document effectiveness and meet regulatory requirements
"Which substances pose an immediate health threat when standards are exceeded?
a. Benzene and mercury
b. Coliform and nitrate
c. Mercury and coliform
d. Lead and nitrate",b. Coliform and nitrate
"EPA recommends surface-water systems collect hexavalent chromium (Cr(VI)) samples on a
a. Monthly basis
b. Quarterly basis
c. Annual basis
d. Every 3 years",c. Annual basis
"Which set of rules sets the MCLs for harmful chemicals?
a. Disinfection By-Product Rule
b. Safe Drinking Water Act rules (NPDWRs)
c. Surface Water Treatment Rule
d. O’Doyle Rules",b. Safe Drinking Water Act rules (NPDWRs)
"The Maximum Contaminant Level (MCL) for nitrate (as N) is
a. 1.0 mg/L
b. 5.0 mg/L
c. 10.0 mg/L
d. 50.0 mg/L",c. 10.0 mg/L
"The MCL for nitrite (as N) is
a. 0.5 mg/L
b. 1.0 mg/L
c. 3.0 mg/L
d. 10.0 mg/L",b. 1.0 mg/L
"The MCL for arsenic is
a. 0.005 mg/L
b. 0.010 mg/L
c. 0.050 mg/L
d. 0.100 mg/L",b. 0.010 mg/L
"The Lead and Copper Rule 90th percentile copper action level is
a. 0.65 mg/L
b. 1.0 mg/L
c. 1.3 mg/L
d. 2.0 mg/L",c. 1.3 mg/L
"Under Stage 1/2 DBPR, the MCL for Total Trihalomethanes (TTHMs) is
a. 0.040 mg/L
b. 0.080 mg/L
c. 0.100 mg/L
d. 0.200 mg/L",b. 0.080 mg/L
"Under Stage 1/2 DBPR, the MCL for HAA5 is
a. 0.030 mg/L
b. 0.060 mg/L
c. 0.080 mg/L
d. 0.100 mg/L",b. 0.060 mg/L
"The MRDL for free chlorine in distribution is
a. 2.0 mg/L
b. 4.0 mg/L
c. 0.2 mg/L
d. No maximum",b. 4.0 mg/L
"The MRDL for chloramines (as Cl₂) is
a. 2.0 mg/L
b. 3.0 mg/L
c. 4.0 mg/L
d. 0.8 mg/L",c. 4.0 mg/L
"The MRDL for chlorine dioxide at the entry point is
a. 4.0 mg/L
b. 0.8 mg/L
c. 0.3 mg/L
d. 1.0 mg/L",b. 0.8 mg/L
"The MCL for chlorite (chlorine dioxide by-product) is
a. 0.3 mg/L
b. 0.8 mg/L
c. 1.0 mg/L
d. 2.0 mg/L",c. 1.0 mg/L
"The MCL for bromate (for ozone users) is
a. 0.010 mg/L
b. 0.030 mg/L
c. 0.050 mg/L
d. 0.100 mg/L",a. 0.010 mg/L
"Under the Revised Total Coliform Rule (RTCR), an acute MCL violation occurs with triggers
a. Any total coliform-positive sample
b. An E. coli-positive sample with associated monitoring/PN
c. Two total coliform-positives in one month
d. HPC above 500 CFU/mL",b. An E. coli-positive sample with associated monitoring/PN
"Under RTCR, when a routine total-coliform sample is positive, repeat sampling must occur locations)
a. Within 7 days
b. Within 24 hours (original site and specified upstream/downstream
c. At the end of the month
d. Only if chlorine residual is low",b. Within 24 hours (original site and specified upstream/downstream
"Tier 1 public notification must be issued
a. Within 7 days
b. Within 24 hours
c. Within 30 days
d. Within 12 months",b. Within 24 hours
"Tier 2 public notification must be issued
a. Within 24 hours
b. Within 30 days
c. Within 90 days
d. With the annual CCR only",b. Within 30 days
"Tier 3 public notification must be issued
a. Within 24 hours
b. Within 30 days
c. Within 12 months
d. Only upon request",c. Within 12 months
"The Consumer Confidence Report (CCR) must be delivered by
a. January 1 each year
b. April 1 each year
c. July 1 each year
d. December 31 each year",c. July 1 each year
"CCRs must generally be retained for at least
a. 1 year
b. 3 years
c. 5 years
d. 10 years",b. 3 years
"Conventional/DE filtered systems must meet turbidity of
a. ≤ 0.3 NTU in 95% of measurements each month and never exceed
1. 0 NTU
b. ≤ 0.5 NTU in 95% of measurements and never exceed 2.0 NTU
c. Daily average  ≤ 0.3 NTU
d. Weekly average  ≤ 0.5 NTU",a. ≤ 0.3 NTU in 95% of measurements each month and never exceed
"The SWTR combined virus inactivation/removal requirement for filtered systems is
a. 2-log
b. 4-log
c. 5-log
d. 6-log",b. 4-log
"Under the Ground Water Rule (GWR), a triggered source-water monitoring event occurs when positive
a. Turbidity exceeds 1.0 NTU
b. A routine distribution coliform sample is total-coliform
c. Chlorine residual falls below 0.2 mg/L
d. A Tier 2 violation is issued",b. A routine distribution coliform sample is total-coliform
"Fluoride standards (federal) are
a. Primary MCL 2.0 mg/L; SMCL 4.0 mg/L
b. Primary MCL 4.0 mg/L; SMCL 2.0 mg/L
c. Primary MCL 1.0 mg/L; SMCL 0.7 mg/L
d. No federal standards",b. Primary MCL 4.0 mg/L; SMCL 2.0 mg/L
"Gross alpha particle activity MCL (excluding radon/uranium) is
a. 5 pCi/L
b. 15 pCi/L
c. 30 pCi/L
d. 50 pCi/L",b. 15 pCi/L
"Combined radium-226/228 MCL is
a. 2 pCi/L
b. 5 pCi/L
c. 10 pCi/L
d. 15 pCi/L",b. 5 pCi/L
"Uranium MCL is
a. 15 μg/L
b. 30 μg/L
c. 60 μg/L
d. 100 μg/L",b. 30 μg/L
"Under Stage 2 DBPR, compliance for TTHM/HAA5 is based on
a. Maximum site result each quarter
b. Location Running Annual Average (LRAA) at each site
c. System-wide running annual average only
d. Monthly maximum",b. Location Running Annual Average (LRAA) at each site
"The CCR must include which of the following? likely sources
a. System finances and staffing levels
b. Detected contaminants table with MCLs, MCLGs, results, and
c. Detailed SCADA trends
d. Operator certification numbers","b. Detected contaminants table with MCLs, MCLGs, results, and"
"The entity with “primacy” jurisdiction
a. Writes federal rules
b. Implements and enforces drinking water rules for its
c. Operates all public water systems
d. Sets occupational safety rules",b. Implements and enforces drinking water rules for its
"Under RTCR, systems must develop and maintain a
a. DBP monitoring optimization plan
b. Nitrate emergency response plan
c. Sample siting plan for coliform monitoring
d. Capital improvement plan",c. Sample siting plan for coliform monitoring
"A Level 1 Assessment under RTCR is required when
a. Any single E. coli-positive sample occurs
b. The coliform monitoring trigger is exceeded (e.g., multiple TC+)
c. Turbidity exceeds 0.3 NTU
d. Chlorine residual exceeds 4.0 mg/L","b. The coliform monitoring trigger is exceeded (e.g., multiple TC+)"
"A Level 2 Assessment under RTCR is generally required when
a. Any total coliform positive is found
b. Any repeat sample is negative
c. An E. coli MCL violation occurs or repeated Level 1 triggers
d. A Tier 3 violation is issued",c. An E. coli MCL violation occurs or repeated Level 1 triggers
"Records retention for chemical analyses (most primary contaminants) is at least
a. 1 year
b. 10 years
c. 3 years
d. 5 years",b. 10 years
"Public Notification (PN) content must include risk, corrective actions, and contact info
a. Names of all operators
b. Nature of violation, potential health effects, population at
c. Only the date of violation
d. System budget information","b. Nature of violation, potential health effects, population at"
"The Initial Distribution System Evaluation (IDSE) under Stage 2 DBPR was used to compliance monitoring
a. Identify corrosion control needs
b. Identify sites with high TTHM/HAA5 formation for future
c. Choose CCR language
d. Set fluoride dosage",b. Identify sites with high TTHM/HAA5 formation for future
"The coliform group used as an indicator organism represents pathway intrusion
a. Only pathogens
b. A broader group indicating potential fecal contamination and
c. Only E. coli
d. Only protozoa",b. A broader group indicating potential fecal contamination and
"Action when chlorine dioxide entry point MRDL (0.8 mg/L) is exceeded severity/persistence per rule
a. None if HPC is low
b. Immediate monitoring and Tier 2 or Tier 1 PN depending on
c. Wait for next month
d. Reduce pH only",b. Immediate monitoring and Tier 2 or Tier 1 PN depending on
"For combined filter effluent (CFE) turbidity monitoring, the minimum frequency for conventional treatment plants is
a. Once per day
b. Every 4 hours
c. Weekly
d. Monthly",b. Every 4 hours
"Under the CCR rule, health language is required sensitive subpopulations
a. Only for nitrate
b. For detected contaminants exceeding an MCL or relevant for
c. Only for DBPs
d. Never required",b. For detected contaminants exceeding an MCL or relevant for
