Front,Back
"Which of the following best defines “asset management” in a water utility? value and performance
a. A system to track employee performance
b. A reactive approach to fixing equipment after failure
c. A structured process for managing infrastructure to maximize
d. A record of all vendor purchases",c. A structured process for managing infrastructure to maximize
"What is the first step in developing an asset management plan?
a. Hire an engineering consultant
b. Conduct a rate study
c. Create an asset inventory
d. Replace old equipment",c. Create an asset inventory
"In asset management, what does “criticality” refer to?
a. The cost of the asset
b. How long the asset has been in service
c. The consequence and likelihood of asset failure
d. The manufacturer’s rating of the asset",c. The consequence and likelihood of asset failure
"Which of the following tools is commonly used to forecast asset replacement needs?
a. Consumer Confidence Reports (CCR)
b. Lifecycle cost analysis
c. Annual budget summary
d. Water loss audit",b. Lifecycle cost analysis
"What is a major benefit of a well-implemented asset management program?
a. Increased water pressure across the system
b. Elimination of all maintenance costs
c. Improved long-term planning and reduced unexpected failures
d. Reduced number of staff needed to operate the plant",c. Improved long-term planning and reduced unexpected failures
"Why is accurate documentation of water treatment operations essential? control decisions
a. It is only needed for internal tracking
b. It reduces operator workload
c. It ensures compliance with regulations and supports process
d. It eliminates the need for lab testing",c. It ensures compliance with regulations and supports process
"Which of the following records must typically be retained at a water treatment facility for a minimum of 5 years?
a. Personal emails between operators
b. Maintenance work orders
c. Customer complaints
d. Copies of safety posters",b. Maintenance work orders
"What should an operator do if a monitoring result exceeds a regulatory limit? required
a. Record the result and ignore it if it was an isolated incident
b. Wait until the next scheduled test to confirm the reading
c. Report it promptly to the supervisor and regulatory agency as
d. Average it with previous results and document only the mean",c. Report it promptly to the supervisor and regulatory agency as
"Which of the following is the best practice when making a correction in a written operational logbook? correction, then write the correct entry
a. Erase the original entry and write the correct value
b. Use white-out and rewrite the data clearly
c. Draw a single line through the error, initial and date the
d. Tear out the page and start a new one","c. Draw a single line through the error, initial and date the"
"What is a Monthly Operating Report (MOR)? and compliance data for the month
a. A financial statement required by accounting
b. A report submitted to EPA for wastewater systems
c. A document summarizing water production, treatment performance,
d. An internal memo about staff training schedules","c. A document summarizing water production, treatment performance,"
"What is the primary goal of an Emergency Response Plan (ERP) at a water treatment facility? service during emergencies
a. To reduce insurance premiums
b. To avoid reporting incidents
c. To ensure the safety of the public and continuity of water
d. To provide guidelines for employee promotions",c. To ensure the safety of the public and continuity of water
"Which of the following events would typically trigger activation of a water system’s Emergency Response Plan?
a. Arrival of new laboratory equipment
b. Routine maintenance of filters
c. Detection of E. coli in distribution system samples
d. Completion of a budget audit",c. Detection of E. coli in distribution system samples
"Which agency requires community water systems to develop or update their Emergency Response Plan under the America’s Water Infrastructure Act (AWIA) of 2018?
a. OSHA
b. FEMA
c. U.S. EPA
d. CDC",c. U.S. EPA
"What should be included in a water system’s Emergency Response Plan? vulnerabilities, and procedures for incident response
a. Employee salary schedules
b. A list of customer billing rates
c. Contact information for key personnel and vendors, system
d. Customer feedback forms","c. Contact information for key personnel and vendors, system"
"Who should have access to the Emergency Response Plan?
a. Only upper management
b. The general public
c. All relevant staff, emergency responders, and utility managers
d. Only the mayor’s office","c. All relevant staff, emergency responders, and utility managers"
"What is the primary purpose of conducting regular performance evaluations for operators in a water treatment facility? professional development
a. To identify reasons for demotion
b. To justify annual salary increases only
c. To assess employee strengths, provide feedback, and guide
d. To comply with OSHA safety requirements","c. To assess employee strengths, provide feedback, and guide"
"When conducting a performance evaluation, what is considered best practice? documented expectations
a. Focus only on mistakes made during the year
b. Include input from coworkers but not from the employee
c. Use objective criteria aligned with job responsibilities and
d. Delay feedback until disciplinary action is required",c. Use objective criteria aligned with job responsibilities and
"An operator has consistently met job expectations but shows little initiative for growth or improvement. What should the performance evaluation include? development goals
a. Immediate recommendation for termination
b. No feedback, since expectations are met
c. Positive reinforcement and suggestions for professional
d. A warning for lack of ambition",c. Positive reinforcement and suggestions for professional
"Which of the following is a subjective evaluation criterion that should be supported by evidence or examples?
a. Number of reports submitted on time
b. Number of safety training sessions attended
c. Demonstrates a positive attitude and teamwork
d. Completion of required certifications",c. Demonstrates a positive attitude and teamwork
"After conducting a performance evaluation, what is the most appropriate next step? evaluation and set goals
a. File the evaluation without discussing it with the employee
b. Email it to HR and forget about it
c. Hold a one-on-one meeting with the employee to review the
d. Announce scores publicly to motivate others",c. Hold a one-on-one meeting with the employee to review the
"Which federal law provides the framework for regulating public drinking water systems in the United States?
a. Clean Water Act
b. Safe Drinking Water Act
c. Resource Conservation and Recovery Act
d. Clean Air Act",b. Safe Drinking Water Act
"A plant’s National Pollutant Discharge Elimination System (NPDES) permit governs which of the following?
a. Air emissions
b. Chemical procurement
c. Treated wastewater discharges into surface waters
d. Customer billing practices",c. Treated wastewater discharges into surface waters
"If a required sample for regulatory compliance is missed, what is the operator’s responsibility? it
a. Take the sample during the next scheduled monitoring cycle
b. Ignore the missed sample if water quality appears acceptable
c. Report the missed sample to the regulatory agency and document
d. Use estimated data to fill the reporting gap",c. Report the missed sample to the regulatory agency and document
"What is typically included in an operating permit for a water treatment plant? reporting requirements
a. Staff vacation schedules
b. Effluent and influent limits, monitoring frequencies, and
c. Vendor bid documentation
d. Utility billing rates","b. Effluent and influent limits, monitoring frequencies, and"
"Failure to comply with permit conditions can result in which of the following consequences?
a. Increased funding from regulatory agencies
b. Reduction in required sampling
c. Fines, enforcement actions, or permit revocation
d. Automatic recertification for operators","c. Fines, enforcement actions, or permit revocation"
"An operator notices a sudden drop in chlorine residual in the distribution system. What should be the immediate action? notifying the supervisor
a. Wait until the next routine test
b. Increase water pressure to compensate
c. Investigate the cause and begin corrective actions while
d. Ignore the result if the water looks clear",c. Investigate the cause and begin corrective actions while
"Which of the following is considered an abnormal condition that requires operator response?
a. Consistent water demand
b. Normal daily pH fluctuations
c. Detection of total coliform in routine samples
d. Scheduled pump maintenance",c. Detection of total coliform in routine samples
"What is the first priority during a plant emergency such as chemical spill or fire?
a. Saving data logs
b. Protecting equipment
c. Ensuring personal and public safety
d. Meeting permit limits",c. Ensuring personal and public safety
"During a power outage, the plant loses SCADA visibility. What is the operator’s best response? available
a. Do nothing and wait for power to return
b. Manually monitor critical systems and activate backup power if
c. Call the electric company and go off duty
d. Turn off all alarms to prevent nuisance alerts",b. Manually monitor critical systems and activate backup power if
"After identifying a confirmed treatment process failure, what must the operator do? notification procedures
a. Restart the plant without telling anyone
b. Report the failure to the regulatory agency and begin
c. Record it in the daily log and move on
d. Flush the system and skip documentation",b. Report the failure to the regulatory agency and begin
"What is the primary responsibility of a supervisor in enforcing safety practices at a water treatment facility? proper training
a. Documenting injuries after they occur
b. Encouraging operators to use their own judgment regarding safety
c. Ensuring all employees follow safety procedures and receive
d. Reporting safety violations only if an inspector is present",c. Ensuring all employees follow safety procedures and receive
"Which of the following safety practices is required when entering a confined space such as a wet well or chemical tank? proper PPE
a. Wearing a dust mask and carrying a flashlight
b. Having another operator nearby for company
c. Following a confined space entry permit procedure and using
d. Only entering during normal working hours",c. Following a confined space entry permit procedure and using
"An operator is observed bypassing a lockout/tagout procedure to quickly restart a pump. What is the appropriate supervisory response?
a. Allow it, since the operator has experience
b. Ignore the action if no one was harmed
c. Stop the activity immediately and retrain the operator
d. Wait until the next safety meeting to bring it up",c. Stop the activity immediately and retrain the operator
"Which federal agency sets and enforces workplace safety standards, including those followed by water utilities?
a. EPA
b. CDC
c. OSHA
d. FEMA",c. OSHA
"Why is it important to conduct regular safety audits or inspections in a water treatment plant?
a. To satisfy vendor requirements
b. To reduce productivity
c. To identify and correct unsafe conditions before accidents occur
d. To justify budget increases",c. To identify and correct unsafe conditions before accidents occur
"What is the supervisor’s primary responsibility in enforcing safety practices at a water treatment plant? health
a. Assign safety tasks to the newest employee
b. Ensure compliance with safety policies and protect employee
c. Report only serious accidents
d. Focus on safety only when OSHA is inspecting",b. Ensure compliance with safety policies and protect employee
"An operator is seen entering a confined space without proper authorization or gas monitoring. What should the supervisor do? procedures
a. Remind them informally to be more careful
b. Let them finish the task if no danger is apparent
c. Stop the work immediately and review confined space entry
d. Report them to HR without speaking to the operator",c. Stop the work immediately and review confined space entry
"Which of the following is a required safety practice when handling gaseous chlorine cylinders?
a. Store them near high heat to prevent freezing
b. Open the valve fully and quickly
c. Always use proper PPE and leak detection equipment
d. Lay them on their side for storage",c. Always use proper PPE and leak detection equipment
"What does “Lockout/Tagout” (LOTO) ensure during maintenance operations?
a. The operator can’t be blamed for equipment failure
b. Power is restored quickly
c. Equipment is de-energized and cannot be operated until safe
d. Emergency alarms are disabled",c. Equipment is de-energized and cannot be operated until safe
"Who is responsible for following plant safety rules?
a. Only the safety officer
b. The most senior operator on shift
c. Every employee and supervisor
d. Contractors only",c. Every employee and supervisor
"Why is teamwork important in a water treatment facility? improves safety
a. It reduces the need for individual accountability
b. It allows operators to share blame when things go wrong
c. It ensures smooth operations, enhances communication, and
d. It helps avoid regulatory reporting requirements","c. It ensures smooth operations, enhances communication, and"
"Which of the following is a key characteristic of an effective team member?
a. Always works independently without involving others
b. Avoids sharing information to stay competitive
c. Communicates clearly and supports coworkers
d. Delegates all tasks to the supervisor",c. Communicates clearly and supports coworkers
"During a shift change, the outgoing operator leaves without updating the logbook. What impact does this have on teamwork?
a. No impact if the plant is running normally
b. It improves efficiency by avoiding unnecessary details
c. It disrupts communication and undermines team accountability
d. It is acceptable if verbal updates are given",c. It disrupts communication and undermines team accountability
"A newer operator is unsure how to perform a backwash procedure. What should a strong team environment encourage?
a. Criticism of the operator for not knowing
b. The operator pretending to know to avoid embarrassment
c. Support from experienced staff and willingness to ask questions
d. Reassignment of the task to someone else without training",c. Support from experienced staff and willingness to ask questions
"What is a supervisor’s role in promoting teamwork? communication
a. Allow team members to compete for shift preference
b. Avoid interfering with interpersonal issues
c. Foster collaboration, set clear expectations, and encourage
d. Focus only on individual performance reviews","c. Foster collaboration, set clear expectations, and encourage"
"A senior operator asks to “round” turbidity entries to two decimals to save time. What is the best response? requirements
a. Allow rounding if within permit limits
b. Require exact values as measured and explain data integrity
c. Allow rounding only on weekends
d. Ask lab to change instruments to output fewer decimals",b. Require exact values as measured and explain data integrity
"A trainee reports a near-miss chemical splash. What should the supervisor do first? report with corrective actions
a. File discipline for carelessness
b. Ensure medical evaluation if needed and complete a near-miss
c. Ignore since no injury occurred
d. Tell the trainee to be more careful next time",b. Ensure medical evaluation if needed and complete a near-miss
"Which scheduling practice best supports a just culture in operations? signoffs
a. Assigning toughest tasks to the same high performers
b. Rotating critical duties with competency checks and documented
c. Allowing staff to self-assign daily tasks
d. First-come, first-served task selection",b. Rotating critical duties with competency checks and documented
"A contractor requests a plant P&ID for a proposal. Before sharing, the supervisor should:
a. Email the full drawing set immediately
b. Confirm NDA/authorization and provide only necessary sections
c. Decline all external requests
d. Post to the utility website for transparency",b. Confirm NDA/authorization and provide only necessary sections
"Which action best reduces single-point-of-failure risk for SCADA?
a. Removing passwords to speed access
b. Implementing failover servers and routine backup/restore tests
c. Letting one expert retain admin rights
d. Disabling alarms during night shift",b. Implementing failover servers and routine backup/restore tests
"A chlorine day tank level is falling faster than expected. What is the most appropriate first step? if necessary
a. Increase feed setpoint
b. Verify for leaks, stuck valves, or instrument error, and isolate
c. Silence alarms and monitor
d. Switch to standby tank without investigation","b. Verify for leaks, stuck valves, or instrument error, and isolate"
"Best method to prioritize main replacements under asset management: and criticality data
a. Replace oldest pipes first
b. Use risk = likelihood of failure × consequence, with condition
c. Replace pipes near city hall first
d. Replace mains after three breaks only","b. Use risk = likelihood of failure × consequence, with condition"
"Which metric is most useful for reliability-centered maintenance?
a. Total chemical spend
b. Mean time between failures (MTBF)
c. Monthly customer calls
d. Number of valves in the system",b. Mean time between failures (MTBF)
"Most appropriate backup for electronic MOR records: backup per retention policy
a. Screenshot key pages monthly
b. Keep only on the lab PC
c. Store in a version-controlled repository with offsite/ cloud
d. Print and discard after submittal",c. Store in a version-controlled repository with offsite/ cloud
"A sudden spike in specific energy (kWh/MG) at the high-service pumps likely indicates: issues
a. Improved efficiency
b. Hydraulic restrictions, fouled strainers, or pump/mechanical
c. Lower water demand
d. Meter rounding","b. Hydraulic restrictions, fouled strainers, or pump/mechanical"
"During an ERP drill, the ICS “Operations” role should be assigned to:
a. HR manager
b. A qualified operations leader with knowledge of plant processes
c. Any available clerk
d. City council member",b. A qualified operations leader with knowledge of plant processes
"Under AWIA/ERP best practice, emergency contact lists should be: tested at least annually
a. Posted publicly
b. Maintained with redundant copies (digital/print), reviewed and
c. Kept only in the SCADA server
d. Memorized by supervisors","b. Maintained with redundant copies (digital/print), reviewed and"
"An ethics red flag in procurement is:
a. Competitive sealed bids
b. Sole-source justification without technical basis
c. Independent cost estimate
d. Conflict-of-interest disclosure",b. Sole-source justification without technical basis
"To justify a new VFD on a high-service pump, the strongest analysis is: starts
a. Operator preference
b. Lifecycle cost/NPV showing demand-matching savings and reduced
c. Vendor brochure
d. Neighboring utility anecdote",b. Lifecycle cost/NPV showing demand-matching savings and reduced
"Best practice when correcting an electronic log entry mistake:
a. Delete and retype
b. Use system audit-correct with note, user, date/time stamp
c. Email the correction later
d. Ignore minor errors","b. Use system audit-correct with note, user, date/time stamp"
"A safety-leading indicator example is:
a. Annual OSHA recordables
b. Percentage of completed JSAs and corrective actions closed
c. Workers’ comp costs
d. Days since last incident",b. Percentage of completed JSAs and corrective actions closed
"For succession planning, the supervisor should first:
a. Wait for vacancies
b. Map critical roles/competencies and create cross-training plans
c. Outsource all critical tasks
d. Pause training to save budget",b. Map critical roles/competencies and create cross-training plans
"When a plant is short-staffed, overtime should be managed by:
a. Assigning to the same two operators
b. Equitably distributing and monitoring fatigue limits per policy
c. First to volunteer
d. Ignoring fatigue if certified",b. Equitably distributing and monitoring fatigue limits per policy
"If a required bacteriological sample was mislabeled and rejected by the lab: requirements
a. Enter an estimated result
b. Resample immediately and notify per monitoring and reporting
c. Skip until next month
d. Average nearby results",b. Resample immediately and notify per monitoring and reporting
"A capital project contingency typically covers: construction costs
a. Routine O&M chemicals
b. Unknowns/price escalations within defined percent of
c. Staff bonuses
d. Late change orders only",b. Unknowns/price escalations within defined percent of
"A strong toolbox talk should be: actions
a. Monthly and generic
b. Brief, task-specific, two-way, with documented attendance and
c. Optional
d. Conducted only after incidents","b. Brief, task-specific, two-way, with documented attendance and"
"Best control for hot-work in a chemical storage area:
a. Allow if quick
b. Hot-work permit, gas monitoring, isolation, fire watch, and PPE
c. Prop door open
d. Use fans only","b. Hot-work permit, gas monitoring, isolation, fire watch, and PPE"
"Most appropriate KPI for distribution valve PM program: cycle
a. Number of customer compliments
b. Percent of critical valves exercised and operable within target
c. Miles of pipe in system
d. Number of new services installed",b. Percent of critical valves exercised and operable within target
"Most effective way to reduce DBP formation while maintaining compliance: locations
a. Remove all chlorine
b. Optimize precursor removal and manage contact time/boosting
c. Increase ammonia feed indiscriminately
d. Flush only in winter",b. Optimize precursor removal and manage contact time/boosting
